repeat,Method,K,Candidate_Pool_Size,Positive_Targets,Hits,Precision,Recall,Enrichment_Factor,Random_Expected_Hits,Random_Precision
2,PPI-GAT + nnPU,50,25242,1184,10,0.2,0.008445945945945946,4.263851351351351,2.345297520006339,0.046905950400126774
2,PPI-GAT + nnPU,100,25242,1184,12,0.12,0.010135135135135136,2.5583108108108106,4.690595040012678,0.046905950400126774
2,PPI-GAT + nnPU,200,25242,1184,30,0.15,0.02533783783783784,3.1978885135135133,9.381190080025355,0.046905950400126774
2,PPI-GAT + nnPU,500,25242,1184,60,0.12,0.05067567567567568,2.5583108108108106,23.45297520006339,0.046905950400126774
2,PPI-GCN + nnPU,10,25242,1184,0,0.0,0.0,0.0,0.4690595040012677,0.046905950400126774
2,PPI-GCN + nnPU,20,25242,1184,0,0.0,0.0,0.0,0.9381190080025354,0.046905950400126774
2,PPI-GCN + nnPU,50,25242,1184,6,0.12,0.005067567567567568,2.5583108108108106,2.345297520006339,0.046905950400126774
2,PPI-GCN + nnPU,100,25242,1184,13,0.13,0.01097972972972973,2.7715033783783785,4.690595040012678,0.046905950400126774
2,PPI-GCN + nnPU,200,25242,1184,24,0.12,0.02027027027027027,2.5583108108108106,9.381190080025355,0.046905950400126774
2,PPI-GCN + nnPU,500,25242,1184,41,0.082,0.03462837837837838,1.748179054054054,23.45297520006339,0.046905950400126774
2,PPI-GraphSAGE + nnPU,10,25242,1184,4,0.4,0.0033783783783783786,8.527702702702703,0.4690595040012677,0.046905950400126774
2,PPI-GraphSAGE + nnPU,20,25242,1184,9,0.45,0.007601351351351352,9.59366554054054,0.9381190080025354,0.046905950400126774
2,PPI-GraphSAGE + nnPU,50,25242,1184,23,0.46,0.019425675675675675,9.80685810810811,2.345297520006339,0.046905950400126774
2,PPI-GraphSAGE + nnPU,100,25242,1184,37,0.37,0.03125,7.888125,4.690595040012678,0.046905950400126774
2,PPI-GraphSAGE + nnPU,200,25242,1184,57,0.285,0.04814189189189189,6.075988175675675,9.381190080025355,0.046905950400126774
2,PPI-GraphSAGE + nnPU,500,25242,1184,126,0.252,0.10641891891891891,5.372452702702702,23.45297520006339,0.046905950400126774
2,RWR (STRING graph),10,25242,1184,7,0.7,0.0059121621621621625,14.923479729729728,0.4690595040012677,0.046905950400126774
2,RWR (STRING graph),20,25242,1184,14,0.7,0.011824324324324325,14.923479729729728,0.9381190080025354,0.046905950400126774
2,RWR (STRING graph),50,25242,1184,34,0.68,0.028716216216216218,14.497094594594595,2.345297520006339,0.046905950400126774
2,RWR (STRING graph),100,25242,1184,63,0.63,0.05320945945945946,13.431131756756757,4.690595040012678,0.046905950400126774
2,RWR (STRING graph),200,25242,1184,127,0.635,0.10726351351351351,13.537728040540541,9.381190080025355,0.046905950400126774
2,RWR (STRING graph),500,25242,1184,292,0.584,0.24662162162162163,12.450445945945946,23.45297520006339,0.046905950400126774
2,Random forest,10,25242,1184,3,0.3,0.002533783783783784,6.395777027027027,0.4690595040012677,0.046905950400126774
2,Random forest,20,25242,1184,7,0.35,0.0059121621621621625,7.461739864864864,0.9381190080025354,0.046905950400126774
2,Random forest,50,25242,1184,13,0.26,0.01097972972972973,5.543006756756757,2.345297520006339,0.046905950400126774
2,Random forest,100,25242,1184,26,0.26,0.02195945945945946,5.543006756756757,4.690595040012678,0.046905950400126774
2,Random forest,200,25242,1184,53,0.265,0.044763513513513514,5.649603040540541,9.381190080025355,0.046905950400126774
2,Random forest,500,25242,1184,117,0.234,0.09881756756756757,4.988706081081081,23.45297520006339,0.046905950400126774
2,scTDA-GCN (dual attention + nnPU),10,25242,1184,3,0.3,0.002533783783783784,6.395777027027027,0.4690595040012677,0.046905950400126774
2,scTDA-GCN (dual attention + nnPU),20,25242,1184,8,0.4,0.006756756756756757,8.527702702702703,0.9381190080025354,0.046905950400126774
2,scTDA-GCN (dual attention + nnPU),50,25242,1184,17,0.34,0.014358108108108109,7.248547297297297,2.345297520006339,0.046905950400126774
2,scTDA-GCN (dual attention + nnPU),100,25242,1184,30,0.3,0.02533783783783784,6.395777027027027,4.690595040012678,0.046905950400126774
2,scTDA-GCN (dual attention + nnPU),200,25242,1184,53,0.265,0.044763513513513514,5.649603040540541,9.381190080025355,0.046905950400126774
2,scTDA-GCN (dual attention + nnPU),500,25242,1184,105,0.21,0.08868243243243243,4.477043918918919,23.45297520006339,0.046905950400126774
2,scTDA-GCN (equal fusion + nnPU),10,25242,1184,2,0.2,0.0016891891891891893,4.263851351351351,0.4690595040012677,0.046905950400126774
2,scTDA-GCN (equal fusion + nnPU),20,25242,1184,3,0.15,0.002533783783783784,3.1978885135135133,0.9381190080025354,0.046905950400126774
2,scTDA-GCN (equal fusion + nnPU),50,25242,1184,14,0.28,0.011824324324324325,5.969391891891893,2.345297520006339,0.046905950400126774
2,scTDA-GCN (equal fusion + nnPU),100,25242,1184,25,0.25,0.021114864864864864,5.3298141891891895,4.690595040012678,0.046905950400126774
2,scTDA-GCN (equal fusion + nnPU),200,25242,1184,44,0.22,0.037162162162162164,4.690236486486486,9.381190080025355,0.046905950400126774
2,scTDA-GCN (equal fusion + nnPU),500,25242,1184,63,0.126,0.05320945945945946,2.686226351351351,23.45297520006339,0.046905950400126774
2,scTDA-GCN (local attention + weighted BCE),10,25242,1184,3,0.3,0.002533783783783784,6.395777027027027,0.4690595040012677,0.046905950400126774
2,scTDA-GCN (local attention + weighted BCE),20,25242,1184,6,0.3,0.005067567567567568,6.395777027027027,0.9381190080025354,0.046905950400126774
2,scTDA-GCN (local attention + weighted BCE),50,25242,1184,14,0.28,0.011824324324324325,5.969391891891893,2.345297520006339,0.046905950400126774
2,scTDA-GCN (local attention + weighted BCE),100,25242,1184,36,0.36,0.030405405405405407,7.674932432432432,4.690595040012678,0.046905950400126774
2,scTDA-GCN (local attention + weighted BCE),200,25242,1184,76,0.38,0.06418918918918919,8.101317567567568,9.381190080025355,0.046905950400126774
2,scTDA-GCN (local attention + weighted BCE),500,25242,1184,166,0.332,0.14020270270270271,7.0779932432432435,23.45297520006339,0.046905950400126774
