Node_ID,Gene_Symbol,Prediction_Score_Mean,STRING_Degree,Removal_Reason
23676,UBE2S,0.49419874,81,top-5%-STRING-degree
12278,MRPS14,0.49382916,230,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
6859,EXOSC1,0.4933412,72,top-5%-STRING-degree
12274,MRPL9,0.49274564,174,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
22079,TAF1,0.49161738,113,top-5%-STRING-degree
6484,EIF1AY,0.49109912,131,top-5%-STRING-degree
22232,TCEA2,0.4903956,65,top-5%-STRING-degree
5522,CUL7,0.49017173,245,top-5%-STRING-degree
12330,MSH2,0.48977765,93,top-5%-STRING-degree
3335,CBX4,0.48864722,66,top-5%-STRING-degree
11544,MALSU1,0.48768124,93,top-5%-STRING-degree
11789,MED10,0.48700517,78,top-5%-STRING-degree
12252,MRPL36,0.48634997,194,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
20591,SF3B3,0.48632622,154,top-5%-STRING-degree
23809,UPF1,0.48632225,78,top-5%-STRING-degree
11803,MED21,0.48548967,80,top-5%-STRING-degree
6866,EXOSC7,0.4849432,69,top-5%-STRING-degree
24310,XRCC3,0.4847125,65,top-5%-STRING-degree
12246,MRPL3,0.48469406,267,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12403,MTG1,0.48454675,78,top-5%-STRING-degree
5809,DDX28,0.48370686,89,top-5%-STRING-degree
20005,RPL7L1,0.4832263,203,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
24109,WBP4,0.4830975,65,top-5%-STRING-degree
24974,ZNF593,0.4827014,77,top-5%-STRING-degree
11819,MED9,0.48257485,76,top-5%-STRING-degree
6791,ESF1,0.48256913,100,top-5%-STRING-degree
14492,POLR1E,0.48212266,83,top-5%-STRING-degree
5803,DDX23,0.48198947,81,top-5%-STRING-degree
24170,WDR74,0.48188877,124,top-5%-STRING-degree
28,AATF,0.4816219,135,top-5%-STRING-degree
20264,SART1,0.48154712,102,top-5%-STRING-degree
10068,KIF14,0.48115087,70,top-5%-STRING-degree
8452,GTF2F1,0.4810524,93,top-5%-STRING-degree
2454,BLM,0.4807778,94,top-5%-STRING-degree
20586,SF3A1,0.48075303,120,top-5%-STRING-degree
23587,TXNL4A,0.48061338,76,top-5%-STRING-degree
12288,MRPS23,0.48059472,95,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12232,MRPL15,0.48015437,118,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12275,MRPS10,0.48000965,259,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14496,POLR2D,0.47998142,134,top-5%-STRING-degree
24296,XPA,0.47986183,82,top-5%-STRING-degree
8722,HIBCH,0.47892588,73,top-5%-STRING-degree
21954,SUPT16H,0.47883433,67,top-5%-STRING-degree
12938,NIFK,0.47876444,183,top-5%-STRING-degree
12253,MRPL37,0.47876006,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
5717,DCAF13,0.47774464,162,top-5%-STRING-degree
3826,CEBPZ,0.47773927,115,top-5%-STRING-degree
14591,PPIE,0.47701606,83,top-5%-STRING-degree
2043,ASPM,0.47666973,98,top-5%-STRING-degree
23919,UTP18,0.4763452,151,top-5%-STRING-degree
9215,IFT88,0.47619486,68,top-5%-STRING-degree
12298,MRPS35,0.47604728,135,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
24249,WRN,0.47579378,122,top-5%-STRING-degree
6504,EIF3C,0.47551432,80,top-5%-STRING-degree
21681,SRPRA,0.47496524,67,top-5%-STRING-degree
6503,EIF3B,0.4745792,107,top-5%-STRING-degree
24149,WDR46,0.4743918,169,top-5%-STRING-degree
22101,TAF8,0.47423643,84,top-5%-STRING-degree
12300,MRPS5,0.47390246,261,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
11746,MCM5,0.47375965,105,top-5%-STRING-degree
12267,MRPL50,0.47305816,98,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
6155,DOCK4,0.47259584,150,top-5%-STRING-degree
3678,CDC16,0.47205526,83,top-5%-STRING-degree
6863,EXOSC4,0.47142968,71,top-5%-STRING-degree
3859,CENPE,0.47086114,97,top-5%-STRING-degree
13040,NOC2L,0.47072902,188,top-5%-STRING-degree
6862,EXOSC3,0.47051758,65,top-5%-STRING-degree
20124,RSRC1,0.47051555,137,top-5%-STRING-degree
8129,GNL3,0.46779054,142,top-5%-STRING-degree
24136,WDR31,0.46713963,149,top-5%-STRING-degree
11817,MED7,0.4669165,81,top-5%-STRING-degree
13823,PCGF6,0.46671167,68,top-5%-STRING-degree
13068,NOP2,0.46641946,144,top-5%-STRING-degree
24140,WDR36,0.46597403,180,top-5%-STRING-degree
7258,FBLL1,0.46594757,89,top-5%-STRING-degree
11797,MED15,0.46589884,88,top-5%-STRING-degree
11758,MCRS1,0.46571207,67,top-5%-STRING-degree
7222,FANCE,0.46532187,199,top-5%-STRING-degree
12915,NGDN,0.4643045,140,top-5%-STRING-degree
11898,MFAP1,0.46347356,103,top-5%-STRING-degree
6597,EMG1,0.46248364,121,top-5%-STRING-degree
1437,ANAPC2,0.46242434,66,top-5%-STRING-degree
11535,MAGOHB,0.46219525,118,top-5%-STRING-degree
12290,MRPS25,0.46214095,105,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
5532,CWC27,0.46193323,87,top-5%-STRING-degree
14490,POLR1C,0.4612678,200,top-5%-STRING-degree
23922,UTP3,0.46102563,166,top-5%-STRING-degree
12270,MRPL53,0.46100146,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
20440,SECISBP2,0.46058837,86,top-5%-STRING-degree
12119,MNAT1,0.4605413,95,top-5%-STRING-degree
12293,MRPS28,0.46048683,95,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
10072,KIF18A,0.460468,70,top-5%-STRING-degree
6450,EFTUD2,0.46040764,301,top-5%-STRING-degree
15136,PWP1,0.46013346,87,top-5%-STRING-degree
6864,EXOSC5,0.459879,71,top-5%-STRING-degree
12287,MRPS22,0.4595186,100,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
5530,CWC22,0.45942888,109,top-5%-STRING-degree
1439,ANAPC5,0.45918012,65,top-5%-STRING-degree
4650,CRNKL1,0.45885,116,top-5%-STRING-degree
8592,HBS1L,0.45810062,112,top-5%-STRING-degree
20378,SDAD1,0.45787197,110,top-5%-STRING-degree
5826,DDX54,0.45746106,81,top-5%-STRING-degree
12292,MRPS27,0.4573618,95,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
11816,MED6,0.45732775,84,top-5%-STRING-degree
13049,NOL11,0.4568537,75,top-5%-STRING-degree
12243,MRPL24,0.45665836,242,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
15438,RBM19,0.4561413,75,top-5%-STRING-degree
13011,NMD3,0.45609245,121,top-5%-STRING-degree
12294,MRPS30,0.45540887,98,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
6737,ERCC3,0.4546407,137,top-5%-STRING-degree
12226,MRPL1,0.45453233,211,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
22092,TAF3,0.45382732,77,top-5%-STRING-degree
2546,BRIX1,0.453228,177,top-5%-STRING-degree
8451,GTF2E2,0.4530642,73,top-5%-STRING-degree
11799,MED17,0.45294032,93,top-5%-STRING-degree
11845,MELK,0.45277247,89,top-5%-STRING-degree
73,ABCE1,0.45274836,141,top-5%-STRING-degree
23920,UTP20,0.45249015,136,top-5%-STRING-degree
6365,EBNA1BP2,0.45169434,169,top-5%-STRING-degree
21302,SMU1,0.45158762,76,top-5%-STRING-degree
6412,EEF1G,0.45099473,132,top-5%-STRING-degree
6861,EXOSC2,0.45065337,68,top-5%-STRING-degree
19949,RPF2,0.4494039,182,top-5%-STRING-degree
8454,GTF2H1,0.4493502,99,top-5%-STRING-degree
19938,RPA1,0.448877,129,top-5%-STRING-degree
12227,MRPL10,0.44837642,101,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12473,MUS81,0.4473559,86,top-5%-STRING-degree
12236,MRPL19,0.44706434,198,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
22248,TCERG1,0.4469977,91,top-5%-STRING-degree
8453,GTF2F2,0.44647837,85,top-5%-STRING-degree
5828,DDX56,0.4460296,120,top-5%-STRING-degree
6744,ERCC8,0.44563502,91,top-5%-STRING-degree
11804,MED22,0.44545764,83,top-5%-STRING-degree
6015,DLGAP5,0.44540453,102,top-5%-STRING-degree
12282,MRPS18A,0.44335508,111,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12174,MPHOSPH10,0.4433015,162,top-5%-STRING-degree
23918,UTP15,0.44310635,123,top-5%-STRING-degree
22081,TAF11,0.44309026,75,top-5%-STRING-degree
11806,MED24,0.4430414,84,top-5%-STRING-degree
15417,RBBP8,0.4429379,86,top-5%-STRING-degree
3681,CDC23,0.44292703,70,top-5%-STRING-degree
23924,UTP6,0.44287276,159,top-5%-STRING-degree
11808,MED26,0.4426527,85,top-5%-STRING-degree
12261,MRPL44,0.44255653,110,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
8476,GTPBP4,0.44141006,208,top-5%-STRING-degree
7875,GCC1,0.44120836,66,top-5%-STRING-degree
20096,RRP1B,0.4410116,125,top-5%-STRING-degree
11818,MED8,0.4400834,82,top-5%-STRING-degree
12266,MRPL49,0.43968567,136,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
11807,MED25,0.43967232,78,top-5%-STRING-degree
6739,ERCC5,0.4395985,65,top-5%-STRING-degree
8815,HJURP,0.43919688,88,top-5%-STRING-degree
24145,WDR43,0.43912965,167,top-5%-STRING-degree
11813,MED31,0.43902034,81,top-5%-STRING-degree
12237,MRPL2,0.43804932,233,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
3890,CEP290,0.4379801,78,top-5%-STRING-degree
20018,RPP38,0.43563423,149,top-5%-STRING-degree
12737,NCOA6,0.43533963,88,top-5%-STRING-degree
11383,LSG1,0.4351569,131,top-5%-STRING-degree
15010,PTCD3,0.43417206,102,top-5%-STRING-degree
11811,MED29,0.43415752,80,top-5%-STRING-degree
11790,MED11,0.43273312,78,top-5%-STRING-degree
20095,RRP15,0.4326272,68,top-5%-STRING-degree
12047,MKI67,0.4322149,69,top-5%-STRING-degree
12306,MRTO4,0.4318111,311,top-5%-STRING-degree
20094,RRP12,0.4314441,136,top-5%-STRING-degree
11788,MED1,0.43131393,346,top-5%-STRING-degree
11801,MED19,0.43049803,76,top-5%-STRING-degree
23921,UTP23,0.4300084,67,top-5%-STRING-degree
14595,PPIL1,0.42957383,86,top-5%-STRING-degree
5821,DDX49,0.4292264,68,top-5%-STRING-degree
13978,PES1,0.42833763,201,top-5%-STRING-degree
8128,GNL2,0.4281659,166,top-5%-STRING-degree
5943,DHX38,0.42703733,97,top-5%-STRING-degree
12255,MRPL39,0.42630348,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
24128,WDR18,0.42490715,118,top-5%-STRING-degree
15501,RCL1,0.4245245,124,top-5%-STRING-degree
6535,EIF5A2,0.42429167,127,top-5%-STRING-degree
12263,MRPL46,0.42397565,147,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
8642,HDDC3,0.42393035,86,top-5%-STRING-degree
20101,RRS1,0.42385966,126,top-5%-STRING-degree
5794,DDX10,0.4238541,95,top-5%-STRING-degree
19997,RPL39L,0.42355347,132,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
13229,NSUN4,0.4232995,74,top-5%-STRING-degree
12262,MRPL45,0.42276698,98,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
11798,MED16,0.42267928,85,top-5%-STRING-degree
13231,NSUN6,0.4222157,111,top-5%-STRING-degree
8386,GRWD1,0.4221754,124,top-5%-STRING-degree
6868,EXOSC9,0.42200574,68,top-5%-STRING-degree
21674,SRP54,0.42150253,135,top-5%-STRING-degree
13054,NOL6,0.41958588,165,top-5%-STRING-degree
12251,MRPL35,0.4193441,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
7935,GFM1,0.4190696,198,top-5%-STRING-degree
12265,MRPL48,0.4183635,94,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14508,POLR3A,0.41823512,129,top-5%-STRING-degree
12335,MSH6,0.41815916,94,top-5%-STRING-degree
12945,NIP7,0.41809383,169,top-5%-STRING-degree
11805,MED23,0.41644326,87,top-5%-STRING-degree
14596,PPIL2,0.415948,66,top-5%-STRING-degree
22083,TAF13,0.41593838,79,top-5%-STRING-degree
9078,HSPBP1,0.4158929,146,top-5%-STRING-degree
21347,SNIP1,0.4152266,101,top-5%-STRING-degree
8457,GTF2H3,0.41467127,90,top-5%-STRING-degree
6738,ERCC4,0.4146494,95,top-5%-STRING-degree
11795,MED14,0.41369924,97,top-5%-STRING-degree
5825,DDX52,0.4133207,96,top-5%-STRING-degree
24308,XRCC1,0.4129003,66,top-5%-STRING-degree
22091,TAF2,0.41250706,101,top-5%-STRING-degree
15447,RBM28,0.41207498,112,top-5%-STRING-degree
23916,UTP14A,0.41171178,143,top-5%-STRING-degree
15450,RBM34,0.4114944,68,top-5%-STRING-degree
6860,EXOSC10,0.41146642,141,top-5%-STRING-degree
2483,BMS1,0.41137046,179,top-5%-STRING-degree
8477,GTPBP6,0.41136408,76,top-5%-STRING-degree
12285,MRPS2,0.41077167,205,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
5947,DHX8,0.4107141,86,top-5%-STRING-degree
14509,POLR3B,0.41043043,148,top-5%-STRING-degree
14842,PRPF4,0.41022453,72,top-5%-STRING-degree
12281,MRPS17,0.40916252,94,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
7338,FCF1,0.4089582,113,top-5%-STRING-degree
15698,RIOK2,0.40892822,94,top-5%-STRING-degree
20093,RRP1,0.4081308,119,top-5%-STRING-degree
22205,TBL3,0.40712342,169,top-5%-STRING-degree
8536,HABP4,0.406662,91,top-5%-STRING-degree
11418,LTV1,0.40660447,144,top-5%-STRING-degree
8446,GTF2A1,0.4060437,80,top-5%-STRING-degree
12667,NAT10,0.40561095,178,top-5%-STRING-degree
22590,TMA16,0.40536562,68,top-5%-STRING-degree
21965,SURF6,0.40479097,77,top-5%-STRING-degree
5942,DHX37,0.4038678,79,top-5%-STRING-degree
23092,TPX2,0.40280932,89,top-5%-STRING-degree
12303,MRPS9,0.40078115,194,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
13042,NOC4L,0.39900813,152,top-5%-STRING-degree
7681,FTSJ3,0.39856416,170,top-5%-STRING-degree
12065,MLH1,0.39848107,72,top-5%-STRING-degree
8130,GNL3L,0.39836437,137,top-5%-STRING-degree
8648,HEATR1,0.39832255,147,top-5%-STRING-degree
13298,NUF2,0.3972842,112,top-5%-STRING-degree
12304,MRRF,0.3971532,156,top-5%-STRING-degree
20099,RRP8,0.39579827,69,top-5%-STRING-degree
15279,RACGAP1,0.39555067,78,top-5%-STRING-degree
24135,WDR3,0.39481202,166,top-5%-STRING-degree
2503,BOP1,0.39469224,197,top-5%-STRING-degree
21675,SRP68,0.39399257,93,top-5%-STRING-degree
24125,WDR12,0.39384073,178,top-5%-STRING-degree
5958,DIMT1,0.39273703,119,top-5%-STRING-degree
23386,TSFM,0.39257804,109,top-5%-STRING-degree
5934,DHX16,0.3924734,90,top-5%-STRING-degree
11764,MDC1,0.391166,72,top-5%-STRING-degree
23923,UTP4,0.39104444,155,top-5%-STRING-degree
13065,NOP14,0.39099345,170,top-5%-STRING-degree
8870,HMGN4,0.3904841,142,top-5%-STRING-degree
14437,PNO1,0.38872102,110,top-5%-STRING-degree
7889,GCN1,0.38823766,97,top-5%-STRING-degree
12412,MTIF2,0.38768488,187,top-5%-STRING-degree
10096,KIF4A,0.38682422,87,top-5%-STRING-degree
12247,MRPL30,0.38609734,106,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
15292,RAD51C,0.38374004,72,top-5%-STRING-degree
3709,CDCA3,0.38350242,73,top-5%-STRING-degree
14488,POLR1A,0.3832387,179,top-5%-STRING-degree
13864,PDCD11,0.38262117,252,top-5%-STRING-degree
12404,MTG2,0.38220972,65,top-5%-STRING-degree
2611,BYSL,0.38196832,219,top-5%-STRING-degree
6536,EIF5AL1,0.38176554,131,top-5%-STRING-degree
12622,NACA2,0.38148916,65,top-5%-STRING-degree
14489,POLR1B,0.37882328,212,top-5%-STRING-degree
20104,RSAD1,0.37596822,178,top-5%-STRING-degree
6356,EARS2,0.3759253,96,top-5%-STRING-degree
23434,TSR1,0.3757534,160,top-5%-STRING-degree
19940,RPA3,0.3757425,67,top-5%-STRING-degree
20100,RRP9,0.37423855,152,top-5%-STRING-degree
11538,MAK16,0.3742298,140,top-5%-STRING-degree
13041,NOC3L,0.37419987,138,top-5%-STRING-degree
23917,UTP14C,0.37353,112,top-5%-STRING-degree
11809,MED27,0.3713768,78,top-5%-STRING-degree
22349,TEX10,0.37118068,94,top-5%-STRING-degree
20434,SEC61A2,0.37039024,114,top-5%-STRING-degree
23019,TOPBP1,0.36897394,82,top-5%-STRING-degree
11802,MED20,0.3683169,78,top-5%-STRING-degree
8450,GTF2E1,0.367521,87,top-5%-STRING-degree
3860,CENPF,0.366803,97,top-5%-STRING-degree
24171,WDR75,0.3654932,143,top-5%-STRING-degree
23017,TOP3A,0.36393562,73,top-5%-STRING-degree
19966,RPL17-C18ORF32,0.36202073,222,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
1270,AKNAD1,0.35843787,121,top-5%-STRING-degree
14642,PPP1R26,0.35705394,144,top-5%-STRING-degree
6416,EEFSEC,0.3506723,95,top-5%-STRING-degree
15565,RFC2,0.3459012,65,top-5%-STRING-degree
12705,NCAPG,0.32861432,97,top-5%-STRING-degree
13726,PBK,0.31358582,89,top-5%-STRING-degree
21240,SMC4,0.31109053,65,top-5%-STRING-degree
13332,NUSAP1,0.30033922,83,top-5%-STRING-degree
14713,PRC1,0.28302282,73,top-5%-STRING-degree
12707,NCAPH,0.24483092,67,top-5%-STRING-degree
10069,KIF15,0.19806722,81,top-5%-STRING-degree
20066,RPS6KC1,0.1451101,0,ribosomal-or-mitochondrial-structural
12242,MRPL23-AS1,0.029054761,0,ribosomal-or-mitochondrial-structural
19987,RPL34-AS1,0.024760012,0,ribosomal-or-mitochondrial-structural
