Node_ID,Gene_Symbol,Prediction_Score_Mean,STRING_Degree,Removal_Reason
14417,PMPCB,0.69670415,77,top-5%-STRING-degree
21677,SRP9,0.6959508,91,top-5%-STRING-degree
14770,PRKAG2,0.69565105,66,top-5%-STRING-degree
8867,HMGN2,0.69486976,144,top-5%-STRING-degree
15190,RAB11A,0.69453216,87,top-5%-STRING-degree
14309,PLD2,0.694414,71,top-5%-STRING-degree
2094,ATG7,0.6943982,69,top-5%-STRING-degree
13544,OXA1L,0.6936711,99,top-5%-STRING-degree
2070,ATF2,0.69303364,85,top-5%-STRING-degree
15331,RANBP2,0.6929938,113,top-5%-STRING-degree
3576,CCT6A,0.6928244,70,top-5%-STRING-degree
15137,PWP2,0.69260985,151,top-5%-STRING-degree
24237,WNT3A,0.6922058,70,top-5%-STRING-degree
3688,CDC37,0.6921746,66,top-5%-STRING-degree
8989,HPRT1,0.6916741,68,top-5%-STRING-degree
5979,DKC1,0.69133705,120,top-5%-STRING-degree
23371,TRRAP,0.69071853,120,top-5%-STRING-degree
2600,BTRC,0.6902271,117,top-5%-STRING-degree
6650,ENTPD1,0.6895192,70,top-5%-STRING-degree
6074,DNAJB1,0.68936515,71,top-5%-STRING-degree
21921,SUCLG2,0.68896675,79,top-5%-STRING-degree
21369,SNRPG,0.6882757,196,top-5%-STRING-degree
6538,EIF6,0.6879967,159,top-5%-STRING-degree
3179,CALM2,0.6873569,73,top-5%-STRING-degree
13913,PDHB,0.6872293,84,top-5%-STRING-degree
20798,SKP2,0.6858753,76,top-5%-STRING-degree
20411,SEC13,0.68549156,99,top-5%-STRING-degree
21466,SP1,0.6852136,77,top-5%-STRING-degree
9631,ISG15,0.68492067,121,top-5%-STRING-degree
21699,SRSF3,0.6846781,97,top-5%-STRING-degree
15005,PTBP1,0.68430436,82,top-5%-STRING-degree
7815,GAPDH,0.68404436,260,top-5%-STRING-degree
6715,EPS15,0.683896,77,top-5%-STRING-degree
11286,LRP6,0.68310225,65,top-5%-STRING-degree
22062,TAB2,0.682873,65,top-5%-STRING-degree
6502,EIF3A,0.6827097,77,top-5%-STRING-degree
7744,GABARAPL2,0.68224466,85,top-5%-STRING-degree
20048,RPS27L,0.6808677,193,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12249,MRPL33,0.67734146,182,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
8458,GTF2H4,0.6764649,93,top-5%-STRING-degree
8908,HNRNPR,0.67531806,70,top-5%-STRING-degree
9054,HSP90B1,0.67434025,91,top-5%-STRING-degree
24408,YY1,0.6740235,115,top-5%-STRING-degree
3573,CCT3,0.6739327,82,top-5%-STRING-degree
14238,PKM,0.6738174,150,top-5%-STRING-degree
3684,CDC25C,0.6737475,85,top-5%-STRING-degree
9592,IQGAP1,0.6736326,79,top-5%-STRING-degree
19972,RPL22L1,0.6731054,149,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
1342,ALDH7A1,0.6728514,91,top-5%-STRING-degree
6313,DVL2,0.6719864,82,top-5%-STRING-degree
23661,UBE2I,0.67166394,139,top-5%-STRING-degree
21416,SOCS3,0.6708007,69,top-5%-STRING-degree
5814,DDX3X,0.6706809,72,top-5%-STRING-degree
3578,CCT7,0.67055273,126,top-5%-STRING-degree
2102,ATM,0.669912,196,top-5%-STRING-degree
6793,ESPL1,0.6696509,110,top-5%-STRING-degree
22128,TARDBP,0.6692851,119,top-5%-STRING-degree
6518,EIF4A2,0.6692044,71,top-5%-STRING-degree
22020,SYNJ1,0.6689603,73,top-5%-STRING-degree
3572,CCT2,0.6689411,119,top-5%-STRING-degree
15282,RAD18,0.6687762,75,top-5%-STRING-degree
8896,HNRNPC,0.6681185,157,top-5%-STRING-degree
2602,BUB1B,0.6673654,178,top-5%-STRING-degree
5756,DCTN1,0.6673024,94,top-5%-STRING-degree
11534,MAGOH,0.66705704,115,top-5%-STRING-degree
13582,PA2G4,0.66644394,190,top-5%-STRING-degree
12241,MRPL23,0.6658333,125,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
7771,GADD45GIP1,0.66578025,103,top-5%-STRING-degree
15271,RABIF,0.6652304,81,top-5%-STRING-degree
3525,CCNA2,0.6651992,203,top-5%-STRING-degree
12279,MRPS15,0.664785,245,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12284,MRPS18C,0.6645121,104,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
23642,UBC,0.6640703,340,top-5%-STRING-degree
22206,TBP,0.6634788,196,top-5%-STRING-degree
14289,PLCB2,0.66345155,87,top-5%-STRING-degree
2081,ATG12,0.6634006,70,top-5%-STRING-degree
23941,VAMP7,0.6630463,69,top-5%-STRING-degree
13820,PCGF2,0.6620172,65,top-5%-STRING-degree
12268,MRPL51,0.66063607,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
21223,SMARCA4,0.6595947,147,top-5%-STRING-degree
12301,MRPS6,0.659424,195,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
6629,ENO1,0.6591195,89,top-5%-STRING-degree
4703,CSNK1A1,0.6590006,70,top-5%-STRING-degree
15286,RAD23B,0.6589327,102,top-5%-STRING-degree
8108,GNB2,0.65737355,93,top-5%-STRING-degree
6537,EIF5B,0.6571042,195,top-5%-STRING-degree
3679,CDC20,0.6563786,200,top-5%-STRING-degree
20061,RPS6KA4,0.65610963,9,ribosomal-or-mitochondrial-structural
21694,SRSF1,0.65505207,176,top-5%-STRING-degree
20590,SF3B2,0.6547333,138,top-5%-STRING-degree
2093,ATG5,0.654323,91,top-5%-STRING-degree
21222,SMARCA2,0.6539969,67,top-5%-STRING-degree
1106,ADSL,0.65395737,85,top-5%-STRING-degree
12250,MRPL34,0.6537202,136,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
20038,RPS19BP1,0.6532954,63,ribosomal-or-mitochondrial-structural
4889,CTBP1,0.6531351,77,top-5%-STRING-degree
14497,POLR2E,0.65280443,176,top-5%-STRING-degree
24407,YWHAZ,0.6526427,113,top-5%-STRING-degree
3714,CDCA8,0.6519757,113,top-5%-STRING-degree
21361,SNRPB,0.651961,180,top-5%-STRING-degree
23683,UBE3A,0.651194,79,top-5%-STRING-degree
8181,GOT2,0.65095985,90,top-5%-STRING-degree
11445,LYAR,0.65083826,125,top-5%-STRING-degree
8904,HNRNPK,0.6503414,138,top-5%-STRING-degree
1801,ARF1,0.6502185,94,top-5%-STRING-degree
1022,ADCY3,0.65021634,79,top-5%-STRING-degree
4488,COPS5,0.6481181,107,top-5%-STRING-degree
7220,FANCD2,0.6465589,100,top-5%-STRING-degree
2413,BET1,0.64637196,67,top-5%-STRING-degree
14167,PIK3C3,0.64622724,103,top-5%-STRING-degree
14372,PLPP3,0.6458995,65,top-5%-STRING-degree
6542,ELAVL1,0.6455416,121,top-5%-STRING-degree
3524,CCNA1,0.64490354,80,top-5%-STRING-degree
15443,RBM25,0.64462453,81,top-5%-STRING-degree
874,ACO2,0.64353424,117,top-5%-STRING-degree
21698,SRSF2,0.6433309,102,top-5%-STRING-degree
6736,ERCC2,0.64308417,119,top-5%-STRING-degree
12269,MRPL52,0.6427841,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
8065,GLUD1,0.64272225,69,top-5%-STRING-degree
14662,PPP2R1A,0.6425899,131,top-5%-STRING-degree
7439,FH,0.642289,74,top-5%-STRING-degree
7692,FUS,0.64071345,94,top-5%-STRING-degree
12827,NEDD8,0.64041746,135,top-5%-STRING-degree
12286,MRPS21,0.64017797,99,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
6326,DYNLL1,0.6400214,66,top-5%-STRING-degree
12273,MRPL57,0.63991207,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
7225,FANCI,0.6392067,88,top-5%-STRING-degree
21903,STX6,0.63803196,73,top-5%-STRING-degree
2545,BRIP1,0.63794184,68,top-5%-STRING-degree
20055,RPS4Y2,0.6376316,168,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
21358,SNRNP70,0.6373179,136,top-5%-STRING-degree
3187,CALR,0.63693917,89,top-5%-STRING-degree
1456,ANK3,0.63680375,76,top-5%-STRING-degree
24368,YBX1,0.6367115,135,top-5%-STRING-degree
834,ACAA1,0.63630825,71,top-5%-STRING-degree
23064,TPM3,0.6363068,66,top-5%-STRING-degree
15482,RBPJ,0.63621914,68,top-5%-STRING-degree
8449,GTF2B,0.6360504,114,top-5%-STRING-degree
6266,DTL,0.63491046,86,top-5%-STRING-degree
925,ACTL6A,0.6348389,94,top-5%-STRING-degree
2377,BCL6,0.6344483,68,top-5%-STRING-degree
9694,ITPA,0.634068,87,top-5%-STRING-degree
2223,AURKAIP1,0.63386667,95,top-5%-STRING-degree
6514,EIF3K,0.63315666,77,top-5%-STRING-degree
12271,MRPL54,0.63258815,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
4643,CRKL,0.6320228,79,top-5%-STRING-degree
15338,RAP1A,0.63196445,86,top-5%-STRING-degree
23569,TWISTNB,0.6317292,87,top-5%-STRING-degree
5529,CWC15,0.63149625,110,top-5%-STRING-degree
5480,CTNNBL1,0.6314274,72,top-5%-STRING-degree
21946,SUMO1,0.63131076,102,top-5%-STRING-degree
9605,IRF1,0.6305036,75,top-5%-STRING-degree
22535,TK1,0.63032055,69,top-5%-STRING-degree
21365,SNRPD2,0.6298947,211,top-5%-STRING-degree
1688,AP2M1,0.6297274,75,top-5%-STRING-degree
23060,TPI1,0.62904346,70,top-5%-STRING-degree
22097,TAF6,0.6274825,130,top-5%-STRING-degree
9779,KAT2A,0.6274096,100,top-5%-STRING-degree
10242,KPNB1,0.62739694,84,top-5%-STRING-degree
6475,EHMT2,0.62697834,74,top-5%-STRING-degree
6807,ETF1,0.62690985,118,top-5%-STRING-degree
23649,UBE2D3,0.62644196,83,top-5%-STRING-degree
12244,MRPL27,0.62536824,195,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
21687,SRRM1,0.62447894,137,top-5%-STRING-degree
23908,USP7,0.6244689,85,top-5%-STRING-degree
12260,MRPL43,0.6241073,155,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
21652,SREBF1,0.6234961,87,top-5%-STRING-degree
21703,SRSF7,0.6228305,71,top-5%-STRING-degree
21890,STX16,0.6226696,66,top-5%-STRING-degree
20062,RPS6KA5,0.62247187,23,ribosomal-or-mitochondrial-structural
12228,MRPL11,0.62190324,216,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12235,MRPL18,0.6218751,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
23861,USP14,0.62181336,76,top-5%-STRING-degree
15413,RBBP4,0.62171173,145,top-5%-STRING-degree
5822,DDX5,0.6216947,118,top-5%-STRING-degree
5798,DDX18,0.62090284,157,top-5%-STRING-degree
1028,ADCY9,0.62088764,72,top-5%-STRING-degree
24402,YWHAB,0.6199289,77,top-5%-STRING-degree
1024,ADCY5,0.61929196,90,top-5%-STRING-degree
23646,UBE2C,0.6189414,129,top-5%-STRING-degree
12929,NHP2,0.6186843,201,top-5%-STRING-degree
21380,SNW1,0.61853963,149,top-5%-STRING-degree
9487,ILF3,0.6178216,67,top-5%-STRING-degree
14014,PFN1,0.6174733,65,top-5%-STRING-degree
21362,SNRPB2,0.61736894,127,top-5%-STRING-degree
23622,UBA1,0.6172506,66,top-5%-STRING-degree
14498,POLR2F,0.6171304,209,top-5%-STRING-degree
23073,TPR,0.6166155,68,top-5%-STRING-degree
15525,RECQL4,0.6165555,73,top-5%-STRING-degree
20169,RUVBL2,0.616191,140,top-5%-STRING-degree
7600,FOXM1,0.61478573,91,top-5%-STRING-degree
23778,ULK1,0.6147094,68,top-5%-STRING-degree
4705,CSNK1D,0.61385536,80,top-5%-STRING-degree
12231,MRPL14,0.6137219,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
11786,MECP2,0.6136188,78,top-5%-STRING-degree
2605,BUD31,0.6126911,113,top-5%-STRING-degree
3691,CDC40,0.6124018,135,top-5%-STRING-degree
23375,TSC1,0.6118826,79,top-5%-STRING-degree
11395,LSM6,0.61158776,90,top-5%-STRING-degree
12280,MRPS16,0.61105573,202,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
22501,TIMELESS,0.61087245,74,top-5%-STRING-degree
20705,SHH,0.6106261,90,top-5%-STRING-degree
4039,CHD4,0.60968983,89,top-5%-STRING-degree
12289,MRPS24,0.609644,94,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
3780,CDKN1B,0.6093079,106,top-5%-STRING-degree
7538,FMR1,0.6081699,91,top-5%-STRING-degree
21688,SRRM2,0.6068158,128,top-5%-STRING-degree
11391,LSM2,0.6061868,93,top-5%-STRING-degree
12272,MRPL55,0.606062,94,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
6529,EIF4G1,0.60487765,135,top-5%-STRING-degree
14500,POLR2H,0.60417336,147,top-5%-STRING-degree
6498,EIF2S1,0.60348254,190,top-5%-STRING-degree
5517,CUL2,0.60317785,94,top-5%-STRING-degree
1026,ADCY7,0.6024447,68,top-5%-STRING-degree
6843,EXO1,0.6024429,185,top-5%-STRING-degree
2351,BCAS2,0.60190654,80,top-5%-STRING-degree
4027,CHCHD1,0.60075057,89,top-5%-STRING-degree
15416,RBBP7,0.60071504,117,top-5%-STRING-degree
6395,EDF1,0.59966844,89,top-5%-STRING-degree
2601,BUB1,0.59908795,147,top-5%-STRING-degree
5775,DDB2,0.59900105,68,top-5%-STRING-degree
11742,MCM3,0.5982117,115,top-5%-STRING-degree
21826,STIP1,0.5978964,70,top-5%-STRING-degree
11393,LSM4,0.5977024,98,top-5%-STRING-degree
2604,BUD13,0.5970541,91,top-5%-STRING-degree
8893,HNRNPA2B1,0.59684116,118,top-5%-STRING-degree
24313,XRCC6,0.595528,136,top-5%-STRING-degree
14499,POLR2G,0.59525335,131,top-5%-STRING-degree
8179,GOSR2,0.59519964,65,top-5%-STRING-degree
3528,CCNB2,0.5951992,137,top-5%-STRING-degree
3705,CDC6,0.5949448,128,top-5%-STRING-degree
24629,ZMAT2,0.5949334,89,top-5%-STRING-degree
9495,IMP3,0.59475404,292,top-5%-STRING-degree
5954,DICER1,0.59317017,96,top-5%-STRING-degree
23730,UCHL5,0.5927239,84,top-5%-STRING-degree
6147,DNTTIP2,0.5918768,103,top-5%-STRING-degree
5812,DDX39B,0.59180295,133,top-5%-STRING-degree
2526,BRCA2,0.5905283,173,top-5%-STRING-degree
3803,CDT1,0.5902616,104,top-5%-STRING-degree
22095,TAF5,0.5891123,103,top-5%-STRING-degree
5820,DDX47,0.58899695,92,top-5%-STRING-degree
11396,LSM7,0.58898914,96,top-5%-STRING-degree
6512,EIF3J,0.5886749,67,top-5%-STRING-degree
14839,PRPF38A,0.588598,95,top-5%-STRING-degree
3367,CCDC124,0.5880726,81,top-5%-STRING-degree
12302,MRPS7,0.58783287,270,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
21370,SNRPN,0.58763844,103,top-5%-STRING-degree
13343,NXF1,0.5863273,88,top-5%-STRING-degree
21363,SNRPC,0.58629483,77,top-5%-STRING-degree
22000,SYF2,0.5861956,92,top-5%-STRING-degree
1774,APRT,0.58611643,78,top-5%-STRING-degree
15467,RBM8A,0.5861068,109,top-5%-STRING-degree
13590,PABPN1,0.58575284,66,top-5%-STRING-degree
9062,HSPA2,0.58562076,69,top-5%-STRING-degree
5686,DAP3,0.58529896,148,top-5%-STRING-degree
22093,TAF4,0.58514565,129,top-5%-STRING-degree
12264,MRPL47,0.5847693,154,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
8180,GOT1,0.58419544,66,top-5%-STRING-degree
1184,AGO2,0.5840812,109,top-5%-STRING-degree
10491,LEO1,0.58399856,70,top-5%-STRING-degree
22082,TAF12,0.5830465,119,top-5%-STRING-degree
12257,MRPL40,0.5826998,135,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
23094,TRA2B,0.58228576,71,top-5%-STRING-degree
12239,MRPL21,0.5821217,195,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
15301,RAE1,0.5820137,67,top-5%-STRING-degree
8876,HMMR,0.5804296,80,top-5%-STRING-degree
13833,PCNA,0.57950294,145,top-5%-STRING-degree
20594,SF3B6,0.5791354,105,top-5%-STRING-degree
9781,KAT5,0.5787722,124,top-5%-STRING-degree
12234,MRPL17,0.5783904,215,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14847,PRPF8,0.5780875,170,top-5%-STRING-degree
13817,PCF11,0.5780419,66,top-5%-STRING-degree
15797,RNF2,0.5778748,121,top-5%-STRING-degree
6049,DNA2,0.5778514,90,top-5%-STRING-degree
2316,BARD1,0.5767508,106,top-5%-STRING-degree
14593,PPIG,0.57649934,104,top-5%-STRING-degree
23694,UBL5,0.5764681,79,top-5%-STRING-degree
12359,MT-ATP8,0.57625157,21,ribosomal-or-mitochondrial-structural
22102,TAF9,0.5754808,138,top-5%-STRING-degree
24153,WDR5,0.57524484,162,top-5%-STRING-degree
12248,MRPL32,0.5749302,184,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14506,POLR2L,0.5747606,165,top-5%-STRING-degree
11397,LSM8,0.5737959,84,top-5%-STRING-degree
21671,SRP14,0.5737214,91,top-5%-STRING-degree
22002,SYMPK,0.573566,65,top-5%-STRING-degree
24315,XRN1,0.5733892,78,top-5%-STRING-degree
21360,SNRPA1,0.5714506,138,top-5%-STRING-degree
3704,CDC5L,0.57136,175,top-5%-STRING-degree
21202,SLU7,0.5704262,85,top-5%-STRING-degree
12297,MRPS34,0.57040316,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
9388,IK,0.5703275,74,top-5%-STRING-degree
11394,LSM5,0.5692985,89,top-5%-STRING-degree
14837,PRPF3,0.56917906,109,top-5%-STRING-degree
2098,ATIC,0.5689801,74,top-5%-STRING-degree
11745,MCM4,0.5687892,118,top-5%-STRING-degree
12277,MRPS12,0.56790936,292,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
7520,FLT3LG,0.56777084,254,top-5%-STRING-degree
21947,SUMO2,0.56708294,87,top-5%-STRING-degree
9780,KAT2B,0.56670076,133,top-5%-STRING-degree
13405,OGT,0.56541,82,top-5%-STRING-degree
15505,RCOR1,0.56495607,86,top-5%-STRING-degree
15327,RAN,0.56359786,79,top-5%-STRING-degree
21352,SNRNP200,0.563574,160,top-5%-STRING-degree
7227,FANCM,0.5625489,102,top-5%-STRING-degree
5867,DENR,0.56251544,66,top-5%-STRING-degree
14505,POLR2K,0.5609803,143,top-5%-STRING-degree
5998,DLG1,0.5608634,66,top-5%-STRING-degree
11493,MAD2L1,0.56038105,139,top-5%-STRING-degree
3682,CDC25A,0.55994046,69,top-5%-STRING-degree
14491,POLR1D,0.5598432,69,top-5%-STRING-degree
13631,PALB2,0.5595092,151,top-5%-STRING-degree
14838,PRPF31,0.5590064,132,top-5%-STRING-degree
6740,ERCC6,0.55789834,90,top-5%-STRING-degree
13055,NOL7,0.5559399,67,top-5%-STRING-degree
2467,BMI1,0.55565774,110,top-5%-STRING-degree
3703,CDC45,0.55551875,151,top-5%-STRING-degree
20588,SF3A3,0.55551594,119,top-5%-STRING-degree
12229,MRPL12,0.55549085,174,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
13327,NUP98,0.5522789,78,top-5%-STRING-degree
10079,KIF20A,0.5503042,100,top-5%-STRING-degree
6660,ENY2,0.5502876,66,top-5%-STRING-degree
14371,PLPP2,0.54991686,65,top-5%-STRING-degree
1887,ARID1A,0.54991347,65,top-5%-STRING-degree
24312,XRCC5,0.54969287,118,top-5%-STRING-degree
15452,RBM39,0.54955643,71,top-5%-STRING-degree
22099,TAF7,0.54903615,124,top-5%-STRING-degree
15566,RFC3,0.5486888,82,top-5%-STRING-degree
1438,ANAPC4,0.5486119,68,top-5%-STRING-degree
12230,MRPL13,0.547904,255,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12299,MRPS36,0.5478922,37,ribosomal-or-mitochondrial-structural
11810,MED28,0.5470476,80,top-5%-STRING-degree
3896,CEP55,0.54663354,92,top-5%-STRING-degree
12233,MRPL16,0.5462295,203,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
20067,RPS6KL1,0.54557437,1,ribosomal-or-mitochondrial-structural
11392,LSM3,0.5453872,89,top-5%-STRING-degree
20593,SF3B5,0.5452479,133,top-5%-STRING-degree
21359,SNRPA,0.54515195,107,top-5%-STRING-degree
14664,PPP2R2A,0.54500204,68,top-5%-STRING-degree
5804,DDX24,0.5446252,69,top-5%-STRING-degree
20098,RRP7A,0.544251,127,top-5%-STRING-degree
13069,NOP56,0.54383564,205,top-5%-STRING-degree
14501,POLR2I,0.54363805,132,top-5%-STRING-degree
15694,RING1,0.5432766,95,top-5%-STRING-degree
5948,DHX9,0.5431651,174,top-5%-STRING-degree
22080,TAF10,0.5429157,118,top-5%-STRING-degree
21283,SMKR1,0.542569,123,top-5%-STRING-degree
14502,POLR2J,0.54250634,127,top-5%-STRING-degree
2207,ATRX,0.5417837,72,top-5%-STRING-degree
10084,KIF23,0.5408758,98,top-5%-STRING-degree
19977,RPL26L1,0.54075754,219,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
25231,ZWINT,0.5399674,95,top-5%-STRING-degree
14084,PHF5A,0.5396764,115,top-5%-STRING-degree
11748,MCM7,0.53940326,106,top-5%-STRING-degree
6239,DROSHA,0.53853077,71,top-5%-STRING-degree
12154,MORF4L1,0.53851235,66,top-5%-STRING-degree
15108,PTTG1,0.5379814,81,top-5%-STRING-degree
21974,SUZ12,0.53766066,86,top-5%-STRING-degree
20433,SEC61A1,0.53712595,201,top-5%-STRING-degree
14494,POLR2B,0.5359947,252,top-5%-STRING-degree
24161,WDR61,0.53561884,73,top-5%-STRING-degree
21958,SUPT5H,0.53504,102,top-5%-STRING-degree
5808,DDX27,0.5349101,90,top-5%-STRING-degree
21673,SRP19,0.5344708,98,top-5%-STRING-degree
19958,RPL10L,0.53357536,186,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
15294,RAD52,0.5335122,100,top-5%-STRING-degree
5520,CUL4B,0.5318972,71,top-5%-STRING-degree
11812,MED30,0.5318442,80,top-5%-STRING-degree
24120,WDHD1,0.53156215,78,top-5%-STRING-degree
24270,XAB2,0.53154975,116,top-5%-STRING-degree
15336,RANGAP1,0.5315403,77,top-5%-STRING-degree
14846,PRPF6,0.5306274,106,top-5%-STRING-degree
21693,SRRT,0.5304593,84,top-5%-STRING-degree
21957,SUPT4H1,0.53007567,72,top-5%-STRING-degree
6735,ERCC1,0.52975684,96,top-5%-STRING-degree
5933,DHX15,0.5293783,209,top-5%-STRING-degree
15474,RBMX2,0.5293655,86,top-5%-STRING-degree
5486,CTR9,0.52935463,74,top-5%-STRING-degree
3686,CDC27,0.5293246,82,top-5%-STRING-degree
10106,KIFC1,0.52890754,70,top-5%-STRING-degree
7374,FEN1,0.5286744,136,top-5%-STRING-degree
12245,MRPL28,0.5283579,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
3541,CCNH,0.52833205,107,top-5%-STRING-degree
23606,U2AF2,0.5282753,150,top-5%-STRING-degree
19939,RPA2,0.5281458,92,top-5%-STRING-degree
3928,CETN2,0.5281457,69,top-5%-STRING-degree
8905,HNRNPL,0.5273851,73,top-5%-STRING-degree
14663,PPP2R1B,0.5266093,72,top-5%-STRING-degree
12283,MRPS18B,0.5265765,94,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
19998,RPL3L,0.5259043,220,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14382,PLRG1,0.5247708,117,top-5%-STRING-degree
20587,SF3A2,0.5246364,142,top-5%-STRING-degree
21731,SSRP1,0.5241377,69,top-5%-STRING-degree
11747,MCM6,0.5231208,97,top-5%-STRING-degree
9496,IMP4,0.52244985,168,top-5%-STRING-degree
12240,MRPL22,0.52175885,247,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
20027,RPS10-NUDT3,0.5213843,169,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
13039,NOB1,0.5210002,154,top-5%-STRING-degree
15567,RFC4,0.52052695,96,top-5%-STRING-degree
24105,WBP11,0.52008384,67,top-5%-STRING-degree
8599,HCFC1,0.5199984,93,top-5%-STRING-degree
20716,SHMT2,0.51908195,66,top-5%-STRING-degree
1183,AGO1,0.51869047,65,top-5%-STRING-degree
3334,CBX3,0.5169437,71,top-5%-STRING-degree
13307,NUP153,0.51662695,77,top-5%-STRING-degree
11740,MCM10,0.5163311,106,top-5%-STRING-degree
10254,KRR1,0.5159694,186,top-5%-STRING-degree
15414,RBBP5,0.51555,76,top-5%-STRING-degree
5531,CWC25,0.51531106,65,top-5%-STRING-degree
12749,NDC80,0.51529455,99,top-5%-STRING-degree
21356,SNRNP40,0.5143106,138,top-5%-STRING-degree
8455,GTF2H2,0.5141288,85,top-5%-STRING-degree
12256,MRPL4,0.5136674,250,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
3855,CENPA,0.51314664,105,top-5%-STRING-degree
1431,ANAPC1,0.51263595,73,top-5%-STRING-degree
14495,POLR2C,0.51190716,253,top-5%-STRING-degree
13048,NOL10,0.5110345,130,top-5%-STRING-degree
3707,CDC73,0.5101678,80,top-5%-STRING-degree
19948,RPF1,0.51012677,123,top-5%-STRING-degree
1397,ALYREF,0.5100794,167,top-5%-STRING-degree
14836,PRPF19,0.5095025,141,top-5%-STRING-degree
23603,U2AF1,0.5091488,103,top-5%-STRING-degree
13070,NOP58,0.50866973,204,top-5%-STRING-degree
8448,GTF2A2,0.5080496,80,top-5%-STRING-degree
20753,SIL1,0.5078703,128,top-5%-STRING-degree
11814,MED4,0.50783676,83,top-5%-STRING-degree
6867,EXOSC8,0.50765955,67,top-5%-STRING-degree
13968,PELO,0.5075539,84,top-5%-STRING-degree
12296,MRPS33,0.5072977,98,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14845,PRPF4B,0.5062674,67,top-5%-STRING-degree
8459,GTF2H5,0.5058278,86,top-5%-STRING-degree
12839,NEK2,0.50546837,92,top-5%-STRING-degree
20134,RTF1,0.50500876,68,top-5%-STRING-degree
15116,PUM3,0.5046835,107,top-5%-STRING-degree
4584,CPSF6,0.50468105,73,top-5%-STRING-degree
1789,AQR,0.50467265,80,top-5%-STRING-degree
11800,MED18,0.5045717,78,top-5%-STRING-degree
20592,SF3B4,0.50426614,123,top-5%-STRING-degree
8423,GSPT1,0.50407183,95,top-5%-STRING-degree
11741,MCM2,0.5032635,92,top-5%-STRING-degree
12686,NBN,0.5030614,67,top-5%-STRING-degree
12073,MLLT3,0.50299066,68,top-5%-STRING-degree
12295,MRPS31,0.50215954,98,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
3550,CCNT1,0.5020263,83,top-5%-STRING-degree
2603,BUB3,0.50172377,73,top-5%-STRING-degree
15440,RBM22,0.5011216,101,top-5%-STRING-degree
15752,RNF113A,0.4999146,85,top-5%-STRING-degree
10092,KIF2C,0.49880356,102,top-5%-STRING-degree
23035,TP53BP1,0.498655,109,top-5%-STRING-degree
12259,MRPL42,0.49856925,97,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
14989,PSMG1,0.49809417,92,top-5%-STRING-degree
22231,TCEA1,0.49769554,82,top-5%-STRING-degree
3711,CDCA5,0.4970859,82,top-5%-STRING-degree
12254,MRPL38,0.49699122,96,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12291,MRPS26,0.49555165,95,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
12276,MRPS11,0.49504995,248,top-5%-STRING-degree;ribosomal-or-mitochondrial-structural
3339,CBX8,0.49488163,65,top-5%-STRING-degree
