Gene_Symbol,Score
RASL12,0.4234651221250466
C3ORF58,0.42331318505966115
SH3TC1,0.4231338972286407
GRINA,0.4229561496461659
SERPINB8,0.42255308052790685
CREG1,0.42241776299767675
LXN,0.42215447598745615
TMEM101,0.4214937546274939
TTC39B,0.4211137102710127
FXYD5,0.42054214939042567
SLC15A3,0.4186716565506503
RP11-14N7.2,0.41842828922751724
TUG1,0.4179219155108348
DEF8,0.4173699193228709
LMAN1L,0.4165641996412347
IFITM10,0.41512561355970884
GMFB,0.4142447762878447
TMEM39B,0.4136242885039853
TMEM141,0.4133455658247622
RP11-11N9.4,0.4126569562773107
CLPTM1,0.4126535175987993
GRAMD1A,0.4120040489805545
FAM35A,0.4115247628946064
IFI30,0.4108335456830813
MRC2,0.4107107487833049
IGSF6,0.4106724958260655
TINAGL1,0.4106291671064625
MARCH5,0.4105370380005224
SLC9C1,0.41017997584197763
MEDAG,0.40959131963860584
CEBPZOS,0.4092353295803458
ZSCAN16-AS1,0.4082565184996832
PTMS,0.40645808934204225
MOSPD3,0.40631033643201714
ABI3BP,0.405917541494629
ADAMTSL4,0.4053042524682697
TSPAN4,0.4051742693668121
FCGR1B,0.40468687287966176
MAP7D1,0.4044103484170639
ZFAND3,0.4043428859603377
C1ORF115,0.40389281122187715
C2ORF47,0.4036919235717512
TSPAN6,0.4031478983405543
CLEC1A,0.402349030512549
STRA13,0.4022140362345829
PALD1,0.40205548402593644
BNC2,0.40203143600676383
KLF17,0.40200596119401155
C15ORF39,0.4017857066001644
MSRB3,0.40098283455500144
CST4,0.40072585880527944
FCAMR,0.4005567474996284
CCDC82,0.4004966297809355
ANKRD35,0.3995161612218771
IER5L,0.3995049778893063
TMEM243,0.3994895494760497
CST1,0.3994247855123156
OGFOD3,0.39925585667100016
CNN3,0.398948643231468
SERTAD2,0.39892397391038353
TMEM154,0.39885808901460473
FAM45A,0.39855196752483785
CD300E,0.39847401639621055
PCDH12,0.3968699951552392
SLC35F5,0.39659060492376585
C17ORF62,0.3957777114932257
CASKIN2,0.3955718699958385
MIR222HG,0.3949757375465477
EMP2,0.39482327718277066
CLEC14A,0.39460867919381687
TMEM128,0.3945037772831836
C1RL,0.39435413095484806
CYB561D2,0.3943121533712257
PSMA3-AS1,0.3939889053095965
MPEG1,0.3932732194134913
EVA1B,0.393019914094916
SLC7A7,0.39213937339114
GEM,0.39190565509914393
TBC1D9B,0.39166622625574565
TMEM245,0.3915217338250018
CTB-61M7.2,0.3914437130141474
TMEM119,0.3907305411924905
MMRN2,0.3905337357760273
SLC11A1,0.39052442587790287
SAMD11,0.3903986597688938
NFAM1,0.3903803238040467
NUCB1,0.3902589271854088
RNASE6,0.38994586967320705
PAPD4,0.38972278122187715
FUOM,0.389715078046515
TMEM256,0.38955926746180314
TRAPPC2P1,0.38909586462672074
ANGPTL5,0.3890833903845164
CEP68,0.3890075002262563
S100A3,0.3876430478590153
ZC2HC1A,0.38715085762707196
KRCC1,0.38684664014856845
PIANP,0.38676452572926356
FOLR2,0.3867028334036492
CNPY1,0.3866648623099346
MAPK15,0.3863362261700959
SNX29,0.3859980626847636
GAS2L3,0.3859356630373634
LZIC,0.385704452863423
MMP19,0.38562483385099916
BEST2,0.3845946709517482
ABHD3,0.3842418835353904
EMID1,0.38423507611819846
LRP3,0.3841665790956103
MDFI,0.38376943532582675
CPA4,0.3833547960435201
C22ORF39,0.38319255324791973
DYX1C1,0.38298306202040555
EMILIN1,0.3828651133195382
TOR4A,0.3821793050532638
LYRM5,0.38208443511912676
ZNF655,0.3819413455032227
RNF144B,0.3817543010737619
PBXIP1,0.3817276206500319
AFAP1L1,0.3814568542142589
CNRIP1,0.381146798264697
H1FX,0.38105738000121486
CD93,0.3807905506243131
PSAPL1,0.38070782415605414
ATP5EP2,0.38029270977506563
CD300LB,0.37981570239162354
SMIM14,0.3793372512218771
PLVAP,0.3791658735390298
CST6,0.3790637253812435
ISG20L2,0.3785392621645714
LUM,0.3784334703124983
MARCO,0.37829549242813904
FAM208A,0.3782248596711447
THUMPD3-AS1,0.3781002143675723
SPPL2A,0.3779384649982256
RAI14,0.37787811440356533
SLC50A1,0.37776472817613604
C15ORF57,0.37724773334408135
RP11-796E2.4,0.3769807829609103
ADAMDEC1,0.376937701720522
CH17-189H20.1,0.37668203128070954
CARHSP1,0.3766755086628073
CARD17,0.3760783041335494
SLCO2A1,0.3759218383888648
LINC00667,0.3758299083310156
FAM103A1,0.37574384929443116
WFDC1,0.37563870331282095
MS4A7,0.37508888826213865
RNASE4,0.37492958590546693
RDH14,0.3741622264151965
TMEM50B,0.37306283954015373
MUM1,0.37298687313136264
SLC25A36,0.37272143361754806
AIG1,0.37254467467217817
ZNF580,0.3722738061793079
PRG2,0.3715348387742129
DNASE2B,0.3706017281312063
RMDN1,0.37055663152176777
NPC2,0.37046793244612974
FAM118A,0.37042485476612674
RP11-356N1.2,0.3699456885835767
TMEM223,0.3697972307022428
SERPINB13,0.3696907129205721
VIL1,0.36939962698293255
WAC-AS1,0.3693477082715618
DES,0.3688567725274797
GPR108,0.36881751574048055
AC016831.7,0.3684993270634659
HAVCR1,0.3684262881246422
R3HDM2,0.36804908033944417
FAM210A,0.3674765657132488
RP11-488L18.10,0.36737286642282874
KMT2E-AS1,0.3673133230759211
SPARCL1,0.3665097899270054
SASH3,0.3658813024724439
C2ORF69,0.36504992741039266
LIMS2,0.3645831762556756
