Gene_Symbol,Score
KLHL28,0.08104303
ROPN1B,0.080952294
SLC25A51,0.08088935
ABHD18,0.08086928
TMEM161B,0.08084512
DNAH5,0.080597125
LINC00665,0.080443285
TMEM45B,0.08036692
ZNF595,0.08036353
TMEM217,0.08024488
TMEM236,0.080180265
ORAOV1,0.08009686
RP11-334C17.5,0.07994569
RNF180,0.07985882
ARMCX5,0.079653434
ADPGK-AS1,0.07949014
SNTN,0.079422265
RP4-605O3.4,0.07941769
DNAAF3,0.079412304
PLGLB1,0.07931207
ADAMTS9-AS2,0.07930076
TRANK1,0.07929002
KIRREL,0.079221375
PRRG3,0.07920766
RP11-285E9.6,0.07913128
LINC00475,0.07913117
ZNF587,0.079117164
ARRDC1-AS1,0.07906166
ZNF790,0.07904694
YBX2,0.0790241
ZSCAN26,0.07898413
PAGE5,0.078955546
HIST1H2BG,0.078950904
MYPOP,0.078936554
FAM26E,0.07893492
ZNF17,0.07891005
DDX43,0.078880124
C22ORF46,0.07877614
LINC00094,0.07869096
FOCAD,0.07866184
EGOT,0.078658655
ABLIM2,0.078648984
AC109642.1,0.0785542
JAKMIP2,0.07851087
ATAD3C,0.07844436
C5ORF38,0.078217715
RNF157,0.07809287
AC074117.10,0.07805554
ZNF765,0.07787974
FAM180A,0.07763984
GOLGA6L4,0.07748891
UNKL,0.07734059
RERGL,0.077261984
SLC6A17,0.07725332
AP000769.1,0.07721058
ABCC10,0.07718252
PKD2L2,0.0771824
LYPD5,0.077181
AC240274.1,0.0771573
ZSCAN5A,0.077073306
ZNF528,0.07689894
RNF183,0.07676737
PINLYP,0.07673826
LINC00987,0.07671453
C1QTNF4,0.07669855
GLB1L,0.07662343
XKRX,0.07613887
TTLL6,0.07610051
RBAK-RBAKDN,0.076088496
A2M-AS1,0.076082185
PPM1J,0.07605247
KCNK12,0.07604933
SCRN3,0.076026395
ZNF181,0.07585324
RP11-511P7.5,0.07584398
TP73-AS1,0.075827345
FAM57A,0.07581074
C4ORF36,0.07580118
TOX,0.075797655
MSANTD4,0.07573995
DTD2,0.07566769
TMEM92,0.07562101
RP11-421L21.3,0.07557982
B3GNT8,0.07557667
C11ORF63,0.07537551
ZNF236,0.075367026
LINC00937,0.075275734
DHFRL1,0.07520968
FAM3D,0.07511826
ANKS4B,0.074723594
SLC17A9,0.07435687
ZNF189,0.07435178
C4ORF46,0.07433833
ZNF761,0.07432286
PQLC2L,0.07431286
WDR78,0.07430844
EFTUD1,0.074246004
MYO7B,0.07420932
SPINK14,0.07410371
BSPRY,0.07401729
TOX2,0.07390045
ARHGAP23,0.07389009
TSSK3,0.0738544
KIAA1257,0.073693335
MSTO1,0.07366249
PRUNE,0.07353077
ADAM30,0.07351098
LGI4,0.07333599
ZNF777,0.073225416
TMEM136,0.073224686
EID2B,0.0730059
DNAH7,0.07294686
IGIP,0.07288667
HIST2H2AC,0.072486654
ZFP64,0.07242988
RP11-147L13.11,0.07242121
FAM221A,0.072312854
NECAB1,0.072308645
MIR210HG,0.0722929
NOTCH2NL,0.07216024
ZNF69,0.07212678
CEP170B,0.072038434
C22ORF29,0.07191746
TMEM110,0.071882114
CFAP61,0.071763515
BEND7,0.07157104
KIAA0125,0.07153644
METTL20,0.07142832
IRX2,0.07142452
CTBP1-AS2,0.07127757
MSANTD2,0.07122624
IZUMO4,0.071145
TMSB15A,0.07104259
UBXN10-AS1,0.07076864
XX-FW83563B9.5,0.07067241
OSER1-AS1,0.07065676
ELMOD1,0.07059024
ZP1,0.0704937
C14ORF93,0.07047249
GPR89B,0.07044139
CTD-3179P9.1,0.07042561
DLEU1,0.07034752
TMEM125,0.0703234
ZSCAN29,0.07024227
RP11-47L3.1,0.07018945
ARIH2OS,0.070133045
LRRN3,0.07005675
DIEXF,0.0700268
ZNF514,0.069974855
RAB44,0.06995672
CTXN2,0.06993803
ZNF582,0.06984595
KRTAP7-1,0.06983156
ZNF786,0.069830425
RP11-356J5.12,0.06973316
CD163L1,0.069713175
LDAH,0.069555745
LRRC37A2,0.06955125
C7ORF43,0.069368035
CCDC64B,0.06931776
FAM173B,0.069265686
ZNF45,0.069205366
ZNF785,0.06919423
ZNF600,0.06917337
RAMP2-AS1,0.06912404
XKR3,0.06910619
PRSS50,0.06909041
PYCARD-AS1,0.0690868
AC108488.4,0.06906237
TEX15,0.06898579
ZNF701,0.06897857
RP1-28O10.1,0.06893895
C15ORF52,0.068925604
RP4-665J23.1,0.068913415
RP11-192H23.6,0.06890113
VMAC,0.06884815
GPR176,0.06883597
RRH,0.068818465
HIST1H2BC,0.06880975
JHDM1D-AS1,0.06877665
MDM1,0.06874573
GPR20,0.068719424
ZNF586,0.068663456
TMTC2,0.068610914
ZC3H10,0.068534985
ZBTB26,0.06845099
REP15,0.0684224
LINC01410,0.06840971
SAGE1,0.06838497
LRRC4,0.06829818
BEND5,0.06821412
RP11-400F19.6,0.068188235
AGBL5,0.06810882
C9ORF9,0.06808851
GAS6-AS1,0.06802802
RP11-803D5.4,0.06802137
ZNF71,0.067926556
FAM129C,0.06777314
AC009403.2,0.06776359
WBSCR27,0.06770298
KIAA1755,0.06769886
ZNF529,0.06767223
PCNXL2,0.06764854
ZNF200,0.067620754
ZNF248,0.06760611
RP4-728D4.2,0.06752439
CTD-2186M15.3,0.06748297
RASL11A,0.06745273
RP5-832C2.5,0.067438945
C9ORF85,0.06742995
CYP4B1,0.0674054
LINC00324,0.06716259
NPIPB15,0.067157365
TTC9,0.067110494
C1ORF233,0.06709482
ZNF781,0.067031786
AL928768.3,0.066878706
FAM63A,0.066845015
ZNF487,0.06677644
ADAM21,0.06672547
VSIG10L,0.06665562
RP11-24F11.2,0.066596225
AC023590.1,0.06656338
AC004540.5,0.06648254
C1ORF64,0.06646278
RP13-143G15.4,0.06641526
LRRC61,0.06639769
FAM117A,0.06632607
FAM216A,0.06632077
RASEF,0.06629555
RP11-644F5.11,0.06625011
TTC39A,0.06624712
AC009133.12,0.066170655
RP11-1017G21.5,0.066165574
LINC00672,0.06612493
HHIP-AS1,0.066107854
ELMOD3,0.06608461
RP11-18H21.1,0.0660735
MAN1B1-AS1,0.06603558
AC004381.6,0.066002205
FAM200A,0.065995045
TMEM144,0.06583627
KRT4,0.065826446
ZNF836,0.065792024
LRRC31,0.06575817
RP11-255M2.3,0.065723285
KLK12,0.06567125
TLDC1,0.06563707
ZNF440,0.06561709
LRRN4,0.06556994
NBPF11,0.06555258
ADAMTS15,0.065385826
EXOC3-AS1,0.06536743
ZNF34,0.065293774
ERMP1,0.06528537
RP11-212I21.4,0.06526224
ALOX12-AS1,0.06520049
TRABD2A,0.065200366
HIST1H1E,0.06519509
RP11-544A12.8,0.06518416
SIPA1L3,0.06507383
ZBTB37,0.0648854
LINC00839,0.06487126
SOHLH1,0.06480919
GS1-124K5.4,0.064751424
LBX2-AS1,0.064706735
TMEM163,0.064652294
TTC13,0.06464772
ASB16-AS1,0.06462227
SNHG21,0.06440981
SMIM5,0.064399794
RP1-39G22.7,0.064349994
ZMYM1,0.06432271
C6ORF141,0.06430691
HIST1H2BN,0.06423186
ZNF623,0.06422634
ZNF582-AS1,0.06420765
CFAP69,0.06412469
LINC00694,0.063932166
AC093627.10,0.0637442
LINC00176,0.06374182
AATBC,0.06367557
C2ORF81,0.06350189
RP11-141B14.1,0.06342934
YPEL1,0.06341873
PRR19,0.06341019
ZNF605,0.06340245
OSGIN1,0.063363396
ZBTB41,0.063331485
A1BG-AS1,0.06329484
SDK1,0.06326449
TMEM246,0.06326084
RP11-332H14.2,0.06321184
CHRNB1,0.06316445
SGK494,0.06302841
ZNF275,0.06297982
CARF,0.06293367
PAX1,0.0628754
TRIM35,0.06281535
ZNF736,0.06280507
KLHDC9,0.062772654
RFPL4B,0.06274276
PRICKLE2-AS1,0.06269907
SIMC1,0.06266954
CBWD3,0.062573716
FAM73B,0.062404435
ZNF439,0.062245943
ZNF429,0.062194277
CCDC153,0.062181223
LL22NC03-86G7.1,0.062170617
HEPACAM,0.062132847
RP11-327P2.5,0.06200711
CBLN4,0.061981875
RP11-802E16.3,0.061946385
MTSS1L,0.06186428
THAP7-AS1,0.0617267
RP11-345P4.9,0.061689932
RP4-621F18.2,0.06154712
RP11-1399P15.1,0.061537802
CFAP206,0.0614947
ZNF225,0.061397683
EPT1,0.06137074
TESK2,0.06128071
ZNF675,0.06127554
CTD-2017F17.2,0.061254423
PSMG3-AS1,0.061251234
TMEM200A,0.06117761
AC004988.1,0.061141837
GPR162,0.06109652
HSF2BP,0.06108158
FGF14-AS2,0.061001815
RP13-188A5.1,0.060982257
ABHD11-AS1,0.06096382
AFAP1L2,0.0608264
WDR66,0.06078873
PP7080,0.060724605
ZNF568,0.060716815
CTD-2371O3.3,0.060614932
CFAP43,0.060577255
KIAA1324L,0.06057086
RP11-195F19.5,0.060513973
SLC22A23,0.060474765
MZF1-AS1,0.060453273
C6ORF25,0.060435437
ZNF776,0.060376644
NATD1,0.060339727
NEK11,0.060196646
GIN1,0.060140926
C17ORF107,0.060119532
RP11-708J19.1,0.060108513
CCDC114,0.060107194
CASC1,0.0601039
RP11-977G19.11,0.06006812
TMEM121,0.06003117
SLC16A14,0.060015637
CCDC77,0.059996527
IGFLR1,0.059979152
CCNJL,0.05991613
CTXN1,0.059898995
IFFO2,0.059859682
VILL,0.059828125
KRT75,0.05981506
C14ORF37,0.059813976
FAM122C,0.059779275
ZNF669,0.05976695
RP11-115C21.2,0.05975432
PGM5-AS1,0.05966664
ZNF35,0.059652597
TMCO2,0.059645254
SMPDL3B,0.059628505
ZNF573,0.059534978
NBPF9,0.059517644
ZBED6CL,0.05946035
MINCR,0.05943836
ZNF792,0.059385687
BBOF1,0.059328925
RP5-894A10.2,0.059321653
LINC00339,0.059217714
ZNF85,0.059210837
TERC,0.059200734
SWT1,0.05913084
ZNF574,0.059100408
EXO5,0.058994114
LINC01560,0.05899033
RP11-10L12.4,0.058942348
NBPF10,0.05886812
TDRD10,0.058867395
NUAK2,0.058863074
JRKL,0.05880799
KLHDC7B,0.058807738
LINC00511,0.058736026
AL132709.8,0.05870823
BCO2,0.058654875
DEFB124,0.058652908
ZNF700,0.05861833
GRHL1,0.058604598
AC113189.5,0.058582652
C11ORF45,0.058570057
DOPEY1,0.058568478
RP4-575N6.4,0.058551442
ZEB1-AS1,0.05851989
SERPINI2,0.05850088
ARMC4,0.058441013
IGSF22,0.058420707
ZNF691,0.058362555
ZNF48,0.058286034
ZFP82,0.058187973
AC069363.1,0.058174193
EPHX4,0.058163494
C1ORF159,0.058142804
LDLRAD1,0.05813427
ARL10,0.058102302
RP11-25K19.1,0.058062404
AC091729.9,0.058057945
LYSMD4,0.058035187
LINC01353,0.05785986
TRGV5,0.05784238
AP001372.2,0.057772446
RP1-198K11.5,0.057757042
LRRIQ3,0.0577493
KHDC1,0.057743274
ZBED3-AS1,0.05755489
RP4-673M15.1,0.057540428
LRRC29,0.057405584
ZNF354B,0.0573167
PRR15,0.057313435
PRR11,0.05725786
ZNF684,0.057088457
SEPSECS-AS1,0.05707152
RP11-20G13.3,0.05704198
TMEM184A,0.05699711
RP11-212P7.2,0.056955576
SH3D21,0.056951188
RP5-887A10.1,0.05684517
ZNF70,0.056711167
HIST1H4H,0.056668818
CPNE5,0.056637954
RP5-1172A22.1,0.05660043
ZNF100,0.056582153
RP11-47A8.5,0.056574605
AC079305.10,0.056508534
LSMEM1,0.056495555
SPATA17,0.056403976
ZBTB34,0.056274008
LINC01550,0.056218404
CCDC191,0.056191515
DNAH8,0.056152683
PRRT3,0.05613973
ZNF337,0.056136727
ZNF628,0.056111258
ARHGAP42,0.05610924
LRRC15,0.056052994
XAGE2,0.055972356
FAM13A-AS1,0.055945627
LINC01023,0.055832855
YTHDF3-AS1,0.05577433
C10ORF88,0.05577135
STPG1,0.05571103
PCDHB14,0.055698067
SLC35E4,0.0556506
ZNF646,0.055604655
SHF,0.05558887
CTC-425F1.4,0.05551114
CCDC7,0.055439718
RP11-539L10.3,0.055437386
NFXL1,0.05542468
XXBAC-BPG252P9.10,0.055409424
TBC1D30,0.05536182
LINC00968,0.055340648
OVOL2,0.055215806
GIPC3,0.05521419
EPHA1-AS1,0.05520732
ZBBX,0.05520457
PGBD2,0.055159353
CCDC142,0.05514138
LINC00893,0.05511868
RP11-474G23.3,0.0550871
CTD-2006K23.1,0.05506473
LINC00623,0.055056036
KIAA1524,0.05499959
MFI2,0.05497223
AGBL4,0.05494377
HHLA1,0.054941427
FAM171B,0.05488214
MAPKBP1,0.05481143
KIAA1456,0.05476424
LINC00607,0.054742545
TRAM2-AS1,0.05474006
ZNF615,0.05457012
FSD1L,0.054513782
ZNF552,0.054506015
S100Z,0.05444324
DNAH2,0.054440152
C19ORF57,0.054423027
PDCD4-AS1,0.05434854
RWDD2A,0.054295402
AC079922.3,0.054266
RP11-412D9.4,0.054263346
ZNF566,0.054243576
RP11-283G6.4,0.05418688
ADAM20,0.054179747
SYT15,0.05417183
LINC00294,0.05412806
DHRS13,0.054104995
PCDHGA7,0.054033607
C10ORF25,0.054027416
THAP8,0.05402118
ZNF575,0.05401788
AC064834.3,0.053976793
TMEM241,0.05395165
ZNF697,0.053903818
RP4-647C14.2,0.053874753
FAM65C,0.053871788
CCDC178,0.05385992
AC002467.7,0.05382157
ZNF829,0.053786416
SPINK8,0.053773265
RP11-286H15.1,0.05373192
PAQR4,0.053727806
ZNF714,0.053719603
ZNF808,0.053710926
PROM2,0.053681683
FAM180B,0.053655915
PROSER2,0.05362504
AMZ1,0.0535812
C1RL-AS1,0.053572904
CTB-171A8.1,0.053553395
C10ORF35,0.053532362
PRDM5,0.053492278
PXN-AS1,0.053426437
STOX2,0.05336827
PVRL1,0.053337865
PIK3CD-AS2,0.053250633
ZNF613,0.05323965
ANKMY1,0.05322255
KLHL35,0.053212088
SLC25A21-AS1,0.05321147
SLC44A3,0.053106535
FRMD6-AS1,0.053051155
C2ORF42,0.053040665
DLGAP1-AS2,0.05291899
CTC-444N24.8,0.05291727
SCAMP5,0.05287965
RP3-394A18.1,0.052814513
HID1-AS1,0.05280443
CTD-2017D11.1,0.052746188
CTA-14H9.5,0.05272015
RP11-125O18.1,0.052701563
RP11-81H14.2,0.052660834
CTB-31O20.2,0.05265181
CCDC24,0.05262796
AP006621.5,0.05259969
PLPP7,0.05257576
PCDHB12,0.052550666
CTD-3131K8.2,0.05248162
LRRIQ4,0.052469693
DNAJC3-AS1,0.052426316
SNHG10,0.052422207
CTB-113I20.2,0.05228988
AC131056.3,0.05224272
HDX,0.052217614
ZNF708,0.052213512
RP11-49I11.1,0.05221234
C1ORF106,0.05221045
LINC01137,0.052187443
RBMS3-AS3,0.052130442
RP11-111M22.3,0.052119337
ZNF584,0.052114267
EFCAB13,0.052112956
AC006129.2,0.05210594
THAP10,0.05209431
ST20-AS1,0.05209413
RP11-10C24.3,0.052088935
LINC00649,0.052085392
RP5-827C21.4,0.05208527
DPEP1,0.052058894
ANKRD33B,0.05198927
LINC00528,0.05197864
RP11-84C10.2,0.051902544
MAFG-AS1,0.051891893
FAM24B,0.05183649
LINC00863,0.05181536
WISP1,0.051801942
FUT10,0.051749982
RP11-158I9.8,0.05171881
AC116035.1,0.051644843
UBA6-AS1,0.051629238
RP11-70C1.1,0.051629227
RP11-88E10.5,0.051626105
LINC00680,0.051624723
ATRNL1,0.051605165
ZNF432,0.051598597
CTD-2313J17.6,0.05158136
AP000692.10,0.051580288
AC018816.3,0.051499426
RP13-1032I1.7,0.051489998
CSRP2BP,0.0514812
AZIN1-AS1,0.051474333
XXBAC-BPGBPG55C20.2,0.05144955
ZFP30,0.051438224
CTC-534A2.2,0.05143072
PCDHGB5,0.05141942
RP4-591C20.9,0.051340483
RP1-267D11.6,0.05121217
B4GALT1-AS1,0.051180195
CTD-2287O16.5,0.051134437
NFIA-AS2,0.05104382
RNF150,0.051025707
ZNF789,0.050995756
ARHGAP5-AS1,0.050930433
NAPA-AS1,0.0509197
CRIPAK,0.05091406
ZNF503-AS2,0.050912768
NCCRP1,0.050905317
RP11-298J20.3,0.050851863
ZNF585A,0.05084776
ZNF526,0.05081866
RP11-362F19.1,0.05081852
C9ORF24,0.0508051
PCDHA12,0.050789855
PLEKHB1,0.050777286
NOP14-AS1,0.050767075
LINC01001,0.05067239
L3MBTL4,0.050583024
CCDC113,0.050566934
CLCN4,0.050553285
GOLGA6L10,0.050552405
TMEM220-AS1,0.050542377
DNAH17,0.050501794
ZNF107,0.050474424
ERICH6-AS1,0.05040289
CTC-479C5.12,0.050364643
ZNF558,0.050331403
ACTRT3,0.05013165
C17ORF82,0.05009036
RP5-1159O4.1,0.050079126
FLJ27354,0.05005017
TMEM145,0.050041426
RP11-798G7.6,0.050034523
ADAMTS16,0.0500234
RP11-262H14.4,0.049990833
AGAP6,0.049946208
PYCRL,0.049886353
DCLK2,0.049854405
CES4A,0.0498411
C17ORF96,0.04983487
GPRC5B,0.049825184
RP11-262H14.3,0.0498073
SLC25A35,0.049760792
AC061992.2,0.04972856
ZNF461,0.049720876
RP11-631N16.2,0.04969541
RP1-197B17.3,0.04966764
SRP14-AS1,0.049637925
LCN6,0.049482524
AGAP4,0.049443524
RP11-437B10.1,0.04943182
RP5-821D11.7,0.0494003
RP11-73G16.2,0.04937674
RP11-434H6.6,0.04937151
RP11-218M22.1,0.04935207
TMEM35,0.049348757
TMEM158,0.049311228
FN3K,0.049276914
TIGD6,0.0492448
AC062017.1,0.049220424
LINC01426,0.049208853
FLVCR1-AS1,0.0491981
PWAR6,0.049193837
SPRY4-IT1,0.04917695
RP3-512B11.3,0.049165517
CCDC144NL-AS1,0.049153633
ENTPD1-AS1,0.04914283
LINC01070,0.049098972
CDKL3,0.049069278
DENND5B,0.049025692
CADM3-AS1,0.049024165
CDKL2,0.04895153
C19ORF47,0.0489272
PRTG,0.048911832
CEACAM3,0.048870366
RP11-4B16.4,0.048860304
FBXO48,0.04885734
RP11-285F7.2,0.048844006
IGFL2,0.048836295
RP11-114F3.4,0.048760854
RP11-480C22.1,0.048744507
PPP5D1,0.048729848
C21ORF58,0.048697956
MORC2-AS1,0.048668664
HMCN2,0.04865232
TGFBR3L,0.048651516
DCST1,0.0486492
SLC22A15,0.04861605
TCEB3-AS1,0.048597477
YPEL4,0.048596136
C19ORF44,0.048593737
PAXIP1-AS2,0.04857988
LINC00921,0.04852084
LRRC34,0.048479814
FAM124A,0.04835665
STARD4-AS1,0.048324663
PTPRD-AS1,0.048209764
RP11-379H18.1,0.04818328
RP11-67L2.2,0.048116498
LINC00504,0.048114527
LINC01088,0.0480972
AC022182.3,0.048040252
DFNB31,0.048035253
RP1-40E16.12,0.048031334
RP11-66N24.3,0.04801767
SIRPB2,0.048005477
RP4-639F20.1,0.047922213
LINC01436,0.0479125
ZNF778,0.047880054
RP11-499E18.1,0.047879092
WBSCR17,0.047878362
RP4-737E23.2,0.04787419
RP11-809O17.1,0.047854252
CCDC64,0.04785026
ZNF891,0.047734488
ZNF507,0.047725637
TMEM38A,0.04771044
CLDND2,0.047668222
RP11-127B20.3,0.047599554
RP11-809N8.4,0.04753171
RP1-43E13.2,0.047499232
ZNF519,0.047490235
KLHL26,0.04748802
ZNF180,0.0474309
RTKN2,0.04739354
SMCO3,0.04736526
LY6G6C,0.04729469
FAM227B,0.047269337
LINC00426,0.04717626
WFDC3,0.047149565
LRP5L,0.047120914
RP3-340N1.2,0.047097214
TIPARP-AS1,0.047084548
LINC00239,0.047078706
RP11-629O1.2,0.047076143
CTA-204B4.2,0.04704333
RADIL,0.047008626
AC004069.2,0.04698419
RP11-394O4.5,0.046971925
ZNF585B,0.046928126
AC100830.3,0.04691726
RP11-379F4.4,0.04690953
RP11-448A19.1,0.046848167
VCX3B,0.04683534
C1ORF210,0.046785768
C11ORF84,0.046782367
MIATNB,0.046780746
RP11-902B17.1,0.046756618
ZNF184,0.046699345
TMEM266,0.046687078
LINC00954,0.046681467
ZNF793,0.04666253
RP11-291B21.2,0.046634663
LINC01315,0.046628583
RP11-536O18.1,0.046593774
ANKRD16,0.046588954
LINC00520,0.046554744
LINC00342,0.046497725
TRIM68,0.04649541
FAM151B,0.04642134
HAGLR,0.04640889
FAM27C,0.046406515
RP11-66N11.8,0.046357207
GLTSCR1,0.046339743
ZNF816,0.046274073
C5ORF63,0.046265878
SERAC1,0.046246383
AARSD1,0.04618407
ZNF341-AS1,0.04617592
ZNF616,0.046172135
RP5-1187M17.10,0.046160646
RP11-452C13.1,0.04612785
WFDC10B,0.04612613
ZSCAN16,0.046123825
RP11-95D17.1,0.04604765
LINC00309,0.04599868
LIFR-AS1,0.04598718
IGLV6-57,0.045969896
RP3-325F22.5,0.045917768
TVP23C-CDRT4,0.045916937
ANGPTL7,0.04591595
C9ORF40,0.045908958
LINC01473,0.04590855
SGOL1,0.04588843
TTLL7,0.04584264
GS1-124K5.11,0.045835488
XXBAC-BPG181B23.7,0.045822717
RP11-635N19.1,0.045799743
RP11-259K15.2,0.045762032
AC096772.6,0.045725845
ZBTB11-AS1,0.045628615
GOLGA8N,0.045558013
CCDC85A,0.045499973
RP11-879F14.2,0.04549854
TLDC2,0.045489676
ZNF416,0.04547991
C17ORF51,0.045467146
LINC01480,0.04544743
ZMIZ1-AS1,0.045445655
NRAV,0.04542279
C11ORF70,0.045404963
LACE1,0.045390733
ZNF570,0.045372285
AQP4,0.04535874
ZNF563,0.045302916
CTB-193M12.5,0.04524971
CTD-2516F10.2,0.045243938
RP1-239B22.5,0.0452331
RP11-258C19.7,0.04522494
IGLC7,0.045224797
RP11-147L13.2,0.045222633
CCDC42,0.04516671
RP11-500C11.3,0.045131445
OPRL1,0.045080893
PCDHB6,0.045061238
TMED6,0.04502416
RP11-597D13.9,0.04501019
LINC00960,0.04500838
TMEM229B,0.044966366
PCAT6,0.044946037
RP11-175K6.1,0.04490496
RBPMS-AS1,0.044886358
LINC01558,0.04482033
RP5-908M14.9,0.044784304
LCN8,0.04477959
FAM41C,0.04467902
ZNF436-AS1,0.04467843
TMEM191C,0.044666804
RP11-214O1.3,0.04465618
NBPF15,0.044569105
USP54,0.04454904
POMZP3,0.044541046
C14ORF79,0.044535317
ZNF788,0.04453101
ZNF780B,0.04450429
C8ORF44,0.044477716
TMC7,0.044471286
RP11-686O6.2,0.044436265
ZNF674-AS1,0.04442946
KRTAP4-12,0.044419058
RP11-404O13.5,0.044399798
COLCA1,0.044376876
FLJ31104,0.04430965
ZSCAN31,0.044280123
LKAAEAR1,0.044252146
SYDE2,0.044245668
FAM83H-AS1,0.044231888
ZNF839,0.04420898
LRRIQ1,0.044176478
HIST1H4E,0.044171374
RP11-554J4.1,0.044154935
RP11-134L10.1,0.044136908
IGKV1-12,0.044107676
RP11-89K11.1,0.04410223
WDR49,0.044042148
HIST1H2AE,0.044017028
RP11-582E3.6,0.04399853
RP1-142L7.8,0.043994877
CCDC38,0.043987427
RP11-396F22.1,0.043983378
ZNF678,0.04397471
LINC01207,0.043974582
LINC00526,0.04396353
RP11-468E2.5,0.043944914
U73166.2,0.043941576
ZNF614,0.043939427
H3F3C,0.043927778
CTD-2095E4.5,0.04392429
FAM229A,0.043916605
VEPH1,0.043911934
LINC00472,0.043871514
ZNF546,0.043865696
LINC01358,0.04381729
ZNF812P,0.043807894
AC092484.1,0.043769643
RP11-420L9.5,0.043765534
RP3-402G11.25,0.043761484
RP3-525N10.2,0.043746762
PTGES3L,0.0437453
PPIL6,0.043734305
RP11-379B8.1,0.043732543
RP11-347C12.10,0.04371805
ZNF790-AS1,0.043712653
RP11-664D1.1,0.043711253
RP5-1136G13.2,0.043709006
ZNF813,0.04368014
AC017002.1,0.043666683
AC004156.3,0.043644086
SGMS1-AS1,0.043557577
IRAK1BP1,0.043520253
SLFN12L,0.04351672
MBLAC2,0.043492056
C22ORF15,0.0434704
AC074289.1,0.043461025
TMEM221,0.04344975
ZSCAN25,0.043438457
LINC00865,0.043392554
RP5-1065J22.8,0.04339245
AP003774.6,0.043304082
C8ORF88,0.043274503
MIR762HG,0.04323901
RP11-350G8.5,0.04323548
RP11-522B15.3,0.043234807
TCP10L2,0.04322762
TIGD5,0.043222845
ZNF571,0.043217964
RP11-290L1.2,0.043204065
AP001258.4,0.043201
ZNF419,0.04320053
ZBTB42,0.043197718
TMEM44-AS1,0.043187134
NEMP2,0.043173905
RP3-369A17.4,0.043151505
RP11-175O19.4,0.04314766
C9ORF47,0.043146662
CHRM3-AS2,0.043120664
COL4A2-AS2,0.043112077
RP11-488C13.5,0.043105744
AC002331.1,0.043095127
MMP25-AS1,0.04308756
RP11-693J15.5,0.043083142
SLC16A11,0.04306658
LINC01011,0.04305064
ZNF624,0.04304408
NT5DC3,0.04304287
SLITRK4,0.043041144
RP11-16E12.2,0.04296848
ZNF211,0.042953495
RP11-479G22.8,0.042949
TMTC4,0.04294757
PRR35,0.042914163
ZNF471,0.042847034
ZNF707,0.042835426
AP000438.2,0.042820174
CTD-2012K14.8,0.04281986
CITF22-92A6.1,0.042802203
NKILA,0.042776685
RP11-119B16.2,0.042747606
RP13-638C3.4,0.042745315
AC079630.4,0.04274131
LPP-AS2,0.042728353
AC145124.2,0.04271581
RP11-1114A5.4,0.042699657
CPNE7,0.04269509
SEC14L2,0.04268593
RP11-817O13.8,0.042663187
CKMT2-AS1,0.042657916
ZNF627,0.042643618
TYW1B,0.04262772
PSMD6-AS2,0.042625546
LMO7-AS1,0.042610563
SYCP2L,0.04258605
PKHD1L1,0.042582527
CAHM,0.042580117
RP11-196G11.6,0.042532466
C22ORF34,0.042529713
ZNF283,0.04252288
LINC01615,0.042502835
PCDHGA6,0.042501483
ZNF775,0.04249713
ZNF682,0.04249038
RIPPLY3,0.04248256
CPXCR1,0.04247539
ZNF175,0.042439394
SLITRK6,0.042419888
AC007405.6,0.0423814
RP11-89C3.4,0.042348806
PCP4L1,0.042283732
FGFBP3,0.0422768
RP3-508I15.14,0.04227038
NDUFV2-AS1,0.042238824
RP11-156E8.1,0.042222746
AC062029.1,0.042222492
GPR27,0.042212974
HIST1H1D,0.04221141
RP4-568C11.4,0.04220904
HIST2H2BF,0.042178147
CHKB-AS1,0.042173035
RP11-486I11.2,0.04208936
TMEM255A,0.04207716
TMEM117,0.042075887
RP3-508I15.21,0.04203399
SPESP1,0.042029645
RP11-680F20.6,0.042015158
RP11-733O18.1,0.042001776
RP11-783K16.5,0.041987397
ZNF665,0.041986477
ZXDB,0.041982472
FAM134B,0.04195383
FAM101A,0.041947193
BZRAP1,0.04194481
SERHL2,0.041911274
RP1-302G2.5,0.041898888
LGALS12,0.041887153
FAM95B1,0.041869547
RP11-206L10.9,0.041849773
PROSER3,0.041810192
RP11-345J4.5,0.041802812
RP11-379F4.7,0.041767888
RP11-425D10.10,0.04175031
MICALCL,0.04170871
LRRC20,0.041697495
TEX41,0.041655023
RP11-386G11.5,0.041650105
GATA6-AS1,0.041630134
LCN10,0.041615553
CTC-459F4.3,0.041603155
BRICD5,0.041582167
ZFP28,0.04156971
AC144652.1,0.04155795
SIDT1-AS1,0.041557193
AC013264.2,0.0415302
RP5-1042K10.10,0.041527443
ZNF799,0.041469015
FAM149A,0.04146245
CTC-499B15.5,0.041443937
ZNF784,0.041407686
SLC16A12,0.041367702
RP11-334C17.6,0.041348137
CTD-2538C1.2,0.041325152
BOLA3-AS1,0.041317444
RP11-517P14.2,0.04127548
RP11-476B1.1,0.04126969
ZNF442,0.041261554
CCDC144A,0.04125547
LINC00908,0.04123914
RP11-369K17.1,0.041188087
LOH12CR2,0.04115263
TRAF3IP2-AS1,0.041135944
ZNF883,0.041129604
LINC00924,0.041127063
ZNF234,0.04110563
TPRG1-AS1,0.04108892
RP11-296O14.3,0.041040473
RP11-658F2.8,0.041033886
RP11-545I5.3,0.041033182
