Gene_Symbol,Score
KIAA1217,0.5743617
GAST,0.5743152
RAB17,0.57430136
AQP11,0.5742453
FAM32A,0.5741937
PACS1,0.57415456
STK11,0.5741141
GUK1,0.5740657
RNF14,0.5740213
PRELID1,0.57399094
TSPAN12,0.57395244
PLA2G4F,0.5739222
LRG1,0.5739139
TNFRSF21,0.57387817
CCZ1,0.5738354
RASGEF1A,0.57381296
ARFGAP2,0.5737219
GNG8,0.5737198
DAPP1,0.57369363
CTTNBP2,0.57365
EIF4EBP2,0.5736407
PIP4K2B,0.57363373
TFPT,0.5736294
RP2,0.5735467
ADGRD1,0.5735268
KDELR2,0.5735208
ARRDC1,0.5734973
SIAH1,0.573477
ARHGEF26,0.5734753
AIFM2,0.57339966
SH2D4A,0.57337296
RAB12,0.5732933
CASQ1,0.57328385
PAX8,0.57326627
FCHSD2,0.5732034
HAPLN4,0.57319754
KCNMB2,0.5731503
SLC19A3,0.57311696
AKAP1,0.5730713
BORCS6,0.57305014
EIF2AK4,0.57303685
ZFPM2,0.5730278
NMB,0.57297456
XYLT2,0.57293093
PIK3IP1,0.5729125
CECR2,0.5728164
TRAIP,0.5727928
TMEM9,0.5727494
RDH10,0.5726979
ST3GAL2,0.57268286
RTN4RL2,0.5726826
ELAVL2,0.5725524
PARD6B,0.57253504
UBE2R2,0.5725068
WDFY1,0.57246095
DCTD,0.5724587
NXT1,0.5723616
AKR1A1,0.5723453
USP21,0.5723448
SYTL4,0.57232976
FAM3B,0.5723253
HIPK4,0.5723109
RTN2,0.5722886
TTLL10,0.5722525
ZCCHC7,0.57211846
ADPRM,0.5721169
CYP2A7,0.57205546
DESI2,0.57196677
ANKS3,0.57195616
COIL,0.5718826
MEI4,0.5718122
SULT1A4,0.57174146
ZBTB18,0.5717363
ANKRD1,0.5717278
SHANK2,0.5716733
CACNG8,0.5716731
TMX4,0.57162106
MEIS1,0.57153326
RAB2A,0.571517
ATG2A,0.5714857
CAGE1,0.57143533
FBXO24,0.57142675
SLN,0.5713934
AASS,0.57138264
LRRC59,0.5713819
KLHL3,0.57137257
TIMM8A,0.5713483
GGA3,0.5713377
ADIPOR1,0.5713128
TCOF1,0.57128155
TMEM2,0.5712573
GTF2IRD1,0.5712412
AQP3,0.57124114
CTNNA2,0.57113415
CELF2,0.5711216
NDUFAF5,0.57107365
TYRO3,0.57106847
LRRC40,0.5710105
CLGN,0.57100403
NOCT,0.5710027
CISD2,0.570959
MAMDC2,0.5709554
TMEM183A,0.5709361
EPB41L2,0.57090485
NHSL2,0.5708071
CDK11B,0.5706865
ACAD8,0.57062167
ERP29,0.5705055
OTOF,0.57048774
SEC11C,0.5704774
ACSL5,0.57046854
LUC7L3,0.57045764
NKX2-3,0.5704443
PDE8B,0.5704328
PKN1,0.57026243
SYAP1,0.5702579
PNN,0.57018644
RASSF6,0.5701472
SLX1B,0.5701147
ANKRD50,0.57011116
STARD4,0.57006305
FLYWCH2,0.5700578
FEZ2,0.5700514
CEPT1,0.5700502
SH3GLB1,0.5700041
ARL4D,0.57000273
ELL,0.5699287
SIRT2,0.56992865
NUFIP2,0.5699128
CAMLG,0.5699061
UBE2F,0.5698966
LHX4,0.56988543
KANK1,0.5698358
ARHGEF25,0.5697398
NEK1,0.56971055
NME4,0.56962985
ING3,0.56961894
ZNF230,0.56958604
SHKBP1,0.56954926
IGBP1,0.5695414
N4BP3,0.5695404
KIAA1522,0.5695321
CELSR1,0.5695278
RIMS2,0.569471
ST5,0.56941116
ZNF521,0.5693545
SYP,0.5692705
TMED1,0.5692567
WDR34,0.5692372
SPRR2B,0.5691699
CAMKMT,0.56916916
ANKRD29,0.56906074
SAR1A,0.5690337
VPS37A,0.56901455
WDR24,0.56901157
HSD17B6,0.56896883
PTN,0.56894106
SEC62,0.5688802
TMEM106A,0.568837
F2RL2,0.5687901
VPS18,0.56875217
ETNK2,0.5687192
SHC4,0.5686708
DEPTOR,0.5686588
FAM192A,0.5684992
NT5C3B,0.56848
STON2,0.5684773
FOXP2,0.56843746
PNLIPRP1,0.56841445
PER1,0.56826353
ORAI1,0.5682552
RBM23,0.56814945
TLE2,0.568112
LRCH4,0.5680789
UBQLN4,0.5680722
UBAC2,0.5680469
MGAT5B,0.5679949
ELOVL2,0.5679797
FUBP1,0.56794083
RDH16,0.5679326
SYT9,0.56792676
CACNB4,0.5679244
PNPLA3,0.5679213
GLOD4,0.5678848
PRPSAP1,0.56780076
NMT2,0.5677567
HNRNPA3,0.56774175
MACC1,0.56767416
CPLX4,0.5676405
RIPPLY1,0.5675815
THAP2,0.5675056
IPCEF1,0.5674673
CHSY1,0.5674175
CLK1,0.56738055
SPATA2,0.5673595
GRP,0.5673353
UBQLNL,0.5673293
KIAA0355,0.5673176
TLE1,0.56730163
AP4E1,0.56729215
TCEAL4,0.56727034
HPS6,0.56720376
AKR1C2,0.5671805
NEU3,0.5671798
KLF6,0.56711
GGTLC3,0.56706774
CCDC68,0.5670558
KDELC2,0.5670314
PITX2,0.56700677
TIAM1,0.5669493
RNF11,0.5669382
NME1,0.5669219
YIF1A,0.56689
INHA,0.5668549
TCEAL3,0.5667387
C1D,0.56672096
UPF2,0.56665576
PMPCA,0.566609
ATP2B3,0.56658894
RCOR2,0.5665366
SMPD1,0.5664331
STXBP1,0.56643003
ITPKC,0.5664295
GRIA4,0.5663777
RFX5,0.56630266
PDCL2,0.5662503
HECW2,0.56620884
NANOS1,0.5661964
AMDHD2,0.5661761
ZC3H13,0.56610024
PIK3C2B,0.56599927
FXYD2,0.5659731
PIN1,0.565941
RAB21,0.5658329
ATXN2,0.56570095
MBOAT1,0.56567085
NFYB,0.5656622
CYB5A,0.56566066
RND2,0.56553113
MICAL1,0.5654991
RGL3,0.56544334
KLHL13,0.565406
LIMA1,0.5654038
SH3GL1,0.56540036
KRT14,0.56539595
HTR1E,0.56534654
YTHDC1,0.56531274
EAF2,0.56530935
CSDE1,0.56526756
EMC10,0.565261
YTHDF2,0.5652063
ARHGAP44,0.5651582
TM6SF1,0.56512356
VPS33B,0.5651063
CREB3,0.56506526
GXYLT2,0.5649755
ITPRIP,0.5649628
GPR35,0.5648302
TES,0.5648111
FANCA,0.5647528
GPHN,0.56471497
COQ6,0.56467676
PTCRA,0.5646737
KCNQ5,0.56464803
PDZK1,0.56458956
LOXHD1,0.5645518
PNLDC1,0.5645259
RDH13,0.56451374
ALDH1L2,0.5644374
TP53I13,0.5644261
OXNAD1,0.5644085
VPS37C,0.5643827
COPE,0.56434333
C14ORF142,0.5642948
SH3TC2,0.5642827
ZSCAN20,0.5641726
POLDIP2,0.5641324
ATG9A,0.56403136
MTX3,0.56401074
TNS4,0.56400436
CAMK2G,0.5639582
KCNAB1,0.56394124
ARHGAP20,0.56394
TMEM126A,0.56391555
DCAF17,0.5638841
DNMBP,0.5638609
SERPINA6,0.56383955
TOMM40L,0.5638362
AQP10,0.5638203
NAP1L1,0.5638019
HM13,0.5637188
TMCO3,0.56371784
HLX,0.5637008
MIP,0.5636927
HYOU1,0.563639
LHX2,0.5635447
TBX1,0.56351066
APIP,0.5634998
FGD6,0.563455
PFN2,0.5633824
TMEM127,0.5633807
RBL1,0.5633458
GLRX2,0.5633391
HECW1,0.56330204
NLRP2,0.5632547
TRIO,0.5632471
HIPK2,0.5632369
CD58,0.56321836
DMBT1,0.56312615
TDRD3,0.56308
ADM5,0.5630665
TNFAIP1,0.56305873
ZDHHC6,0.56305504
ASIP,0.5630182
NAA10,0.5629935
GJB6,0.56293875
SLC10A1,0.5629052
DHX36,0.5627912
RFX3,0.5627238
IRF2BPL,0.56262994
GLIS3,0.5626105
RNF213,0.56258315
TMEM55A,0.5625228
MICU3,0.5624579
CCM2,0.5623697
SH3D19,0.56224906
SNN,0.56222814
AMDHD1,0.56217575
UNC45B,0.5621427
PACSIN1,0.5621423
ASB2,0.56213915
DCAF4,0.56212246
S100A2,0.56209695
RASSF7,0.562039
ARFGAP3,0.56202334
OSR1,0.5619207
SLC35G1,0.5619096
EXOC5,0.5618762
TRMT112,0.5618694
RGPD5,0.56185037
SLC35D3,0.5618374
SH3PXD2B,0.56182975
PRIMPOL,0.5618118
PLLP,0.5618001
CCBL2,0.56174546
LSR,0.56172675
NUP210,0.5616673
PLEKHG1,0.56165254
SCO1,0.5616449
RFWD2,0.5616216
PARP10,0.56158954
TTC7A,0.5615846
YIPF3,0.5615381
BAG6,0.5615061
UBXN11,0.5614811
TXNDC17,0.5614339
EXOC1,0.56142455
MTX1,0.56142277
SLC41A1,0.561417
CDIP1,0.561398
RALY,0.5613751
SEC24A,0.5613735
BCAP29,0.5613598
EPS8L1,0.56134886
ATXN7,0.56134874
CELF4,0.56128407
KSR2,0.5612482
MAML2,0.5610887
DPEP3,0.56100714
MTA1,0.56096727
SLC30A7,0.5609615
ADAM8,0.5609306
TMX2,0.56091964
CYB5R3,0.560891
PRRG2,0.5607822
NKD2,0.56077886
SRGAP1,0.5607288
MKRN3,0.56071657
PPP1R2,0.5606891
SLC1A3,0.5606388
MICALL1,0.56060314
DOCK11,0.5605482
BTBD9,0.5604674
C11ORF88,0.560464
PRR5,0.5604586
TAX1BP1,0.5603735
GATB,0.5603705
CCHCR1,0.5603468
RAP2C,0.5603318
DENND3,0.56032556
PASK,0.5602983
CLDN6,0.5602883
NAB1,0.5602586
SLC5A12,0.5602268
LIMD1,0.5601321
ATP2C1,0.56009614
CHPF2,0.5600599
GREB1,0.56004417
MAN2B2,0.56002545
RBM43,0.5599837
TMEM53,0.5599798
SEC16A,0.55996954
SLC25A11,0.5599332
MAGED1,0.5598991
TOLLIP,0.5598623
HADHA,0.55986136
GPRIN2,0.5598482
ARHGEF3,0.55982804
PLXNB1,0.55981815
VIPR2,0.55980504
HNRNPA0,0.55975884
HMBOX1,0.55975604
PRR15L,0.5596431
BORCS8,0.5595784
TPMT,0.55953115
ST3GAL5,0.5594875
ARHGDIA,0.55944014
FJX1,0.55933625
CNDP2,0.5593266
CPLX3,0.5592791
CARD6,0.5592673
PRDM9,0.5592324
DNM1L,0.5592314
UGGT1,0.55922925
NMRAL1,0.55918646
CDIPT,0.5590803
RBSN,0.55905974
SSX2IP,0.5590248
HCRTR1,0.5590234
USP8,0.5589743
SLCO6A1,0.55893064
PODXL2,0.55891454
LRTOMT,0.5589022
DLAT,0.5589019
GAB1,0.55888975
CCDC14,0.5588783
TCL1B,0.55883324
NUDT19,0.55882335
UTP11L,0.5588223
FXYD4,0.5587479
PRPS1,0.55873173
CYB5RL,0.5586917
NSFL1C,0.5586871
CRMP1,0.55862164
ACADVL,0.5585707
FOXRED1,0.55854404
SPR,0.55847585
PLOD3,0.5584483
FUT1,0.5584013
SYTL1,0.5583623
P2RX4,0.55835056
PLD1,0.5583314
GLRX5,0.55832314
TMEM106B,0.5583199
PIP5K1A,0.5582666
PAWR,0.5582624
ARHGAP1,0.5582178
PAPOLA,0.5582055
FNDC3A,0.55819404
PEBP4,0.55819
MPZL3,0.55813754
SDSL,0.5581317
OXSM,0.5581264
PKN2,0.558102
QKI,0.55806005
CES3,0.5580579
MCEE,0.55805314
TRAF7,0.55803907
TNPO1,0.5580343
IFT122,0.5580181
GABRA4,0.55796295
CPNE3,0.55782527
NFS1,0.5577685
TPRN,0.5576843
WDR35,0.5576414
UBE2G2,0.55760735
RBBP6,0.55757004
MKL2,0.5574865
ABLIM1,0.5574662
MTIF3,0.5574211
FAM214B,0.55738604
SARS,0.5573782
CATSPER1,0.5573425
HOXB2,0.5572831
DNAJC4,0.55727166
ATG4A,0.5572542
ADAMTS17,0.55722195
VPS16,0.5572215
CLCN6,0.557205
BCL7C,0.5571753
IRF6,0.5571614
DNAJA1,0.557159
ACAT1,0.55710334
UVRAG,0.55709493
ZNF2,0.55708647
HCAR1,0.55704856
IDE,0.55697554
PRMT9,0.556913
KDM7A,0.5568747
FLAD1,0.55685014
CNTRL,0.5568088
HTRA2,0.5566992
KDM8,0.5566642
WNT4,0.55665946
UBAP1,0.5566413
FGFBP2,0.5566411
ACSS2,0.5565443
MAGI1,0.5565422
KLHL31,0.55654067
SLC9A3R1,0.5565236
DPP7,0.55651575
HTRA1,0.55646217
ABCA9,0.55645573
ME3,0.5564348
ERLIN1,0.5564085
RAD51B,0.5563816
CAB39L,0.5563768
PPP1R3E,0.5563752
SUFU,0.55637264
SGK1,0.5563624
TPK1,0.55630994
UNC13A,0.55629766
TXNDC11,0.55629116
TECR,0.556279
PIP4K2A,0.5562654
DHDH,0.556249
MAN2A2,0.5561896
NEBL,0.5561718
FGD4,0.55613166
MKRN1,0.5560551
NEK7,0.55603004
SYNGR2,0.55596215
DAP,0.55595416
OSER1,0.5558517
PDE1A,0.55584866
TRH,0.5557672
MDH1B,0.55576026
TOMM34,0.5557562
CSNK2B,0.55571544
GID8,0.55571353
ARL2BP,0.5557015
STK26,0.55567026
KMT2E,0.555632
IPO11,0.55561906
PPP1R13B,0.55559385
PBRM1,0.5555278
LSM10,0.5555162
DET1,0.55550814
FABP6,0.555487
LATS1,0.5554751
HRCT1,0.55547273
FABP7,0.55540437
SPOP,0.55540264
KIAA0141,0.55537456
SPRR2G,0.55517495
NSUN7,0.55511665
RAET1E,0.5551112
SLFN5,0.5550519
AGFG2,0.5549331
CHCHD10,0.55490935
AK6,0.5548746
MYO9B,0.5548641
RHPN1,0.55483925
CRACR2A,0.55482256
ZFHX3,0.55481136
IGSF1,0.5548069
WHAMM,0.5547866
PTP4A1,0.5547246
RNF43,0.55469286
PRH1,0.554692
PTPN13,0.55461156
SLA2,0.55454946
NUP88,0.554523
USP50,0.55440515
BCL9L,0.55438006
RABGAP1L,0.55437315
SOS2,0.55437165
ARHGAP12,0.55435026
NUBPL,0.5543356
TBKBP1,0.55425626
CDH15,0.5542184
SLC25A1,0.5542177
FTCD,0.5541603
IRF2BP1,0.55415225
APH1B,0.55413663
ATG13,0.5540918
CBLL1,0.55407906
MCOLN1,0.5540626
FANCG,0.5540196
NUP107,0.55386096
ACTL10,0.55383635
TMPRSS4,0.5538235
TULP1,0.553821
DOC2A,0.55377066
SOX15,0.5537678
LSAMP,0.5536832
STBD1,0.55361533
FBXL5,0.55360806
ARIH1,0.5536062
ASMTL,0.5535956
BANF1,0.5535928
RBM7,0.55356705
JAM3,0.5535477
CTA-29F11.1,0.55350757
AP5S1,0.5534827
GHITM,0.5534523
YIPF6,0.5533918
KDM5B,0.5533821
UBE2Q1,0.55333865
RASGRP4,0.5533365
AK2,0.5533182
LUCAT1,0.5533101
TMEM114,0.55327404
SUDS3,0.5532619
AAGAB,0.55323744
MMP28,0.5532308
EI24,0.5532255
HIP1R,0.55320257
ATP2B1,0.5531393
TSNAX,0.5531346
PTPMT1,0.55312246
MAML3,0.5531136
GPBP1,0.5531037
SEC24C,0.55307853
TMX3,0.5530685
STT3B,0.5529934
ADAM19,0.55298895
ETV4,0.55296814
RWDD1,0.5529273
HPS1,0.55292284
AIMP1,0.5529208
CERS2,0.5528775
NT5C2,0.55287516
EMILIN2,0.5528573
ERO1B,0.5527508
LDHB,0.55274725
MARCH3,0.55271876
COPG1,0.55265427
FRK,0.55260694
AJAP1,0.5525686
WDR11,0.55251443
IFNE,0.5524866
DGKZ,0.5524278
TIFA,0.5523837
DRG1,0.5523735
ACAT2,0.5523299
MDM4,0.55228937
KIAA1143,0.5522848
MTHFR,0.5522804
MPST,0.5522484
WTAP,0.5522232
CACNB2,0.5521922
DGKI,0.5521642
NKX2-4,0.5521213
SMARCC1,0.55209744
SMIM24,0.5520669
STAM2,0.552045
EDEM3,0.5520237
ULK2,0.55196923
SMARCE1,0.5519098
SOX5,0.55187905
SMN2,0.5518568
GSTK1,0.55182713
CD84,0.5517682
MAT2B,0.5517178
RPH3A,0.551597
ESRP2,0.55152756
MPZL1,0.55152744
LINC00152,0.55152744
MAGEL2,0.55151415
FZD3,0.5514757
GBA2,0.5514399
GRK1,0.5513961
COLGALT2,0.55138725
SLC6A11,0.5513576
C4ORF48,0.5513431
AHCYL2,0.5512831
STON1-GTF2A1L,0.5512634
HEBP2,0.5512136
GOLIM4,0.5511833
TRIP6,0.5511559
MLXIP,0.55113417
ETNPPL,0.55107707
CCDC25,0.5510725
ST6GALNAC2,0.55104065
OSGIN2,0.55101717
ESRRG,0.55095345
MOCS2,0.55090976
ULK3,0.55084926
INPP4B,0.55082875
MGAT4A,0.550803
SZT2,0.5507912
PPP4C,0.5507771
RGS16,0.55075264
TAX1BP3,0.5506979
LELP1,0.55061424
ADK,0.55055964
TINCR,0.55053973
STK17A,0.5505067
CDH7,0.550491
FYTTD1,0.5504659
VPREB1,0.55041444
RTCB,0.5503959
PCGF3,0.5503793
ZBTB10,0.55033773
LPIN1,0.55029273
FAM65B,0.55028164
ANKRD22,0.55027556
MAPK4,0.5502086
DAB2IP,0.55017173
SLCO1B3,0.550097
ZFPM1,0.55005866
NUDC,0.5500419
TFF3,0.55000246
QSOX2,0.5499915
ERGIC1,0.549966
LYPD3,0.549915
TDRP,0.5499123
CMAS,0.54988396
WDR41,0.5498633
HMGB2,0.5497911
PAIP2B,0.5497508
THEG,0.5496063
KRT18,0.5494594
SFTPC,0.5494463
BAZ2B,0.5494306
CNGB1,0.5494304
DVL3,0.54936117
SSB,0.5493394
DPH3,0.5492842
DDX46,0.54928017
WDR26,0.5492546
KIAA1324,0.5492422
DPP8,0.5491772
NEURL1B,0.5491589
SEH1L,0.5491327
ATP10A,0.54911864
TRPM6,0.5491176
RGN,0.5490923
CKAP4,0.54909134
GNPTG,0.54906356
SOX4,0.549035
COCH,0.5490183
HOXA5,0.548941
NEMF,0.54891014
TRIM38,0.5488877
DOLPP1,0.5488564
FOXRED2,0.54873765
MYO5A,0.5487114
ACP1,0.5486635
SMARCC2,0.5485858
FAM13A,0.5484897
TCP11L1,0.54838866
PON3,0.54836947
KPNA7,0.548365
DCAF4L1,0.54835767
SNTG1,0.5482172
CDK11A,0.54812205
SCML1,0.548067
CACNG1,0.5479517
MIR155HG,0.5479456
MYO9A,0.54794466
KCNRG,0.5479299
TRAPPC4,0.54791874
ISCA1,0.5478901
DNAJB6,0.5478899
BLOC1S3,0.5477482
COL22A1,0.547721
TADA3,0.5476743
NPHP1,0.54762405
LARS,0.5475583
TCTEX1D2,0.5475097
ARL6IP5,0.5473932
SREBF2,0.5473526
RTN4R,0.54732597
SPIC,0.5472893
LMO3,0.54724985
PSMG4,0.54718244
METTL16,0.54715085
PACSIN2,0.547052
UBL4B,0.5469936
PEBP1,0.5469325
MAP3K2,0.5468571
SCGB3A1,0.54685354
SNX7,0.5468191
RP11-108M9.4,0.5468079
TRIM31,0.5467966
MAPRE1,0.5467938
PSME4,0.5467839
KDM4B,0.54675937
KCNK6,0.5467447
AQP5,0.5467276
ADGRL1,0.54672474
PDGFA,0.54671204
VMP1,0.5466522
PITPNM1,0.54664177
CAMK1D,0.5466171
ZSWIM6,0.5465777
PI4KA,0.54656374
CD320,0.5465122
KCNE4,0.54639196
PPP1R17,0.54636395
DUS4L,0.54631585
PDCD5,0.5463153
FBXW10,0.546288
CAPN14,0.54627186
DNAJA2,0.54624707
PLXNB3,0.5462309
TIMM17B,0.5461912
TCEA3,0.54614896
UGT8,0.54614156
PTPRJ,0.5461136
MTRNR2L8,0.546112
FZD9,0.54609716
LEMD1,0.54605424
SAV1,0.54601306
SPTY2D1,0.54597175
STXBP5L,0.5459668
LMTK2,0.54595804
PITX3,0.5458745
FKBP4,0.5458368
RAB39B,0.545809
AK1,0.54575324
ERH,0.5456318
ELF2,0.54557586
SPATA5,0.5455581
ARHGAP6,0.5455222
ZNF114,0.54550266
KDM6A,0.5453508
MREG,0.5453212
AMD1,0.5452773
PMP22,0.5452439
TMEM205,0.54519594
ARL1,0.5451689
FAM161A,0.5451226
ADGRG2,0.5450699
SORD,0.5450394
PIN4,0.5450278
DZIP1,0.54499733
CDCP1,0.54496473
PLCXD1,0.544856
REC114,0.5448534
GNB1L,0.54475164
HNRNPDL,0.544684
DDR1,0.5446797
STC2,0.54465055
B3GNT5,0.5446238
WIPI2,0.5445967
FAM120A,0.5445806
CCNB1IP1,0.54456675
RAI1,0.544531
TBC1D17,0.54452026
TMEM14C,0.5442523
TESC,0.5441955
SEC16B,0.54417914
EMC6,0.5441767
MITD1,0.54417294
ARHGEF4,0.5440758
COG3,0.5440455
AHSA1,0.5440383
DPYSL4,0.54403424
RAB3IP,0.54397476
TRIP11,0.5439465
ENTPD6,0.5439229
VANGL1,0.54389167
DLX6,0.54388976
CRX,0.5438712
DLX3,0.5437913
KRT222,0.5437756
MTCL1,0.5437644
RRBP1,0.54375863
SEPT7,0.54371846
SLC39A10,0.5436755
TDP2,0.5436504
LRCH3,0.5436355
DNAJA3,0.5436144
DKK4,0.54355776
NRGN,0.5435165
TSTD1,0.5434936
ANKRD27,0.5434848
RBKS,0.54348296
AFMID,0.54344237
DNAJB13,0.5434401
EFNA1,0.54333115
SRGAP3,0.54331386
FNTA,0.5433136
N4BP2L2,0.54321295
PLA1A,0.5431453
MZT1,0.5431134
TBC1D15,0.543112
STAM,0.54309905
OTUB2,0.5430945
UBXN7,0.5430079
ASPH,0.54293036
NUDT2,0.54291654
DUSP10,0.5428735
WDR33,0.5428048
NAA38,0.54279065
MYOZ2,0.5427303
NABP1,0.54272544
DSC1,0.5426981
VPS11,0.5426143
ALG12,0.5426009
DKK2,0.5425901
LDLRAP1,0.5425604
LRRC26,0.5425544
WDR59,0.5423063
UBXN6,0.54227924
NUDT16,0.5421732
EPG5,0.5421549
KLC2,0.542071
C12ORF10,0.5420552
RAB18,0.5419258
TK2,0.5419098
ACSL3,0.5418724
PLEKHG4,0.54180485
EXOC6B,0.5417911
MIER2,0.5417281
UBXN1,0.5416895
ACAD9,0.5416557
SLC5A3,0.5415362
PLA2G12A,0.541504
ABT1,0.54142654
N4BP2,0.5414011
RWDD2B,0.54140025
ALPK3,0.5413897
NMNAT1,0.5413896
HCRTR2,0.54137623
PTH2,0.54137415
COG8,0.54135525
ARHGEF10,0.5413027
DRD5,0.54117876
DR1,0.54113317
HMGCL,0.54107225
SNPH,0.54105836
NKX3-2,0.54105055
PFDN6,0.5410383
STRAP,0.5410172
ATPAF2,0.5410001
CNOT4,0.5409636
JAZF1,0.54092276
ARID1B,0.5409025
USP36,0.540835
GIGYF1,0.54076254
PLEKHA1,0.54074126
RHOV,0.54073614
NRXN1,0.5407189
CISH,0.54067194
RNF187,0.5406506
EPC1,0.54063725
PPP1R12C,0.5405173
DTWD1,0.54050004
RUNDC3A,0.540392
STRIP2,0.54034746
PEG10,0.54028815
ERN2,0.5401996
HIPK3,0.5400959
RNF125,0.54007876
MOB4,0.54007757
DOC2B,0.5400714
VTCN1,0.5400163
USP9X,0.53991187
ABCB6,0.5399043
SNTB1,0.53987926
PLEKHG2,0.5398568
INSM1,0.5398301
LMF1,0.5398168
NAA15,0.53981674
UGP2,0.53977835
ZSCAN1,0.53972
PTPRU,0.5397158
COA1,0.5396889
PPP1R7,0.5396328
PLPP6,0.53961587
TTLL12,0.5395292
CANT1,0.53951496
TM2D3,0.53951013
TBC1D1,0.53949696
SIT1,0.53949034
TBC1D4,0.53949034
FEM1A,0.5394643
NIPBL,0.53945404
SVBP,0.5394306
POMK,0.53936905
SIPA1,0.5393609
HOXA9,0.53933734
TIPARP,0.5392748
RSPH9,0.5392602
GLYCTK,0.53922266
NFATC3,0.5392153
KCNE1,0.53919214
NAB2,0.53918654
CARD19,0.53910077
CACNG6,0.53908557
NLGN4Y,0.53908485
HNRNPUL1,0.5390097
PTPN18,0.538898
SREK1IP1,0.5388812
PYGB,0.53883445
LRRFIP2,0.5387472
PRKAR2B,0.53874695
TBRG1,0.538743
DUSP14,0.5387368
DNAJC9,0.5386997
PYY,0.5386952
ADAM33,0.53867984
MDFIC,0.5386143
PHC1,0.53858244
TTC9B,0.5385279
FOXC1,0.53846985
SREK1,0.5384449
GUCA1A,0.5384129
DUSP3,0.5384054
DCAKD,0.5383922
ARFGEF1,0.5383298
TNK2,0.53832287
POGLUT1,0.53832257
RBM15B,0.5382192
MAGED2,0.5381865
EOGT,0.53814375
DNAJB7,0.53810745
AES,0.5380513
NUDT21,0.5380281
DSCR3,0.5379434
ZDHHC3,0.53792554
SGPP1,0.5379163
PRRT2,0.53786993
PIH1D1,0.5378404
SLC25A3,0.53777385
CMBL,0.53774023
KRT19,0.53770804
SLC25A37,0.53769964
IKZF3,0.53765064
BTG2,0.5375679
VPS51,0.53744584
TMEM208,0.5374404
USP25,0.5373139
WDR7,0.53727937
PPP1R3F,0.5372785
NECAP1,0.5372399
IER3IP1,0.5372231
LRPPRC,0.53721285
IDS,0.5371906
TGIF1,0.5371574
CRYBB3,0.537088
GRASP,0.53707224
C7ORF50,0.5370273
BBS4,0.53701794
FOXQ1,0.5369652
RIBC1,0.5369418
NIPA2,0.5369274
MKKS,0.53686863
AC090498.1,0.53682864
HEXIM1,0.53680027
NT5M,0.5367619
LMX1A,0.53667176
POLE4,0.53666586
TTC17,0.5366626
KCTD13,0.53664726
NRG2,0.5366117
TSPAN15,0.5365413
FCGBP,0.536525
DMXL1,0.5365163
TFB2M,0.53650683
FAM110A,0.53648204
TRAF3IP1,0.53636724
ACADM,0.53633857
ZNF667-AS1,0.5362872
SERPINB8,0.5362222
OSBPL1A,0.53620493
DEGS1,0.5361954
SETD1A,0.5361923
ICAM4,0.53614885
CHST6,0.5361374
SRRM3,0.53606725
CD72,0.5360314
POFUT2,0.5360154
DPYSL2,0.5359262
IFNLR1,0.5358864
LAIR2,0.5358801
MEA1,0.5358768
CDKN2C,0.53586286
BRCC3,0.5357374
GAB2,0.53570616
CBR1,0.53570426
MEAF6,0.5356903
UNK,0.5356765
BFSP2,0.53563654
ARHGAP8,0.53562176
MTF2,0.53559566
ARFIP1,0.5355918
OGDH,0.5355598
CXADR,0.535538
NIPAL1,0.53552496
PRR3,0.53550446
PRMT7,0.5354984
LMAN2L,0.535479
TRAPPC2,0.5354258
AZGP1,0.5353802
PPP1R11,0.5353756
KMT2C,0.53531003
LNX2,0.5352907
TIA1,0.53526175
COA4,0.5352205
B3GALT4,0.53519565
ZBTB8OS,0.5351619
SAR1B,0.5351585
SUMF2,0.53509694
FBXL16,0.5350684
TBPL1,0.5350137
AGBL2,0.5349148
KIF7,0.5348822
TMEM79,0.5348714
TRIM47,0.5348613
CXORF40B,0.5348366
SUV39H2,0.53481513
PDP1,0.5347794
PI4K2A,0.5347567
ZCRB1,0.5347143
ANKRD28,0.5347121
TPST1,0.5346728
RNF152,0.53464663
RFX1,0.53461593
NUDCD3,0.53461474
CHD2,0.5346066
DNAL4,0.5345894
DNAJC24,0.5345376
EBPL,0.53450125
PARP11,0.53441906
SLC22A3,0.5342781
MAX,0.53422916
NXN,0.53418
ASB9,0.5341512
OCRL,0.5341097
C12ORF66,0.5340559
PRKAR1A,0.5340411
KIAA0895L,0.5340384
KSR1,0.5340382
CAMKK2,0.5340078
LSM1,0.5339819
FARP1,0.5339171
SEMA3E,0.5338861
PPP6C,0.53388155
TCTE1,0.53388155
GAPVD1,0.533843
HAX1,0.5337976
FAM160A1,0.53369725
MVB12B,0.5336897
MYO1E,0.53364277
SAP30,0.53354234
NPAS1,0.53350234
DENND2A,0.53348535
ZCCHC10,0.5334751
DDAH1,0.5334393
FOXA3,0.5334097
NFRKB,0.5334078
MACF1,0.5333899
HAGH,0.5333711
CHD1,0.5333511
RNF123,0.5333274
SUGT1,0.5333077
COPG2,0.53326875
CBY1,0.5331961
AEBP2,0.53318435
MBD2,0.533178
BTD,0.5331603
ANAPC11,0.53315395
CLDN4,0.5331129
ST20-MTHFS,0.5330599
SGCB,0.5330538
SEC31B,0.53298384
TBC1D2,0.53290164
ATG4B,0.53284913
GORASP2,0.5328154
NAA20,0.53281
