Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021::positive regulation of vascular endothelial growth factor production (GO:0010575),0.7463080800653512,1.4911057010349873,0.004022121669180492,0.018045343435283915,0.9695,10/12,14.38%,EIF2AK3;C5;GATA4;CYP1B1;ARNT;RORA;SULF2;CXCL17;SULF1;CCBE1
prerank,GO_Biological_Process_2021::regulation of vascular endothelial growth factor production (GO:0010574),0.7463080800653512,1.4911057010349873,0.004022121669180492,0.018045343435283915,0.9695,10/12,14.38%,EIF2AK3;C5;GATA4;CYP1B1;ARNT;RORA;SULF2;CXCL17;SULF1;CCBE1
prerank,GO_Biological_Process_2021::cellular response to lipopolysaccharide (GO:0071222),0.6551700044048931,1.4906865456729437,0.0,0.018063338217129018,0.9695,46/57,23.61%,CTSG;LILRB2;CXCL5;PTPN22;CARD17;DEFA4;PF4V1;LILRB1;BPI;CXCL3;CXCL6;LBP;PYCARD;TICAM2;NLRP7;TNFRSF1B;CD180;PPBP;TNFAIP3;GFI1;SIRPA;PDCD4;IL36RN;CARD16;ZFP36;MEF2C;IL1F10;BCL10;TNIP2;WNT5A;NFKBIL1;NR1D1;IL36G;ZC3H12A;IL37;TICAM1;CHMP5;GIT1;IRGM;TNIP3;STAP1;IL36B;NFKBIB;ANKRD1;DAB2IP;HMGB2
prerank,GO_Biological_Process_2021::extracellular matrix assembly (GO:0085029),0.718914170011316,1.4906266708134162,0.001001001001001001,0.01799388854356774,0.9695,11/17,12.62%,MFAP4;MYH11;FBLN5;EFEMP2;EMILIN1;TNXB;LAMB4;HAS2;LTBP3;ATP7A;QSOX1
prerank,GO_Biological_Process_2021::amyloid fibril formation (GO:1990000),0.6838459782931269,1.4902981259958232,0.0005,0.01801195206020407,0.9705,27/30,26.94%,LTF;CALB1;LYZ;SAA1;CST3;PRL;FURIN;TGFBI;RIPK3;ADAM10;SNCAIP;IAPP;TSPAN33;GGA1;GGA2;UBE2L6;SORL1;NCSTN;ITM2B;NPPA;TSPAN14;SIAH1;GGA3;APH1B;USP9X;TSPAN15;SIAH2
prerank,GO_Biological_Process_2021::positive regulation of response to external stimulus (GO:0032103),0.647218355420749,1.4901084293325928,0.0,0.017978836199873477,0.971,52/74,15.70%,RARRES2;S100A12;FPR2;AIF1;CCL26;SCARF1;TREM2;HRG;OASL;S100A8;CD1D;SERPINF2;LY86;CCL1;MGST2;HYAL2;BMP6;STX3;APOH;ETS1;GBP5;DDX60;CNTF;OSM;CD180;THBD;NLRP12;USF1;GRN;IL16;PDCD4;LILRA5;S100A9;OPTN;STX4;GPSM3;CYBA;DDT;USP15;PPM1F;PLSCR1;DHX58;AKIRIN2;NFKBIZ;WNT5A;ZBP1;F2RL1;GPR4;NINJ1;SH2D1B;TNIP1;SCIMP
prerank,GO_Biological_Process_2021::myeloid cell activation involved in immune response (GO:0002275),0.7560009064612888,1.489022725305905,0.004540867810292634,0.018202194413528782,0.974,10/11,19.80%,DNASE1L3;LILRA2;DYSF;LBP;PYCARD;SLAMF1;DOCK2;FER1L5;NMI;DNASE1
prerank,GO_Biological_Process_2021::cellular component disassembly (GO:0022411),0.6647463002758961,1.488576771124486,0.0,0.01823889566696798,0.9745,39/43,31.21%,CTSG;TPSAB1;BMP1;ADAMTS5;NOXO1;MMP10;MMP11;CAPN1;KLK4;MMP16;FURIN;MMP19;CTSL;PRSS1;TIMP1;CTSV;CAPG;LCP1;MMP15;ADAM10;CTRB2;TIMP2;SCUBE3;CAPNS1;ADAMTS4;FLOT1;PRSS2;CAPN2;CAPNS2;KIF9;EXOC8;SH3PXD2B;ADAM8;HTRA1;KLK2;KLK7;KLK5;TLL2;ADAM15
prerank,GO_Biological_Process_2021::pyruvate metabolic process (GO:0006090),0.6690530938366362,1.4874360751160722,0.0,0.018573004893878222,0.9765,36/42,23.24%,HK3;HKDC1;GCK;LDHAL6B;PFKM;NR4A3;HK2;LDHC;HK1;PGAM2;PCK1;ENO4;PFKL;ALDOB;SLC16A8;SDS;SLC16A3;PGM1;ALDOC;ENO3;DLD;ME2;PCK2;ENO2;PGK1;PFKFB2;ALDOA;GAPDHS;PGAM1;GLO1;PC;SLC16A1;PDHA1;DLAT;ME3;LDHB
prerank,MSigDB_Hallmark_2020::IL-6/JAK/STAT3 Signaling,0.6890237167081561,1.4867964272454783,0.0,0.018666625661428488,0.978,23/25,25.47%,CCL7;FAS;HMOX1;CXCL3;IRF9;BAK1;TNFRSF1B;IL12RB1;DNTT;CNTFR;IL1R2;CRLF2;PTPN1;INHBE;PTPN2;REG1A;IL15RA;PDGFC;EBI3;IL9R;TNFRSF21;STAM2;HAX1
prerank,GO_Biological_Process_2021::toll-like receptor 4 signaling pathway (GO:0034142),0.743999851729082,1.4863827631334725,0.0035211267605633804,0.018685648166454783,0.978,11/12,19.76%,OAS1;TRIL;LBP;TICAM2;S100A14;TIRAP;LGALS9;PIK3AP1;SCIMP;TNIP3;NMI
prerank,GO_Biological_Process_2021::blood vessel endothelial cell migration (GO:0043534),0.7310669419373598,1.4853916089429244,0.00200300450676014,0.01891627212511141,0.979,13/15,17.73%,CDH5;EMP2;MYH9;NR4A1;SOX18;ID1;EGR3;ROBO1;SLIT2;SRF;TDGF1;ADTRP;GPLD1
prerank,GO_Biological_Process_2021::regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),0.7226154508169231,1.4852736193469658,0.0015015015015015015,0.01888242155759321,0.9795,13/16,16.52%,GATA2;LILRB4;FOSL1;PRL;NFIB;KLF5;ETS1;SOX9;NFATC4;KLF4;SRF;APLN;TEAD1
prerank,GO_Biological_Process_2021::regulation of neutrophil chemotaxis (GO:0090022),0.7214481599745715,1.4838340447360754,0.0025012506253126563,0.01920878399066885,0.981,15/16,23.94%,NCKAP1L;XCL1;MCU;C5AR2;TIRAP;C1QBP;SLIT2;BST1;MPP1;THBS4;MDK;MOSPD2;DNM1L;JAM3;CAMK1D
prerank,GO_Biological_Process_2021::negative regulation of proteolysis (GO:0045861),0.6819623544518334,1.4815466247798903,0.0,0.01979262979317117,0.9835,25/29,26.39%,CST4;TIMP3;ECM1;CST7;CSTA;SERPINE2;CST3;CHAC1;NLRP7;TIMP1;TIMP4;CLN8;CLN3;SERPINB3;TIMP2;SERPINB4;SNX12;PRNP;CSTB;PTPN3;EPPIN;TRIM21;BAG6;EFNA1;TMEM59
prerank,GO_Biological_Process_2021::positive regulation of reactive oxygen species metabolic process (GO:2000379),0.6995649571840064,1.4807031263033692,0.00100150225338007,0.019931808642045246,0.985,20/21,27.00%,ACE2;CLEC7A;FPR2;TGFBR2;TLR6;RAB27A;PID1;CYBA;CD177;AKR1C1;ROMO1;GADD45A;F2RL1;ZC3H12A;ADGRB1;AKR1C3;DHRS4;SLC5A3;CBR1;RNF41
prerank,GO_Biological_Process_2021::positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050),0.7612517508342831,1.4805652275327355,0.008121827411167513,0.019879437441100777,0.985,9/10,17.00%,GATA2;HMOX1;SRPX2;RHOJ;FOXC2;ANXA1;MAP3K3;FGFBP1;PIK3C2A
