Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021::SRP-dependent cotranslational protein targeting to membrane (GO:0006614),0.8372379221532018,1.9511375869588112,0.0,0.0,0.0,42/52,4.47%,RPS18;RPS14;RPL13;RPS12;RPL27A;RPL30;RPL31;RPL18A;RPS3A;RPS17;RPL39;RPL18;RPL41;RPL9;RPL26;RPL29;RPL21;RPL23A;RPL34;RPL35A;RPL27;RPS23;RPL35;RPL23;RPL15;RPLP2;RPL14;RPL7;UBA52;RPL10A;RPS13;RPL28;RPS20;RPL24;RPL36;RPL7A;RPS21;RPS9;RPL37A;RPS29;RPS10;SEC61B
prerank,GO_Biological_Process_2021::regulation of complement activation (GO:0030449),0.8620200231752484,1.943622861776381,0.0,0.0,0.0,33/34,13.80%,C4A;CFP;C1R;CFH;CFI;CFHR1;C8B;C3AR1;C7;C4B;VTN;C9;C1QC;C1QB;C1QA;C5;C8A;CPB2;C8G;CR2;C4BPA;C6;C2;CD46;C4BPB;C5AR2;PHB;CD55;C1QBP;CD81;PHB2;CD59;CR1L
prerank,GO_Biological_Process_2021::regulation of humoral immune response (GO:0002920),0.8505486777336766,1.9303775137877064,0.0,0.0,0.0,35/37,13.80%,C4A;CCR7;CFP;C1R;CFH;CFI;CFHR1;CXCL13;C8B;C3AR1;C7;C4B;VTN;C9;C1QC;C1QB;C1QA;C5;C8A;CPB2;C8G;CR2;C4BPA;C6;C2;CD46;C4BPB;C5AR2;GATA6;CD55;C1QBP;CD81;PHB2;CD59;CR1L
prerank,GO_Biological_Process_2021::monocyte chemotaxis (GO:0002548),0.8609859389193091,1.924536426914146,0.0,0.0,0.0,26/28,9.59%,CCL5;S100A12;FOLR2;CCL21;CCL22;CCL19;CCL26;CCL7;CCL13;CCL8;CCL17;CCL25;CCL16;XCL2;TNFRSF11A;CCL1;XCL1;CCL20;CCL15;CCL18;CCL3;CCL14;ANXA1;CCL24;CCL4;CCL23
prerank,GO_Biological_Process_2021::regulation of immune effector process (GO:0002697),0.8463759508546377,1.914299328073673,0.0,0.0,0.0,34/36,13.80%,C4A;CFP;C1R;CFH;CFI;CFHR1;HLA-DRA;C8B;C3AR1;C7;C4B;VTN;C9;C1QC;C1QB;C1QA;C5;C8A;CPB2;C8G;CR2;C4BPA;C6;IRF4;C2;CD46;C4BPB;C5AR2;CD55;C1QBP;CD81;PHB2;CD59;CR1L
prerank,"GO_Biological_Process_2021::mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",0.9235521936196096,1.8862102034732988,0.0,0.0,0.0,11/12,3.04%,UQCRQ;CYC1;UQCRC1;UQCR10;UQCRFS1;UQCRC2;UQCRHL;UQCR11;CYCS;UQCRH;UQCRB
prerank,GO_Biological_Process_2021::lymphocyte migration (GO:0072676),0.8245062123420364,1.8668049175022596,0.0,0.0001432331892105,0.0005,30/33,12.25%,ZAP70;CCL5;CCL21;CCL22;CCL19;CCL26;CCL7;CCL13;CCL8;TBX21;CCL17;CCR6;SAA1;CCL25;CCL16;XCL2;CCL1;XCL1;CCL20;CCL15;GATA3;CCL18;CCL3;CCL14;MYO1G;CCL24;CCL4;CCL23;MSN;CKLF
prerank,GO_Biological_Process_2021::phagosome acidification (GO:0090383),0.8311374401992065,1.8561541691596368,0.0,0.0001879935608389,0.001,27/28,14.84%,ATP6V1G3;ATP6V1C2;ATP6V1B1;ATP6V0A4;ATP6V0A2;ATP6V1E2;ATP6V0D2;TCIRG1;ATP6V1D;ATP6V1B2;ATP6V1A;ATP6V1E1;RAB20;ATP6V1C1;ATP6V1G2;ATP6V1H;RAB7A;ATP6V1F;ATP6V0D1;ATP6V0A1;ATP6V0E2;ATP6V0E1;ATP6V0B;RAB38;SLAMF8;ATP6V0C;ATP6V1G1
prerank,GO_Biological_Process_2021::neutrophil migration (GO:1990266),0.791247747285754,1.8555269988039893,0.0,0.0001671053874123,0.001,49/56,13.27%,CXCL9;CCL5;S100A12;PRTN3;CCL21;CXCL1;CCL22;CXCL13;CCL19;CXCL5;FCER1G;CCL26;CCL7;EDN1;CCL13;CCL8;CXCL11;CCL17;PF4V1;NCKAP1L;S100A8;PECAM1;SAA1;CCL25;PF4;CCL16;XCL2;CXCL3;CXCL6;CCL1;XCL1;CCL20;CCL15;GP2;CCL18;CCL3;CXCL2;PLA2G1B;IRAK4;PPBP;CCL14;CCL24;S100A9;CCL4;CCL23;CD177;PIP5K1C;CKLF;EDN3
prerank,GO_Biological_Process_2021::Fc receptor mediated stimulatory signaling pathway (GO:0002431),0.7992346671100594,1.8529182387728875,0.0,0.0001503948486711,0.001,46/48,17.48%,CD247;WAS;FCER1G;CYFIP1;CYFIP2;NCKAP1;FCGR2A;NCKAP1L;PLCG2;VAV2;WASL;VAV1;ACTR2;ACTB;NR4A3;BAIAP2;NCK1;MYO1C;PAK1;CRK;PLCG1;WIPF1;CDC42;ACTR3;BRK1;ABI1;WASF2;ARPC2;DOCK1;MYO1G;WIPF3;RAC1;ELMO1;VAV3;ACTG1;PLA2G6;PLD2;ARPC1B;ARPC3;LIMK1;ARPC5;NCKIPSD;ARPC1A;WIPF2;ARPC4;ELMO2
prerank,GO_Biological_Process_2021::Fc-gamma receptor signaling pathway (GO:0038094),0.7985717362906485,1.84936573574861,0.0,0.000136722589701,0.001,45/47,17.48%,CD247;WAS;FCER1G;CYFIP1;CYFIP2;NCKAP1;FCGR2A;NCKAP1L;PLCG2;VAV2;WASL;VAV1;ACTR2;ACTB;BAIAP2;NCK1;MYO1C;PAK1;CRK;PLCG1;WIPF1;CDC42;ACTR3;BRK1;ABI1;WASF2;ARPC2;DOCK1;MYO1G;WIPF3;RAC1;ELMO1;VAV3;ACTG1;PLA2G6;PLD2;ARPC1B;ARPC3;LIMK1;ARPC5;NCKIPSD;ARPC1A;WIPF2;ARPC4;ELMO2
prerank,GO_Biological_Process_2021::Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),0.7978234470744447,1.8452306756806849,0.0,0.0001253290405592,0.001,44/46,17.48%,CD247;WAS;CYFIP1;CYFIP2;NCKAP1;FCGR2A;NCKAP1L;PLCG2;VAV2;WASL;VAV1;ACTR2;ACTB;BAIAP2;NCK1;MYO1C;PAK1;CRK;PLCG1;WIPF1;CDC42;ACTR3;BRK1;ABI1;WASF2;ARPC2;DOCK1;MYO1G;WIPF3;RAC1;ELMO1;VAV3;ACTG1;PLA2G6;PLD2;ARPC1B;ARPC3;LIMK1;ARPC5;NCKIPSD;ARPC1A;WIPF2;ARPC4;ELMO2
prerank,GO_Biological_Process_2021::neutrophil chemotaxis (GO:0030593),0.7838222704248675,1.825632988357383,0.0,0.0001542511268421,0.0015,44/50,13.27%,CXCL9;CCL5;S100A12;CCL21;CXCL1;CCL22;CXCL13;CCL19;CXCL5;FCER1G;CCL26;CCL7;EDN1;CCL13;CCL8;CXCL11;CCL17;PF4V1;NCKAP1L;S100A8;SAA1;CCL25;PF4;CCL16;XCL2;CXCL3;CXCL6;CCL1;XCL1;CCL20;CCL15;CCL18;CCL3;CXCL2;PLA2G1B;PPBP;CCL14;CCL24;S100A9;CCL4;CCL23;PIP5K1C;CKLF;EDN3
prerank,GO_Biological_Process_2021::granulocyte chemotaxis (GO:0071621),0.7808077187129776,1.824632579921003,0.0,0.0001432331892105,0.0015,46/53,13.27%,CXCL9;CCL5;S100A12;CCL21;CXCL1;CCL22;CXCL13;CCL19;CXCL5;FCER1G;CCL26;CCL7;EDN1;CCL13;CCL8;CXCL11;CCL17;PF4V1;NCKAP1L;S100A8;SAA1;CCL25;PF4;CCL16;XCL2;CXCL3;CXCL6;CCL1;XCL1;CCL20;CCL15;CCL18;CCL3;CXCL2;PLA2G1B;PPBP;CCL14;ANXA1;ADGRE2;CCL24;S100A9;CCL4;CCL23;PIP5K1C;CKLF;EDN3
prerank,GO_Biological_Process_2021::defense response to fungus (GO:0050832),0.8512649152973717,1.818340365273985,0.0,0.0001671053874123,0.002,18/19,12.33%,RARRES2;S100A12;LTF;CLEC7A;CX3CR1;CLEC4D;DEFA4;HRG;CLEC4E;PLCG2;S100A8;CLEC6A;CARD9;S100A9;IL36RN;RNASE7;GAPDH;BCL10
prerank,GO_Biological_Process_2021::type I interferon signaling pathway (GO:0060337),0.7868393872416686,1.8144071400891717,0.0,0.0001474459300697,0.002,43/45,18.72%,MX2;MYD88;RSAD2;IFITM3;IRF7;OAS1;RNASEL;OASL;HLA-C;OAS2;HLA-A;IRF4;XAF1;IFITM1;IFIT1;MX1;HLA-B;OAS3;IFI27;IRF9;IFIT3;STAT1;IRF8;ISG20;STAT2;IFIT2;IRF3;HLA-F;IRF5;IFI35;SAMHD1;IFIT5;BST2;IFI6;ISG15;ADAR;IRF2;GBP2;HLA-E;IRF1;HLA-G;IFITM2;SP100
prerank,GO_Biological_Process_2021::cellular response to type I interferon (GO:0071357),0.7868393872416686,1.8144071400891717,0.0,0.0001474459300697,0.002,43/45,18.72%,MX2;MYD88;RSAD2;IFITM3;IRF7;OAS1;RNASEL;OASL;HLA-C;OAS2;HLA-A;IRF4;XAF1;IFITM1;IFIT1;MX1;HLA-B;OAS3;IFI27;IRF9;IFIT3;STAT1;IRF8;ISG20;STAT2;IFIT2;IRF3;HLA-F;IRF5;IFI35;SAMHD1;IFIT5;BST2;IFI6;ISG15;ADAR;IRF2;GBP2;HLA-E;IRF1;HLA-G;IFITM2;SP100
prerank,GO_Biological_Process_2021::cotranslational protein targeting to membrane (GO:0006613),0.7729893116974724,1.8109675044731128,0.0,0.0001671053874123,0.0025,41/56,4.11%,RPS18;RPS14;RPL13;RPS12;RPL27A;RPL30;RPL31;RPL18A;RPS3A;RPS17;RPL39;RPL18;RPL41;RPL9;RPL26;RPL29;RPL21;RPL23A;RPL34;RPL35A;RPL27;RPS23;RPL35;RPL23;RPL15;RPLP2;RPL14;RPL7;UBA52;RPL10A;RPS13;RPL28;RPS20;RPL24;RPL36;RPL7A;RPS21;RPS9;RPL37A;RPS29;RPS10
prerank,GO_Biological_Process_2021::keratan sulfate catabolic process (GO:0042340),0.8874241038010481,1.8082607874081853,0.0,0.0001583103670222,0.0025,12/12,11.30%,LUM;ACAN;PRELP;FMOD;OMD;OGN;GLB1;KERA;HEXB;GNS;HEXA;GALNS
prerank,GO_Biological_Process_2021::muscle filament sliding (GO:0030049),0.8113011276161947,1.8013285061533812,0.0,0.0002148497838158,0.004,25/25,18.95%,DES;TPM2;MYL3;ACTC1;NEB;TTN;TNNT3;TNNI1;TPM1;ACTA1;MYL4;TNNC2;MYBPC2;MYH3;ACTN3;MYL6B;TNNT1;MYL6;MYBPC1;TCAP;ACTN2;TPM4;TPM3;TMOD1;MYBPC3
prerank,GO_Biological_Process_2021::actin-myosin filament sliding (GO:0033275),0.8113011276161947,1.8013285061533812,0.0,0.0002148497838158,0.004,25/25,18.95%,DES;TPM2;MYL3;ACTC1;NEB;TTN;TNNT3;TNNI1;TPM1;ACTA1;MYL4;TNNC2;MYBPC2;MYH3;ACTN3;MYL6B;TNNT1;MYL6;MYBPC1;TCAP;ACTN2;TPM4;TPM3;TMOD1;MYBPC3
prerank,GO_Biological_Process_2021::mitochondrial ATP synthesis coupled electron transport (GO:0042775),0.7972676737108576,1.793042913569446,0.0,0.0002506580811185,0.005,30/32,16.46%,COX6A2;NDUFA4;COX4I2;UQCRQ;CYC1;UQCRC1;UQCR10;UQCRFS1;UQCRC2;COX5A;UQCRHL;UQCR11;CYCS;UQCRH;SDHD;UQCRB;SDHC;COX5B;COX7C;COX7B;COX6B1;COX6C;COX6A1;COX4I1;SDHA;COA6;COX8A;COX15;COX7A2L;COX10
prerank,GO_Biological_Process_2021::superoxide anion generation (GO:0042554),0.902819361277445,1.7901970953129671,0.0,0.0002615562585584,0.005,10/10,9.76%,CYBB;NCF2;NCF1;NOX5;DUOX1;NCF4;DUOX2;NOXA1;ALOX12;CYBA
prerank,GO_Biological_Process_2021::cytoplasmic translation (GO:0002181),0.7642580443800464,1.789293282059944,0.0,0.0002924344279716,0.0055,42/56,6.72%,RPS18;RPS14;RPL13;RPS12;RPL27A;RPL30;RPL31;RPL18A;RPS3A;RPS17;RPL39;RPL18;RPL41;RPL9;RPL26;RPL29;RPL21;RPL23A;RPL34;RPL35A;RPL27;RPS23;RPL35;RPL23;RPL15;RPL14;RPL7;UBA52;RPL10A;RPS13;RPL28;RPS20;RPL24;RPL36;RPL7A;RPS21;RPS9;RPL37A;RPS29;RPS10;EIF4A1;EIF3M
prerank,GO_Biological_Process_2021::aerobic electron transport chain (GO:0019646),0.7960543207101552,1.7873418637698648,0.0,0.0003007896973422,0.006,29/31,16.46%,COX6A2;NDUFA4;COX4I2;UQCRQ;CYC1;UQCRC1;UQCR10;UQCRFS1;UQCRC2;COX5A;UQCRHL;UQCR11;CYCS;UQCRH;SDHD;UQCRB;SDHC;COX5B;COX7C;COX7B;COX6B1;COX6C;COX6A1;COX4I1;SDHA;COX8A;COX15;COX7A2L;COX10
prerank,GO_Biological_Process_2021::myeloid dendritic cell activation (GO:0001773),0.8846425749573753,1.7853605627012994,0.0,0.0003085022536843,0.0065,11/11,11.58%,DCSTAMP;BATF;TGFBR2;PYCARD;CAMK4;BATF3;BATF2;DHRS2;SLAMF1;UBD;DOCK2
prerank,GO_Biological_Process_2021::triglyceride-rich lipoprotein particle remodeling (GO:0034370),0.8929224883566202,1.7721030359454428,0.0,0.0005755852233092,0.0135,10/10,10.74%,APOA2;CETP;APOA5;LIPC;LPL;APOC2;LCAT;APOA1;APOE;GPIHBP1
prerank,MSigDB_Hallmark_2020::Allograft Rejection,0.7302136506223893,1.7686285209715988,0.0,0.0006982617974016,0.0175,91/117,12.42%,RPS3A;RPL39;RPL9;CD8A;CD247;ZAP70;PRF1;KLRD1;CFP;CD7;CXCL9;CCL5;WAS;IL2;HLA-DMA;STAT4;CCL22;CXCL13;CCL19;HLA-DRA;HLA-DOA;THY1;IGSF6;HCLS1;HIF1A;HLA-DMB;HLA-DQA1;TRAT1;GZMB;CCL7;PTPN6;CCL13;LCP2;GZMA;IL7;NCR1;RPS9;IRF7;FAS;CD8B;GPR65;SPI1;HLA-DOB;CD1D;PF4;LY86;HLA-A;CSK;STAB1;IRF4;C2;CXCR3;B2M;SRGN;RIPK2;TLR6;TLR1;UBE2D1;NCK1;TAP2;IL11;STAT1;TRAF2;NCF4;IRF8;ETS1;CD96;IL12RB1;CD79A;TIMP1;LIF;CDKN2A;EIF3D;TAP1;CAPG;UBE2N;ABI1;SOCS1;MAP3K7;IL16;GLMN;BRCA1;CCL4;EIF5A;BCL3;LY75;IL27RA;EIF3A;TAPBP;BCL10;INHBB
prerank,GO_Biological_Process_2021::positive regulation of leukocyte activation (GO:0002696),0.8566452797433175,1.7658414985047526,0.0,0.0006914705686028,0.018,12/13,14.05%,THBS1;CLEC7A;HAVCR1;CLEC4D;TLR6;LBP;CEBPA;HSPD1;CD226;CRLF2;TNIP2;WNT5A
prerank,GO_Biological_Process_2021::positive regulation of chemokine production (GO:0032722),0.7966499452695092,1.765470767716968,0.0,0.0006684215496494,0.018,24/27,15.30%,ADIPOQ;CLEC7A;AIF1;HIF1A;CHIA;LPL;TWIST1;C5;IL7;OAS1;HMOX1;OAS3;ALOX15B;PYCARD;EIF2AK2;TIRAP;MAVS;AZU1;ADCYAP1;DDX3X;LGALS9;WNT5A;F2RL1;AIRE
prerank,GO_Biological_Process_2021::TRIF-dependent toll-like receptor signaling pathway (GO:0035666),0.8204168226631724,1.7651910983023755,0.0,0.0006468595641768,0.018,19/19,18.02%,UBA52;UBB;CD300LF;IRF7;TBK1;TLR6;UBE2D1;TICAM2;IKBKG;CHUK;FADD;UBE2D2;IKBKE;TRAF3;IRF3;TANK;UBC;UBE2D3;TICAM1
prerank,GO_Biological_Process_2021::eosinophil migration (GO:0072677),0.8737243355631791,1.764265997042488,0.0,0.0006076559542267,0.018,10/11,9.44%,CCL5;CCL21;CCL26;CCL7;CCL13;CCL8;CCL1;CCL3;CCL24;CCL4
prerank,GO_Biological_Process_2021::eosinophil chemotaxis (GO:0048245),0.8737243355631791,1.764265997042488,0.0,0.0006076559542267,0.018,10/11,9.44%,CCL5;CCL21;CCL26;CCL7;CCL13;CCL8;CCL1;CCL3;CCL24;CCL4
prerank,GO_Biological_Process_2021::regulation of transforming growth factor beta production (GO:0071634),0.874786875701751,1.7610828003964791,0.0,0.0006782512783207,0.021,11/11,12.56%,CD34;HIF1A;SMAD3;LILRB1;LTBP1;SERPINF2;XCL1;CD46;SMAD4;LRRC32;LGALS9
prerank,"GO_Biological_Process_2021::mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",0.8359953414857335,1.7597670615625531,0.0,0.0006875193082108,0.022,16/16,16.46%,COX6A2;NDUFA4;COX4I2;COX5A;CYCS;COX5B;COX7C;COX7B;COX6B1;COX6C;COX6A1;COX4I1;COX8A;COX15;COX7A2L;COX10
prerank,GO_Biological_Process_2021::fructose 6-phosphate metabolic process (GO:0006002),0.8817781104457753,1.7566827436816468,0.0005068423720223,0.0007937505902086,0.026,10/10,11.86%,HK3;FBP2;PFKM;HK2;FBP1;HK1;GFPT2;PFKL;PFKP;GFPT1
prerank,GO_Biological_Process_2021::positive regulation of T cell activation (GO:0050870),0.7670470326770167,1.7544434477519637,0.0,0.0008400432988837,0.0285,34/41,12.56%,LILRB2;ZAP70;CCR7;CD209;CCL5;VCAM1;LEP;HLA-DPA1;CCL19;HLA-DPB1;THY1;AIF1;HLA-DMB;SIRPG;IL7;SIRPB1;NCKAP1L;CD1D;HLA-A;NCK1;PYCARD;NCK2;CD46;XBP1;GATA3;HSPD1;DOCK8;RHOH;IL23R;SIRPA;ANXA1;CD81;FLOT2;LGALS9
prerank,GO_Biological_Process_2021::toll-like receptor signaling pathway (GO:0002224),0.7425153576550474,1.7479634779015576,0.0,0.0009630547327185,0.0335,56/61,20.31%,UBA52;UBB;CD36;MYD88;OAS1;LGMN;PLCG2;S100A8;TRIL;TLR10;RIPK2;TLR6;TLR1;LBP;UBE2D1;COLEC12;TICAM2;TRAF6;HSPD1;IRAK2;CTSL;IKBKG;CTSB;CHUK;FADD;UBE2D2;IRAK4;S100A14;TRAF3;TIRAP;MAP3K7;S100A9;S100A1;TAB1;CNPY3;TAB2;HSP90B1;BCL10;LGALS9;UBC;SFTPD;TNIP2;UNC93B1;PIK3C3;PIK3AP1;PIK3R4;MAPKAPK3;IRAK3;UBE2D3;TNIP1;SCIMP;TICAM1;SFTPA1;TAB3;RFTN1;TNIP3
prerank,GO_Biological_Process_2021::positive regulation of interleukin-10 production (GO:0032733),0.8496153046371386,1.7468615264722556,0.0,0.0009512152821934,0.034,13/13,15.08%,CD34;CLEC7A;PLCG2;IRF4;PIBF1;XCL1;PYCARD;CD46;HSPD1;LILRA5;ISG15;LGALS9;F2RL1
prerank,GO_Biological_Process_2021::inflammatory response (GO:0006954),0.7147324173769168,1.746099163337816,0.0,0.0009775665163622,0.0355,113/150,12.75%,CCR7;CXCL9;MEFV;CCL5;FOLR2;THBS1;HSPG2;FPR1;CYBB;FPR2;CCL21;CXCL1;SLC11A1;CCL22;CXCL13;CCL19;FPR3;GGT5;C3AR1;AIF1;CXCL5;CCL26;SIGLEC1;CIITA;NLRC4;LYZ;CRP;CCL7;CHI3L1;CCL13;CCL8;CXCL11;CCL17;PF4V1;XCR1;PTX3;S100A8;TMIGD3;OLR1;CCL25;NCR3;APOL3;BMP2;PF4;ACKR1;CARD18;CCL16;XCL2;LAT;CCR3;TBK1;FOS;CXCL3;TLR10;RIPK2;TLR6;CXCL6;TLR1;CCL1;IL1RN;XCL1;CEBPB;ADCY8;ORM1;CMKLR1;CCL20;CCL15;HYAL1;HPR;RELB;NFAM1;CD96;ALOX15;CCL18;IKBKG;CCL3;C5AR2;CHUK;CXCL2;PPBP;VNN1;MMP25;PLA2G2D;NOD1;CRH;F11R;CCL14;HP;ANXA1;CCRL2;PTGFR;KLRG1;PTGIR;RAC1;CCL24;TNFAIP6;BLNK;S100A9;IL36RN;NFATC4;AZU1;REL;CCL4;CCL23;CYBA;LY75;NAIP;TAC1;IL1F10;PLA2G4B;ADCY1;LGALS9;FUT7
prerank,GO_Biological_Process_2021::response to interferon-gamma (GO:0034341),0.7396965280754811,1.7453731771320522,0.0,0.0009659506540665,0.036,54/64,17.18%,MEFV;CCL5;HLA-DPA1;CCL21;SLC11A1;CCL22;CCL19;AIF1;CCL26;CIITA;IFITM3;CCL7;CCL13;CCL8;CCL17;CCL25;CCL16;IFITM1;XCL2;CCL1;XCL1;STAT1;GBP4;CCL20;CCL15;IRF8;GBP1;CCL18;GCH1;IL12RB1;CXCL16;CCL3;GBP5;IL23R;SIRPA;CCL14;SYNCRIP;BST2;CCL24;CCL4;CCL23;KYNU;UBD;CYP27B1;GAPDH;LGALS9;GBP3;TDGF1;WNT5A;DAPK3;CALCOCO2;GBP2;DAPK1;IFITM2
prerank,GO_Biological_Process_2021::protein targeting to ER (GO:0045047),0.7397885301388482,1.74336239169022,0.0,0.001014568423575,0.039,50/64,12.62%,RPS18;RPS14;RPL13;RPS12;RPL27A;RPL30;RPL31;RPL18A;RPS3A;RPS17;RPL39;RPL18;RPL41;RPL9;RPL26;RPL29;RPL21;RPL23A;RPL34;RPL35A;RPL27;RPS23;RPL35;RPL23;RPL15;RPLP2;RPL14;RPL7;UBA52;RPL10A;RPS13;RPL28;RPS20;RPL24;RPL36;RPL7A;RPS21;RPS9;RPL37A;RPS29;RPS10;SEC61G;SPCS3;MAN1A1;SPCS2;EDEM1;SRP9;SEC63;SPCS1;CHMP4B
prerank,GO_Biological_Process_2021::antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.7542027960660557,1.7382499180706097,0.0,0.0011308759938836,0.045,33/44,13.26%,RPL30;RPL39;CAMP;CXCL9;S100A12;LTF;CXCL1;CXCL13;CXCL5;CCL13;CXCL11;DEFA4;RNASE6;HRG;PF4V1;ANG;RNASE3;PF4;GNLY;CXCL3;CXCL14;CXCL6;S100A7;CXCL2;PLA2G1B;PPBP;DEFB4A;S100A9;HMGN2;RNASE7;DEFB1;GAPDH;ROMO1
prerank,GO_Biological_Process_2021::regulation of T cell mediated cytotoxicity (GO:0001914),0.7963790353427926,1.7368604444732954,0.0,0.0011621420124586,0.0465,20/21,17.09%,KLRD1;HLA-DRA;CD1A;CD1E;LILRB1;CD1B;CD1C;CD1D;HLA-A;HLA-B;XCL1;IL12RB1;FADD;IL23R;HLA-F;RIPK3;CEACAM1;STX7;HLA-E;HLA-G
prerank,GO_Biological_Process_2021::regulation of cell killing (GO:0031341),0.8598993637459977,1.7357361434949368,0.0,0.0011697377118864,0.0475,11/11,14.05%,CFH;NOXO1;IL11;NOXA1;CD55;RAC1;CYBA;CD59;DVL2;CR1L;WNT5A
prerank,GO_Biological_Process_2021::intracellular pH reduction (GO:0051452),0.7625857453844074,1.7341833531989543,0.0,0.0011987995183929,0.049,29/35,14.84%,ATP6V1G3;SLC11A1;ATP6V1C2;ATP6V1B1;ATP6V0A4;ATP6V0A2;ATP6V1E2;ATP6V0D2;TCIRG1;ATP6V1D;ATP6V1B2;ATP6V1A;ATP6V1E1;RAB20;ATP6V1C1;ATP6V1G2;ATP6V1H;RAB7A;ATP6V1F;ATP6V0D1;DMXL2;ATP6V0A1;ATP6V0E2;ATP6V0E1;ATP6V0B;RAB38;SLAMF8;ATP6V0C;ATP6V1G1
prerank,GO_Biological_Process_2021::vacuolar acidification (GO:0007035),0.7971695865494307,1.7322542547488171,0.0,0.0011946257483096,0.0495,19/21,13.16%,SLC11A1;ATP6V0A4;ATP6V0A2;ATP6V0D2;TCIRG1;PPT1;ATP6V1H;ATP6AP2;CCDC115;GRN;ATP6V0D1;DMXL2;ATP6V0A1;CLN5;ATP6V0E2;CLN6;ATP6V0E1;CLN3;TMEM199
prerank,GO_Biological_Process_2021::cellular defense response (GO:0006968),0.7621896467464828,1.7297035351015315,0.0,0.0012950667524457,0.054,31/35,17.27%,LILRB2;PRF1;CXCL9;MNDA;NCF2;TYROBP;KIR2DL4;CX3CR1;CD300C;TRAT1;KLRC2;NCR2;CLEC5A;NCF1;NCR1;CCR6;TCIRG1;GNLY;CCR3;LBP;FOSL1;KLRC3;CD5L;BECN1;SPN;KLRG1;LGALS3BP;IL1RL2;LSP1;HLA-G;DCDC2
prerank,GO_Biological_Process_2021::cellular biogenic amine biosynthetic process (GO:0042401),0.829146564631509,1.7289963273891584,0.0005005005005005,0.0012686368187223,0.054,14/14,17.13%,HDC;DDC;PAOX;SRM;MOXD1;TPH1;SAT1;TPH2;SAT2;ASMT;PNMT;AANAT;PAH;SMOX
prerank,GO_Biological_Process_2021::glycolytic process (GO:0006096),0.7823530304522627,1.7274097259920662,0.0,0.0012833693753268,0.056,24/25,19.00%,HK3;HKDC1;GCK;PFKM;HK2;HK1;PGAM2;GPI;ENO4;PFKL;ALDOB;PGM1;ALDOC;GAPDH;PKM;ENO3;ENO1;ENO2;PGK1;TPI1;PFKFB2;ALDOA;GAPDHS;PGAM1
prerank,GO_Biological_Process_2021::regulation of immune response (GO:0050776),0.7116411999734001,1.7259335837046978,0.0,0.0012778647272709,0.057,110/125,21.90%,CD8A;LILRB2;CD247;CD34;TREML1;CD300LB;KLRD1;CD300E;VCAM1;KIR3DL1;FCER1A;KLRK1;AMBP;FOXP3;CXCL13;HLA-DRA;PILRA;TYROBP;KIR2DL4;PTPN22;FCGR3B;LILRA1;CD300C;CD1A;KLRB1;RSAD2;TREM2;CD300LF;ULBP1;NCR2;NCR1;IRF7;TREML4;FCGR2A;CD8B;TREML2;LILRB1;OSCAR;CD1B;CD1C;ITGB7;CD300A;CD1D;NCR3;HLA-C;HLA-A;CSK;IRF4;IFITM1;B2M;HLA-B;COLEC12;HERC5;PIANP;IL4I1;CD160;NPDC1;CD96;LAIR1;SPN;FGL1;HCST;CLEC4G;PLA2G1B;SH2D1A;SIGLEC7;XIAP;TRAF3;KLRF1;HLA-F;SLAMF6;TIRAP;SAMHD1;SPPL2A;RIPK3;CD226;MICB;RNF135;ICAM3;CD81;MADCAM1;ULBP3;ICAM2;IFNL1;GPR108;COL17A1;PLSCR1;DHX58;LRP8;PILRB;SFTPD;CLEC2B;NCR3LG1;CD300LG;SIGLEC9;HLA-E;BCL6;IRF1;SH2D1B;HLA-G;CLEC2D;CD200R1;JAML;MICA;ADCY7;APPL1;PVR;CD99;ICAM5;FOXP1
prerank,GO_Biological_Process_2021::MyD88-independent toll-like receptor signaling pathway (GO:0002756),0.797570513353856,1.724480119201954,0.0,0.0013014938827308,0.0595,20/20,20.31%,UBA52;UBB;CD300LF;IRF7;TBK1;TLR6;UBE2D1;TICAM2;IKBKG;CHUK;FADD;UBE2D2;IKBKE;TRAF3;IRF3;TANK;UBC;UBE2D3;TICAM1;TNIP3
prerank,GO_Biological_Process_2021::antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.7493900741878533,1.7191184869364662,0.0,0.0014566545091416,0.0675,38/41,21.27%,CYBB;IFI30;NCF2;FCER1G;CD36;CD207;NCF1;HLA-C;HLA-A;B2M;HLA-B;SNAP23;TAP2;PSMB2;NCF4;PSMA2;IKBKG;CHUK;TAP1;PSMA8;HLA-F;PSMB4;SEC22B;CLEC4A;CYBA;VAMP3;PDIA3;PSMF1;TAPBP;PSMD5;PSMD9;VAMP8;CALR;HLA-E;HLA-G;PSME2;PSME1;PSME3
