Bootstrap_Replicate,ctMV_GCN_AUPRC,Degree_Logistic_AUPRC,ctMV_GCN_minus_Degree
47,0.6445753000242717,0.6312430457493532,0.013332254274918465
48,0.6474989006325312,0.62344656031526,0.024052340317271215
49,0.6543451682844029,0.6248196127536166,0.029525555530786285
50,0.6358736451893882,0.616314833845507,0.019558811343881155
51,0.6480555028898464,0.635790364715578,0.01226513817426833
52,0.6645082966157777,0.6276146010873324,0.03689369552844535
53,0.6656418957811957,0.6165267869252228,0.04911510885597292
54,0.6448914788839227,0.6314519366388267,0.013439542245096026
55,0.6602164802794722,0.6267353015317392,0.03348117874773304
56,0.6233575957569798,0.6109713763309378,0.012386219426042011
57,0.6439651680217514,0.6382939063506471,0.005671261671104322
58,0.6641264454858183,0.6320987055696413,0.03202773991617702
59,0.6552978740387534,0.6342574712449219,0.02104040279383146
60,0.6444973462337654,0.6362623690887493,0.008234977145016087
61,0.6423148540986751,0.6273878836735088,0.01492697042516622
62,0.6201427786093648,0.6218651471872517,-0.0017223685778868791
63,0.6407883224324765,0.6281506832074037,0.012637639225072772
64,0.6599774822711362,0.63904803909679,0.020929443174346196
65,0.6447440523789645,0.6143392748714215,0.030404777507543
66,0.652631941156769,0.6214371040764833,0.031194837080285698
67,0.6367005345385243,0.6288739129664285,0.007826621572095793
68,0.645874751356994,0.6193328548979441,0.02654189645904992
69,0.64725840284668,0.6394445824024957,0.007813820444184327
70,0.6780969448102704,0.6110043838530975,0.06709256095717286
71,0.6446920895629243,0.6153320775773424,0.029360011985581913
72,0.6421898576796828,0.6254105014301224,0.016779356249560395
73,0.6531823032306093,0.637458087676417,0.015724215554192345
74,0.6532284339184774,0.6258923280073575,0.0273361059111199
75,0.6525116151730312,0.6214742422325559,0.031037372940475372
76,0.6403062154588047,0.629368427319095,0.010937788139709692
77,0.6441346168729135,0.6189677950261104,0.025166821846803078
78,0.6629835140978737,0.6274943034350153,0.03548921066285837
79,0.6467268095156481,0.6210061840091861,0.025720625506462036
80,0.6487741240430144,0.6271696076506355,0.021604516392378925
81,0.6453274315592826,0.6108680143798131,0.03445941717946954
82,0.6496052514609939,0.631560920373156,0.018044331087837873
83,0.6640477099878291,0.6415451746562744,0.022502535331554774
84,0.6387770828820194,0.6055192004487896,0.0332578824332298
85,0.6465832053220724,0.6324452480734398,0.014137957248632538
86,0.6379885853909354,0.6258171877333968,0.012171397657538607
87,0.6295945180146377,0.6239848603912619,0.005609657623375841
88,0.6375341233095329,0.6406421245452028,-0.0031080012356698994
89,0.6414232137888792,0.6320337562149672,0.009389457573912074
90,0.6526975362449933,0.6211544298005776,0.031543106444415714
91,0.6481013448386753,0.6119417865987494,0.03615955823992589
92,0.6483696516825126,0.6282178074176418,0.020151844264870822
93,0.6510056129446001,0.6282762323580954,0.022729380586504755
94,0.6551138987819957,0.6186816381142356,0.036432260667760064
95,0.6353821522435059,0.6276498608358477,0.007732291407658187
96,0.6603652626357152,0.6293624905629396,0.031002772072775575
97,0.6471420335968633,0.6310397067536404,0.01610232684322288
98,0.6479800692740821,0.6267873457336425,0.021192723540439662
99,0.6619851737405487,0.6247569663550397,0.037228207385508916
100,0.6511916284506304,0.6295369759802126,0.021654652470417757
101,0.6689445031130977,0.6268895253810292,0.042054977732068566
102,0.6468961096724437,0.6259050645069183,0.020991045165525413
103,0.6496548234165447,0.6289558573697724,0.020698966046772238
104,0.6477925420297237,0.63146666072051,0.01632588130921364
105,0.6334937289432255,0.615777839772934,0.017715889170291543
106,0.6540629137371777,0.6281518173643627,0.02591109637281508
107,0.6506248878727705,0.6198086091622815,0.030816278710488976
108,0.6561517139897967,0.6350560105473623,0.021095703442434388
109,0.6504836793266809,0.6323245449739588,0.018159134352722095
110,0.6367202689828009,0.6426792933628612,-0.0059590243800603515
111,0.6432147806343402,0.6225780409044605,0.020636739729879783
112,0.6280232527966919,0.5999284066964768,0.028094846100215065
113,0.6481620800089781,0.6178357727602131,0.03032630724876506
114,0.6469259346290898,0.624267918171929,0.022658016457160812
115,0.6524464676643542,0.6393339548886562,0.013112512775698026
116,0.6529196409003485,0.6373237076877655,0.015595933212583013
117,0.6480045522306016,0.6188782269343998,0.02912632529620185
118,0.6542539282947734,0.6256654688208245,0.028588459473948835
119,0.653813422727387,0.6212820350543676,0.03253138767301933
120,0.6434029746281447,0.6312643143701027,0.012138660258042
121,0.639112334868548,0.6195506718886294,0.01956166297991857
122,0.6458901743451865,0.6338636686402151,0.012026505704971324
123,0.639983359539163,0.6218451917881965,0.01813816775096644
124,0.6446010778691341,0.64990255248157,-0.005301474612435908
125,0.6368375622270962,0.6241196745964084,0.012717887630687819
126,0.641409079648125,0.6223406376806369,0.019068441967488137
127,0.651166675502454,0.6223479087828019,0.02881876671965211
128,0.6486096031363561,0.6086492785548553,0.039960324581500783
129,0.6495218793877268,0.6284610596142547,0.021060819773472073
130,0.638861654232392,0.6265690166553204,0.012292637577071663
