Candidate_Rank,Node_ID,Gene_Symbol,Prediction_Score_Mean,Prediction_Score_SD,Rank_Mean_Across_Seeds,Rank_SD_Across_Seeds,Top100_Frequency_Across_Seeds,Top500_Frequency_Across_Seeds,Clinical_Target_Label,Top_Cell_Type,Top_Cell_Type_Z,Attention_PPI_Mean,Attention_CellTypeSimilarity_Mean,Attention_Pathway_Mean,Score_Drop_Remove_PPI,Score_Drop_Remove_CellTypeSimilarity,Score_Drop_Remove_Pathway,Attention_PPI_SD,Attention_PPI_Q2.5,Attention_PPI_Q97.5,Attention_CellTypeSimilarity_SD,Attention_CellTypeSimilarity_Q2.5,Attention_CellTypeSimilarity_Q97.5,Attention_Pathway_SD,Attention_Pathway_Q2.5,Attention_Pathway_Q97.5,Score_Drop_Remove_PPI_SD,Score_Drop_Remove_PPI_Q2.5,Score_Drop_Remove_PPI_Q97.5,Score_Drop_Remove_CellTypeSimilarity_SD,Score_Drop_Remove_CellTypeSimilarity_Q2.5,Score_Drop_Remove_CellTypeSimilarity_Q97.5,Score_Drop_Remove_Pathway_SD,Score_Drop_Remove_Pathway_Q2.5,Score_Drop_Remove_Pathway_Q97.5
54,19957,RPL10A,0.9153932,0.04849066,281.2,384.7471897233299,0.3,0.8,0,B,1.567988808453467,0.11526825,0.8256218,0.059109908,0.00097075105,0.025530016,0.0037939132,0.20435607,0.0,0.514555948227644,0.33554548,0.11184877809137106,1.0,0.17490613,8.494139153169563e-23,0.43625588566064855,0.028997395,-0.04126657545566559,0.05474730134010317,0.16296116,-0.09983587116003037,0.3612982466816903,0.016291257,-0.009945343434810638,0.0379205033183098
55,4726,CST2,0.91514826,0.06403501,226.7,313.04988952774494,0.4,0.9,0,Fibroblasts,3.7399340255875884,0.25009716,0.6127573,0.13714549,0.26794326,0.12914774,-0.023088027,0.25462168,2.324149891386185e-06,0.7495996303856374,0.3192843,0.04668045453727245,0.9572638764977456,0.16718206,4.651763065339765e-05,0.4803101688623429,0.24259445,3.983080387115479e-06,0.6006074458360672,0.2901722,-0.09449853748083115,0.682566373050213,0.02883535,-0.08343972116708756,-5.4232776165008464e-05
56,9668,ITGAX,0.9126908,0.030915042,215.5,148.5397440268279,0.1,0.9,0,M2,1.862852459044883,0.13453552,0.7019535,0.16351102,0.17259748,-0.0051357956,-0.019617576,0.13080783,2.3393368209223555e-08,0.3393778190016747,0.28662127,0.12135967686772346,0.9860884621739388,0.20133696,0.00027376248935979676,0.5740207813680174,0.1784219,1.3411045074462891e-08,0.45602233633399014,0.1560342,-0.11042490750551223,0.33327685520052924,0.035313036,-0.09127247631549835,0.010527889430522923
57,20030,RPS13,0.91156006,0.034581795,261.2,233.26275122940464,0.3,0.8,0,B,1.8017741457549217,0.11057778,0.82235384,0.067068286,0.010776585,-0.0091536585,-0.0012624084,0.1879703,0.0,0.46993341669440275,0.33394855,0.11612142696976661,1.0,0.2005944,2.612883872471484e-25,0.4992248281836512,0.041804932,-0.024670569598674773,0.10014759898185734,0.15625814,-0.11699215769767761,0.3309952333569528,0.0033052207,-0.008068661391735076,0.0012009069323539736
58,14749,PRF1,0.91064703,0.06488267,248.4,281.15405029983117,0.5,0.8,0,CD8Tem,2.9442572022306392,0.25694513,0.5789491,0.16410586,0.29982084,0.022617083,-0.01878584,0.21689689,4.829543232866274e-09,0.5748677879571915,0.26603907,0.09384327828884126,0.9581261768937112,0.13961987,0.0005318280349456472,0.4058161184191704,0.21701331,2.6822090148925782e-08,0.5410127311944962,0.13121347,-0.05139647275209427,0.3096308052539827,0.01863445,-0.054049530625343324,-0.00012278854846954325
59,1737,APOA2,0.9100057,0.05928151,240.8,287.17311851912604,0.4,0.9,0,Epithelial,3.3287384727796367,0.26007882,0.59971124,0.14020991,0.2694443,0.12671772,-0.026394015,0.27459762,6.299192698122624e-06,0.8095354057848455,0.32349682,0.0389393812045455,0.9468333676457406,0.16358343,4.8750496353022756e-05,0.4634364463388921,0.24657185,9.581446647644043e-06,0.602708050608635,0.29373485,-0.08612962812185287,0.6838943697512151,0.029362986,-0.08585539311170579,-4.9357116222381534e-05
60,4460,COLEC11,0.9098848,0.054436475,217.75,182.51563859936314,0.3,0.9,0,Fibroblasts,3.0148186084179085,0.20699258,0.6418867,0.15112069,0.24795878,0.09072712,-0.02170707,0.1970591,3.913182249561942e-05,0.5716427594423296,0.3008719,0.06762873567640781,0.9332380861043931,0.19197889,4.239358004269889e-05,0.5545589849352838,0.22926842,4.065632820129395e-05,0.5660433992743492,0.2529342,-0.11167772114276886,0.5989577859640123,0.020443812,-0.05744675099849701,-4.715472459793084e-05
61,11676,MASP1,0.9089305,0.04795108,211.9,145.9889265207011,0.3,1.0,0,Fibroblasts,3.0515422386249393,0.21338315,0.64049035,0.14612651,0.24286608,0.05325315,-0.017019605,0.21214487,2.7298142549625484e-05,0.6061797440052034,0.30818003,0.06367245092988014,0.9448079064488412,0.18583041,8.476922121190001e-05,0.5341565579175951,0.22647338,2.5995075702667236e-05,0.5531014680862427,0.21066111,-0.10583204627037049,0.4978452861309053,0.016421705,-0.04934985935688019,-7.587820291519153e-05
62,2703,C14ORF2,0.90859205,0.12040096,716.4,1494.7242926744423,0.7,0.7,0,Oligodendrocyte,1.6322109428089893,0.14045952,0.55590045,0.30364,0.19497475,-0.028162599,0.20214018,0.21391137,2.3905243059327267e-39,0.5647134475409986,0.30146372,0.08280762918293477,0.9570433229207993,0.29464337,4.19355270113767e-14,0.7167757496237754,0.254041,0.0,0.6504223167896271,0.06820244,-0.16007822155952453,0.06663361340761188,0.27735162,-0.1092720165848732,0.5558508619666099
63,2143,ATP5B,0.907316,0.1033982,572.3,1087.989690514881,0.5,0.8,0,pDC,1.2970419311444723,0.12143928,0.5684427,0.310118,0.19267026,-0.07793878,0.1806142,0.16933067,2.3464308398487107e-31,0.42771597579121595,0.27527764,0.09325964860618115,0.9597682729363443,0.28379124,9.667313694353141e-12,0.7391524195671082,0.2427411,0.0,0.6268940635025502,0.10465626,-0.29956901222467425,-0.0068689614534378045,0.25978905,-0.09461087584495545,0.5084676198661328
64,3626,CD34,0.9072544,0.04234997,217.6,120.68526560161905,0.3,1.0,0,Endothelial,3.4322471441614835,0.19960126,0.6387081,0.16169065,0.23731875,-0.002268666,-0.014952332,0.2091824,7.501974816012668e-09,0.5737934201955797,0.30534545,0.07967953458428384,0.9688083186745644,0.19766964,0.00035790195679510364,0.5584416411817075,0.21553548,2.6822090148925782e-08,0.5258151672780514,0.11949299,-0.09176804423332215,0.2551273286342622,0.028577866,-0.07643546462059021,0.0032384261488914495
65,5589,CYC1,0.9063759,0.116285235,698.9,1379.3783986516053,0.6,0.7,0,Epithelial,1.682770993979031,0.17956705,0.47176686,0.34866613,0.21391281,-0.07080643,0.18828079,0.2586826,2.3044046128379006e-31,0.6735208362340929,0.28058076,0.07004621401429176,0.9180690690875055,0.3065871,3.822153305660381e-11,0.7405207619071007,0.2655312,0.0,0.669896398484707,0.113600925,-0.3217845395207405,-0.00960336476564407,0.2807881,-0.1226499155163765,0.5367648735642433
66,2155,ATP5J2,0.9056212,0.106894925,608.1,1080.0614643003735,0.6,0.7,0,Epithelial,1.6665591251754743,0.1457665,0.5397518,0.31448165,0.18765739,-0.07303122,0.18196149,0.20960025,6.49951641084847e-34,0.5467778377234936,0.274864,0.10265273451805115,0.9434230118989946,0.28039026,2.66367715644894e-12,0.6805451780557632,0.24153145,0.0,0.6279031425714494,0.10438566,-0.2984887033700943,-0.006370744109153747,0.26413777,-0.11386317908763885,0.5307475790381432
67,3181,CALML3,0.90514964,0.078453906,347.3,599.3186965213083,0.4,0.8,0,Epithelial,3.7416573867739413,0.28930792,0.5775512,0.13314089,0.29491645,0.12400635,-0.026605178,0.30343089,2.092419707586807e-08,0.8721808329224587,0.3227484,0.022973241982981563,0.9705331072211266,0.1422478,0.00016303324900945881,0.3703785039484501,0.2457966,5.3644180297851564e-08,0.6149056762456894,0.2807785,-0.07631949931383133,0.6706436194479466,0.036319334,-0.10291481763124466,-0.0001605182886123655
68,8312,GPX5,0.90502846,0.056926634,252.5,219.84097788072987,0.2,0.8,0,Epithelial,3.219162430021182,0.24971084,0.5810774,0.16921179,0.27124014,0.04534183,-0.023609096,0.2659654,6.33353762729931e-09,0.7619793325662615,0.30640185,0.053941643331199884,0.9648979529738426,0.17906533,0.00027282932060188617,0.504315545409918,0.21801002,1.3411045074462891e-08,0.539081159234047,0.17600606,-0.06339029520750046,0.4239652313292028,0.025613066,-0.07443645894527436,-0.00015516430139541604
69,23227,TREML1,0.9046887,0.06250772,273.8,302.88531016064667,0.3,0.9,0,pDC,3.2915852149111466,0.2930867,0.5800604,0.12685283,0.27147642,0.11612773,-0.026560605,0.2877215,5.659405223923386e-05,0.8445614770054819,0.31464493,0.032794514065608384,0.9204032093286515,0.13180573,7.879696968302597e-05,0.378961979597807,0.24127929,6.520897150039673e-05,0.6025164663791657,0.27700117,-0.08090979605913162,0.6472805775702001,0.025769651,-0.07664514034986496,-7.360726594924917e-05
70,2145,ATP5D,0.90418184,0.12829296,840.9,1839.5283483666253,0.7,0.7,0,pDC,1.3989297394184212,0.15295799,0.5612646,0.28577745,0.19810762,-0.028651152,0.2033778,0.22810763,2.5864187897205527e-39,0.6025286771357061,0.29349494,0.07305200211703777,0.9579555153846742,0.2871102,1.7107606597890988e-14,0.7266959041357041,0.26006275,0.0,0.6547445297241211,0.07254386,-0.16695765405893326,0.07465824410319331,0.27252844,-0.10724593847990035,0.5506624400615692
71,23829,UQCRC1,0.9037244,0.1034325,605.2,1007.0371062345884,0.6,0.7,0,cDC2,1.9129213109309218,0.17608114,0.48602718,0.33789164,0.2057468,-0.069587715,0.17805989,0.24885817,1.2340453144244571e-29,0.6416261315345766,0.27246147,0.08008347302675248,0.9188402980566026,0.28888232,2.0318509652561544e-10,0.6839229360222816,0.2558641,0.0,0.6538936033844949,0.09729018,-0.2833818331360817,-0.012967878580093382,0.2750798,-0.12751499712467193,0.5273390807211399
72,3620,CD300LB,0.90336883,0.07962077,351.9,513.0318270395663,0.3,0.8,0,pDC,2.9204289654135924,0.25537357,0.591447,0.15317947,0.28986588,0.11454473,-0.029472638,0.25106293,3.938201439268596e-06,0.7401116266846659,0.30684775,0.049255102127790454,0.9303817883133889,0.17712462,3.182004425070773e-05,0.5144247300922872,0.23807143,6.89476728439331e-06,0.5911665916442871,0.26487836,-0.07607964873313904,0.6329793073236943,0.032069195,-0.0914376437664032,-3.0113756656646682e-05
73,4728,CST4,0.90325105,0.07645329,342.8,521.8177204094677,0.4,0.8,0,Fibroblasts,3.549079158251342,0.28169173,0.58869153,0.12961681,0.28744692,0.11950848,-0.025057394,0.28246883,2.6910946282043826e-06,0.8281248778104784,0.3200771,0.03990451833233237,0.9543226018548012,0.14081854,5.473365217767423e-05,0.3933042578399182,0.24601573,5.109608173370362e-06,0.6164603009819984,0.28050137,-0.08662844598293304,0.6601852327585221,0.0316989,-0.09178499579429626,-5.7940185070037756e-05
74,9762,JUN,0.90323365,0.03571138,256.2,196.42912207715025,0.1,0.9,0,Fibroblasts,2.4191482332714105,0.07057245,0.7642575,0.16517003,0.0977728,-0.077321805,0.021847611,0.112028785,1.7928787143440601e-16,0.27406854182481766,0.28166494,0.17418538331985475,0.9913388520479203,0.21198481,2.8413478574407237e-07,0.5989897385239603,0.175889,0.0,0.4487711898982525,0.049391836,-0.14753198474645615,-0.00913039743900299,0.06834928,-0.05559493601322174,0.15787457823753362
75,22642,TMEM119,0.90280324,0.057874415,260.5,248.07133830591735,0.1,0.8,0,Fibroblasts,3.739406356852721,0.22634907,0.61823356,0.15541741,0.2547269,0.08477308,-0.02684977,0.2063819,1.2378421854464251e-05,0.5960093185305596,0.2907763,0.07753226198256016,0.9319627419114114,0.17804667,0.00013967827544547617,0.5193708442151548,0.22545396,1.625567674636841e-05,0.56084004342556,0.23759133,-0.08871934860944748,0.5620826840400697,0.025528159,-0.07427641302347184,-0.00012137144804000836
76,20304,SCARA5,0.9025634,0.07949409,383.7,527.3963405257947,0.3,0.8,0,Fibroblasts,3.7376456749799107,0.15555577,0.6299786,0.21446562,0.25336245,0.0821207,-0.03905595,0.22704569,2.3789604639566844e-23,0.6373291738331319,0.32506064,0.044442623294889926,0.9852714836597443,0.26631814,5.3142534355704596e-08,0.7405964225530626,0.22219953,0.0,0.5322860345244408,0.23785858,-0.13177325576543808,0.5674375757575036,0.047872994,-0.12123787105083465,-2.682209014892574e-08
77,3184,CALML5,0.9025086,0.08259519,383.7,674.8352967782419,0.4,0.8,0,Epithelial,3.718519810370359,0.2913534,0.57527816,0.1333684,0.29448178,0.121266946,-0.02702812,0.30555132,2.438158792535117e-08,0.8784997180104257,0.32234392,0.02056976119056344,0.9688178479671479,0.14233847,0.0001639186053580488,0.3671523742377758,0.24537253,8.046627044677735e-08,0.6160288020968437,0.27714136,-0.07685156762599946,0.6629717752337456,0.037152234,-0.10488127917051315,-0.00016031265258789038
78,23083,TPSD1,0.9022315,0.075169764,340.3,422.38319884515613,0.4,0.8,0,Mast,3.7411344141534255,0.14510436,0.6845687,0.17032692,0.26366132,0.107683346,-0.03666144,0.1092771,7.138324887856484e-07,0.31251678206026556,0.2611743,0.1443703460507095,0.9551294937729836,0.2512259,1.305502067765474e-05,0.7039695590734484,0.20239818,1.099705696105957e-06,0.5224457651376725,0.2895964,-0.166933137178421,0.6698431611061098,0.05445853,-0.14858407378196717,-1.2351572513580303e-05
79,23826,UQCR10,0.9019893,0.100455284,585.1,999.3553977995573,0.5,0.7,0,M2,1.7661994703874238,0.15526839,0.5849676,0.25976402,0.18479702,-0.07818254,0.17432174,0.21894749,1.9405235598159007e-32,0.5594050563871862,0.2733933,0.09409621879458427,0.9598179206252099,0.24302574,6.003215632932602e-12,0.6382058143615723,0.24034128,0.0,0.6203741431236268,0.10031289,-0.2924767330288887,-0.01046413481235504,0.25086364,-0.11173703372478486,0.5156581625342369
80,20704,SHFM1,0.9017976,0.112939686,688.8,1309.5582630965466,0.6,0.7,0,Epithelial,2.5550664120066964,0.1905887,0.46229678,0.3471145,0.20069656,-0.06880128,0.20664378,0.28560653,6.406526276180835e-33,0.7486509822309019,0.2856612,0.054582719970494506,0.9285764753818513,0.30549613,7.09255587203958e-11,0.7278774425387383,0.26312748,-4.6193599700927736e-08,0.6682944446802139,0.10911346,-0.30982499569654465,-0.006391979753971096,0.2857533,-0.11172356754541397,0.5591110900044441
81,23831,UQCRFS1,0.9014532,0.12596045,843.8,1789.7968723976596,0.6,0.7,0,pDC,1.7892121579482743,0.164825,0.5054453,0.32972962,0.20597377,-0.07740829,0.18870139,0.23446098,2.0893638463646526e-32,0.6051596984267236,0.277302,0.08085251674056054,0.9252352342009545,0.29238564,1.593335238053717e-11,0.6932015210390091,0.25917977,0.0,0.6608868896961213,0.12464206,-0.3525920554995537,-0.00908158868551254,0.27523494,-0.11690255999565125,0.5373256117105484
82,847,ACAN,0.9014279,0.09147373,432.1,717.5238981695625,0.4,0.8,0,Fibroblasts,3.554246548138755,0.24170995,0.60049665,0.15779337,0.29934764,0.11513815,-0.026167,0.23266691,4.877104067002591e-06,0.6806988045573236,0.30701566,0.04580169394612313,0.9518329575657845,0.19907103,3.9121204372349895e-05,0.5726009957492353,0.24567297,9.401142597198486e-06,0.6049018561840057,0.26614818,-0.09157600551843643,0.6377480745315552,0.035108123,-0.09707896262407303,-4.306733608245843e-05
83,7353,FCN2,0.9012454,0.060530778,275.8,258.6425246465777,0.3,0.8,0,Endothelial,3.7244730263675754,0.23405921,0.6091954,0.15674528,0.26398826,0.08660343,-0.026086157,0.22277707,3.09618221024266e-05,0.6493497133255006,0.29991624,0.06086790394037962,0.9323088109493256,0.18627813,0.00011440221496741288,0.5407971881330015,0.22918811,3.64348292350769e-05,0.5670716822147369,0.24528338,-0.09817147701978683,0.5845636650919915,0.024752598,-0.071904456615448,-0.0001133784651756285
84,3205,CAMP,0.90092593,0.09269268,448.3,694.5446229964879,0.4,0.7,0,M2,3.7228325041318757,0.27499467,0.5795947,0.14541064,0.3064734,0.09614729,-0.022452991,0.26949257,1.773799588100644e-07,0.7911587357521058,0.30894834,0.041249176114797594,0.9551115214824677,0.15536176,0.00011259849570706137,0.437209002673626,0.23960939,4.291534423828125e-07,0.6035371243953704,0.2406455,-0.07669983208179473,0.5928191415965558,0.025206558,-0.07231712639331818,-9.77098941802977e-05
85,2157,ATP5L,0.90071666,0.09873068,548.0,862.4869725264132,0.4,0.7,0,pDC,2.061810525746334,0.15841112,0.66417307,0.17741576,0.057092242,-0.02108776,0.069566205,0.29307997,0.0,0.7738900750875475,0.35945347,0.03291034176945687,0.9975300341844558,0.22072881,2.974487187022303e-22,0.573775626718998,0.11193886,0.0,0.30279875844717036,0.15712409,-0.253818054497242,0.26560062021017083,0.113950364,-0.08188360184431076,0.231061090528965
86,19980,RPL28,0.900574,0.034997042,311.5,264.8216380887332,0.3,0.8,0,B,1.4739172457733225,0.08807149,0.84141827,0.07051024,0.00576517,0.039103925,0.008257246,0.14685978,0.0,0.3531733058393002,0.31966907,0.14744522254914047,1.0,0.21473819,5.402906671521896e-26,0.531727083027363,0.03814766,-0.02754959911108017,0.0851597756147385,0.21965204,-0.13339217156171798,0.45008364468812945,0.029286856,-0.00773470252752304,0.07079158723354342
87,8834,HLA-DQB2,0.90055406,0.082593426,374.8,480.5961113265714,0.4,0.8,0,pDC,3.1731069911823324,0.14264135,0.6531498,0.20420882,0.28812414,0.07924912,-0.030727874,0.16762604,2.2336534352053577e-19,0.4764668561518193,0.29706773,0.08381687346845866,0.977512013912201,0.25523633,1.7493549611304754e-06,0.7315411560237409,0.21713042,0.0,0.5476682424545288,0.22648692,-0.08913162648677826,0.556612614542246,0.040541753,-0.11595387160778045,-7.24196434020995e-07
88,10214,KLRD1,0.90047455,0.07127668,346.1,446.5495990866462,0.2,0.8,0,CD8Tem,3.058942242631863,0.2483532,0.57196236,0.1796844,0.31069857,0.04352337,-0.02729569,0.24342154,4.588601315328738e-11,0.686393915116787,0.28417453,0.0702698402106762,0.9636408552527428,0.15584628,0.00017370457919696491,0.429522304981947,0.2224299,0.0,0.5384432315826416,0.16351676,-0.06246547102928161,0.38868847563862813,0.025494432,-0.07298527210950852,-4.8390030860900806e-05
89,8315,GPX8,0.9003895,0.037011106,242.6,95.27993842707218,0.0,1.0,0,Fibroblasts,3.643056732054782,0.20790978,0.62430704,0.16778316,0.23050722,-0.002442062,-0.02036317,0.22723198,3.1256641991133338e-09,0.6403413116931916,0.30425194,0.07573579475283623,0.9636804029345513,0.18450719,0.0004065120952873258,0.5245186388492585,0.20803349,0.0,0.5007099241018296,0.120166294,-0.09276090413331986,0.2557988941669465,0.030163163,-0.08496705740690232,-8.113980293273913e-05
90,6407,EEF1A1,0.90037096,0.036501482,322.05,293.9681057907851,0.1,0.8,0,B,1.6816288409607665,0.03463293,0.88697255,0.07839462,0.0037204088,0.1653434,-0.0006925881,0.06913752,0.0,0.18530164267867807,0.3097415,0.21107085943222045,1.0,0.24561125,7.757232951380342e-26,0.6036274597048762,0.008836041,-0.0026563167572021484,0.022727057337760932,0.2651024,-0.14364741295576094,0.4904039017856121,0.0017530582,-0.0045748516917228695,0.00028193891048431405
91,3564,CCR7,0.8991996,0.06316677,308.4,282.5495826694258,0.2,0.7,0,B,2.3586862067791476,0.25748688,0.5781627,0.16435046,0.26509982,0.019566745,-0.022847539,0.20467028,3.09332529866424e-06,0.5226119831204414,0.25185314,0.11332070603966712,0.9298063412308694,0.12908381,0.0004848202046559891,0.3771907355636359,0.20317101,4.282593727111817e-06,0.5500233098864555,0.13941643,-0.05916350930929184,0.3212803974747659,0.018074837,-0.05050030499696732,-0.0002091303467750546
92,3970,CFP,0.8990509,0.04825993,272.6,165.17546226160025,0.3,1.0,0,pDC,2.635429076013598,0.18949111,0.65618587,0.15432301,0.24383494,0.0075731995,-0.013056695,0.18693747,6.59815448500467e-06,0.5401726685464383,0.30273384,0.07119330912828445,0.9439962103962899,0.1943695,8.407753957726528e-05,0.5546073615550996,0.21432896,6.468594074249268e-06,0.5323294252157211,0.17618348,-0.1280389592051506,0.3889968365430833,0.018280884,-0.050265350937843324,0.005302216112613681
93,14744,PRELP,0.8987826,0.026176978,301.5,186.25743833021363,0.2,0.8,0,Fibroblasts,3.737527393786005,0.2378285,0.6489333,0.11323824,0.1761626,-0.014425987,-0.013218397,0.26116097,0.0022283322985458655,0.685829044878483,0.34066713,0.06678626164793969,0.9674105122685432,0.13669017,0.0015979396761395038,0.3835087597370148,0.21607511,-0.0008389085531234741,0.5027495183050633,0.12448829,-0.12865282744169235,0.24529168903827675,0.018811967,-0.04634183794260025,0.002676871418952943
94,7537,FMOD,0.89828956,0.026168687,270.6,109.3152424057241,0.2,1.0,0,Fibroblasts,3.7268726449513476,0.2470351,0.6046233,0.14834163,0.199725,0.07073081,-0.0276169,0.23335226,0.0034617264693224572,0.6523960068821908,0.29973915,0.07012307196855545,0.9108561754226685,0.15019111,0.0013200461748056115,0.4301195904612542,0.22567335,-0.0006778508424758912,0.5416052520275116,0.24062464,-0.10500586181879043,0.5621289998292924,0.02112359,-0.05405482202768326,-0.000984397530555724
95,20040,RPS20,0.89821184,0.037619356,320.7,255.39949099401116,0.2,0.9,0,B,1.5803780480473983,0.100585416,0.82882583,0.07058877,0.012384176,0.023810005,-0.0006715298,0.16727245,0.0,0.40664994269609456,0.327021,0.13180473037064078,1.0,0.21328041,5.0282871464599405e-26,0.5290912732481958,0.045926247,-0.02045655846595764,0.11090799719095235,0.20353466,-0.1376081109046936,0.4002693131566048,0.002478163,-0.006081511080265045,0.0013051941990852357
96,15361,RARRES2,0.8981703,0.023697045,315.8,201.85076995972378,0.3,0.8,0,Fibroblasts,3.7310104828308384,0.18382236,0.7198452,0.09633253,0.14631335,-0.07829248,-0.013266265,0.2113843,3.203574914323326e-06,0.5184627540409565,0.34762105,0.10084480978548527,0.9997703567147255,0.16869693,3.3711376363498855e-05,0.43755372017622,0.1831117,-6.914138793945312e-07,0.4271013528108597,0.034372285,-0.11799634397029876,-0.018062806129455558,0.023775032,-0.05971026718616486,0.0017443224787712104
97,3652,CD7,0.8981563,0.04860195,359.8,393.51684984395666,0.2,0.8,0,CD8Tem,1.947152281410417,0.31661114,0.6247514,0.058637492,0.15800592,-0.037482597,-0.007968563,0.31846496,2.9684744379210316e-05,0.838637875020504,0.32917267,0.05879754200577736,0.9851488649845124,0.04150446,0.0008654888762976043,0.10369050335139036,0.17292145,3.935396671295166e-06,0.4848046511411668,0.06434177,-0.1202750027179718,0.08806164860725407,0.010532938,-0.022851599752902983,0.005038659274578096
98,10231,KNG1,0.8978373,0.07420093,358.0,402.21939839401637,0.3,0.7,0,Epithelial,3.220669911474539,0.31688765,0.5721453,0.11096714,0.27473918,0.11024769,-0.024026895,0.30426413,0.0005508306516276207,0.8745625942945481,0.3173452,0.02678589466959238,0.9131423637270928,0.10992994,0.00011678931550704875,0.30325047597289084,0.24771273,0.00037456154823303225,0.6267773315310479,0.27545503,-0.10048248022794723,0.6369266912341118,0.028197486,-0.08225965201854706,-0.000125165283679962
99,2820,C1R,0.89764273,0.05875694,368.8,426.32116219269875,0.3,0.8,0,Fibroblasts,3.7248035146736207,0.07125373,0.8034229,0.12532341,0.1373554,-0.08562935,-0.012982452,0.07927426,2.860369032776922e-10,0.17422469332814217,0.31726274,0.1328022176399827,0.999922190606594,0.26286542,3.4769489460018122e-06,0.7037955284118654,0.16767563,0.0,0.39813743680715563,0.06327928,-0.19874191284179688,-0.0065672874450683535,0.032168828,-0.08419866859912872,0.004848092794418337
100,12310,MS4A10,0.8972748,0.063662305,319.5,312.258173098266,0.3,0.8,0,Epithelial,2.6331582613371585,0.2821514,0.58687204,0.13097651,0.26622647,0.11291331,-0.029669672,0.2856337,0.0003573828682419844,0.8381926894187929,0.31595674,0.031868907436728475,0.8875428766012192,0.13808443,3.998502579634078e-05,0.40382425561547286,0.24295832,0.00029890388250350955,0.6096209466457367,0.28155655,-0.09065757244825363,0.6400598496198655,0.027942609,-0.08116933405399322,-4.298985004425043e-05
