symbol,globalScore,maxClinicalTrialPhase,chembl
INSYN2B,0.0687418529713545,,
MAPK15,0.0686675263561346,,
FOLR3,0.0686298230463781,,
ST8SIA6,0.0685531619233238,,
CYBB,0.0684232548475827,,
F11R,0.0682589227238231,,
SLC25A13,0.0682041517965253,,
HLA-DQB1,0.0681280402614998,,
MMUT,0.0681119555142168,,
IGF2R,0.0680576954106237,,
HSF5,0.0680026932619851,,
DUS4L,0.0679205644053885,,
WNT2B,0.0678051733618703,,
EAF2,0.067692910338324,,
EIF3F,0.0676331134073004,,
SHH,0.0676233307502329,,
LRRC34,0.0675715371340353,,
DVL3,0.0675632913084499,,
UBQLN2,0.0675433876314686,,
CXCL1,0.067532734845251,,
STK16,0.0674277912658089,,
MS4A15,0.0673898630053036,,
EHF,0.0673393856621284,,
RBM24,0.0672635335526157,,
CUL7,0.0672635335526157,,
AKR1B10,0.0672079577589256,,
LINC01116,0.0671900389485809,,
THY1,0.0670561690003943,,
CAMP,0.066908313677092,,
TASL,0.066893953697931,,
TM4SF4,0.0668690454208434,,
SUMO1P3,0.0666219018604547,,
PSMC4,0.0666194379947568,1.0,
ICMT-DT,0.0664705794421755,,
MRPL42,0.0664584528650841,,
UBE3A,0.0664336451793573,,
EPHA5,0.0664012796055636,1.0,
MCM7,0.0662747613057115,,
NAMPT,0.066184708403635,0.5,
NAGS,0.0661547939885616,,
NBAS,0.0661547939885616,,
NAGLU,0.0661547939885616,,
CCL21,0.0660521340975691,,
ZDHHC4,0.0660418668107413,,
KCTD9,0.0659700040612192,,
ICAM5,0.0659457760485232,,
SERINC2,0.0659002441731217,,
NUDT3,0.0657852141338769,,
MDFI,0.0657852141338769,,
STAT1,0.0657631822178118,,
HACE1,0.0657537998462287,,
STARD13,0.0655325463826566,,
ESM1,0.0653848359579685,,
LPCAT1,0.0653709265229966,,
IL22,0.0653002432356739,0.5,
YTHDF1,0.0651638081544392,,
AQP1,0.0651500600167824,,
TRIM23,0.0650634942357909,,
ABHD11,0.0649942930920589,,
PROM1,0.0649731358524406,,
NR5A2,0.0649331272466871,,
CHURC1,0.064912595032538,,
IGFBP3,0.0648580263057662,,
SMS,0.0647715387213333,,
TRPV1,0.0645827528051591,1.0,
ALOX15,0.0645329393722761,,
HAVCR2,0.0645176976501835,0.75,
IRAG2,0.0644916846424804,,
TP53I3,0.0644916846424804,,
LNCAROD,0.0644762854818686,,
NEK2,0.0644185811303326,,
ALYREF,0.0643290627498748,,
CBLIF,0.0643068947151381,,
SPANXC,0.0643068947151381,,
MCL1,0.0642152564488881,0.75,
PKD2,0.0641734353231686,,
NUTM2A,0.0641446776526164,,
DAP3,0.0640510507560963,,
SFTPB,0.0638554982870752,,
G6PD,0.0638532997757229,,
SERPINB9,0.0638407962233811,,
NECTIN2,0.0638069803710538,,
ADM,0.063785566777247,0.5,
E2F1,0.0635719720367789,0.75,
F3,0.0635502826237419,1.0,
PRODH,0.063542024788544,,
XRCC4,0.0633792492798795,,
SCARB1,0.0633132256406466,,
HSD17B12,0.0631050458159239,,
CD82,0.063082231946097,,
MAP3K21,0.0630133652237416,,
SPC24,0.0630082321702043,,
USP7,0.062999496143917,,
GRK6,0.0629281439642793,,
WDHD1,0.062895304992384,,
KARS1,0.0628080430822501,,
ILF3,0.062726119547795,,
MBD2,0.0626808653005968,,
SLC2A3,0.0626634532653071,,
PGD,0.0626323479580454,,
IL15,0.062596698152352,0.5,
CPOX,0.0625907380985362,,
LINC00426,0.0625308581912366,,
DDAH2,0.0622916453256556,,
PANX1,0.062209408639621,,
GCDH,0.0620894155870299,,
PDZK1IP1,0.0620688833728807,,
NOTCH4,0.0620182627480629,,
LARP1,0.0619901297608754,,
INTU,0.0618840934455384,,
ABCG1,0.0618522685136072,,
COX6B2,0.0616069085545248,,
POU5F1P3,0.0615078352658687,,
POU5F1P4,0.0615078352658687,,
CXCL13,0.0613411756510949,,
UBB,0.0612225063498074,,
SNAI2,0.0611535587409592,,
CNKSR1,0.061144933736169,,
SNAI1,0.0611362817155708,,
LSAMP,0.0611141354149452,,
STAMBP,0.0610090104785016,,
EME1,0.0609806760229758,,
IRF1,0.0609581382780437,,
YY1,0.0609437099007587,,
CLU,0.0608417310539879,0.75,
RNF34,0.0607958860956334,,
BMX,0.0607863932094561,1.0,
PRKDC,0.0607237320307693,0.5,
CXCL17,0.0605927794712329,,
RHOF,0.0605905639541419,,
PSMG3,0.0605443664723063,,
NLRC4,0.0604364399648727,,
SMYD4,0.060347296958164,,
HOXA7,0.0602969532918091,,
HIF3A,0.0602234675303585,,
BIRC7,0.0602038271298993,,
NRP1,0.0601905287576119,0.5,
GOLM1,0.0600651756501705,,
LIN9,0.060056726386264,,
DTYMK,0.0599981519130785,,
SASH3,0.0599694644761301,,
LINC00520,0.0599335331013691,,
HOXA10,0.0599062603547672,,
PHLPP1,0.0598310773527649,,
EEF2K,0.0598308720306234,,
EBP,0.0598308720306234,,
DUSP4,0.0598127478677736,,
MEF2C,0.059789807602325,,
MTCH2,0.0597590092811013,,
AHNAK,0.059757479345144,,
SOD1,0.0596092442437442,1.0,
XRCC6,0.0596008686649686,,
TFAP2C,0.0595920478441927,,
ITGAX,0.0595884806649526,,
YWHAQ,0.0594672339472985,,
EGF,0.0594557050909782,,
SPTBN2,0.0594173532376595,,
MCEMP1,0.0593853229835868,,
P4HB,0.0593715260051845,1.0,
RPL11,0.0593204160453888,1.0,
SPRY2,0.0592746030187875,,
HDAC11,0.0591747525567439,1.0,
LRRK2,0.0591400670595,,
DDX52,0.0591327767495523,,
VCP,0.0591275284642009,,
DLG2,0.0590814462141794,,
RBP1,0.0590488900840096,,
HSDL2,0.0590440775844279,,
IRS2,0.0590073693529424,,
GATA5,0.0589479868222099,,
BBS9,0.0589274546080607,,
HAMP,0.0589052672460363,0.25,
MAGEA4,0.0588325957786917,1.0,
FOXP3,0.0588056903381626,,
CH25H,0.0587631968948675,,
SLC33A1,0.0587330994620284,,
TPD52L2,0.0586272736372002,,
PAICS,0.058524043896144,,
IFI27,0.0585235504576894,,
NOS3,0.058498947298768,0.75,
SOD2,0.0584883225428972,,
LINC00996,0.0584823162053072,,
CSE1L,0.0584144536236858,,
CCR6,0.0584090494965336,,
TBX22,0.0583936170401828,,
TXNDC9,0.0583936170401828,,
PKP3,0.0583175290668351,,
ARL4C,0.0582841386690816,,
IL1F10,0.0582796632516551,,
P3H2,0.0582336951685876,,
SMAD7,0.0582240209105958,0.75,
GTPBP4,0.058196097140068,,
NUP62CL,0.0581780287916168,,
ORC6,0.0581698033352137,,
PIF1,0.0581494802659894,,
NCL,0.0580880143175734,,
NMNAT2,0.0580240371854981,,
EIF4E,0.0579452043155308,,
MTBP,0.0579008439006032,,
CHAC2,0.0578803116864541,,
CYP27A1,0.0578439279977238,,
FGF8,0.0578392472581558,,
TNKS,0.0577074797123979,0.5,
GOLGA2,0.0576544573308134,,
CEBPB,0.0576235099131542,,
S100A4,0.0576159972103942,,
GCG,0.0575613083553324,,
NR1D1,0.0575281716430528,,
STAMBPL1,0.0574696674034711,,
UBC,0.057467638712168,,
PAK2,0.057445807051072,,
PSMD9,0.0574369807259297,,
H3P23,0.0574337700959737,,
ZNRD2,0.0574337700959737,,
DCTN6,0.0574337700959737,,
TMED7,0.0574337700959737,,
SNHG20,0.0573567402256508,,
SIRT6,0.0573515614285751,,
CRKL,0.0573102789082686,,
MSR1,0.0573027789811296,,
CBLL2,0.0573002157662725,,
MUL1,0.0573002157662725,,
FAM66C,0.0572848774761287,,
RFTN1,0.0572848774761287,,
S100A7A,0.0572848774761287,,
HNRNPAB,0.0572592122084423,,
C1QBP,0.0572532469128685,,
DCLK1,0.0572106400537382,,
AASDH,0.0571489542184614,,
STT3A,0.0570079124065175,,
EBLN3P,0.056987160370966,,
ALDH3B1,0.0568409710062241,,
BDNF,0.0567412987479319,,
SOX12,0.0567336200006444,,
TNK1,0.0566935497086332,,
PLK4,0.0566566464291775,0.5,
GRAMD2A,0.0566189611077435,,
RUNX2,0.0566093114255402,,
UBA52,0.0565252279963943,,
SAMHD1,0.0565249057238896,,
RAD54L,0.0564928119310106,,
PLCD1,0.056360927839417,,
CDCP1,0.056354164729752,,
ZDHHC6,0.0562973615157591,,
FABP4,0.0562731313308964,,
ACVRL1,0.0561910910440889,0.5,
RCSD1,0.0561761379120746,,
HCCS,0.0561761379120746,,
PARP1,0.056123345121574,1.0,0.0607930797611621
CYCS,0.0559950350580383,,
LGALS3BP,0.055987770055331,,
PIEZO1,0.0559859337599063,,
VIPR1,0.0559059514644419,,
TRIB2,0.0558947030959128,,
MTHFD1L,0.0558681546998374,,
CAMK2A,0.0558225197924352,,
GPER1,0.055767215831039,,
CD1E,0.0557669308840821,,
TESMIN,0.0557449614149425,,
PLIN3,0.0557309995093211,,
SMURF2,0.0556166350765103,,
CYP19A1,0.0556025191323294,1.0,
GNG4,0.0556014326114172,,
EFNA5,0.0555910741385937,,
HMGB1,0.0555099682601687,0.75,
PLK3,0.055438466788231,,
TMEM160,0.0554369782027052,,
LINC00621,0.0554369782027052,,
NUP160,0.0554369782027052,,
GALNT2,0.0554234408094666,,
CSF2RB,0.0553478971844346,1.0,
NDRG2,0.0552746522021901,,
PSMD7,0.055232281315678,1.0,
DRAIC,0.0552128619023976,,
RIPK2,0.0551463093271094,,
GJA1,0.0549436658731787,,
PCNP,0.0548904106620548,,
MAGEA9,0.054862076206529,,
SMAD9,0.0548066925070935,,
GLI2,0.0546668028282921,,
CA9,0.0546317679615496,1.0,
LILRB2,0.0546316859076605,,
SOX17,0.0543801494595276,,
PXN,0.0543440892683427,,
FOXD2,0.0543282386386511,,
LINC00880,0.0543282386386511,,
SPARC,0.0542466723564879,,
CA4,0.0542099497960727,1.0,
BCAR4,0.0541639809254579,,
STAU1,0.0541434487113088,,
AQP9,0.0540761233448222,,
COMP,0.0540683550512088,,
PLAUR,0.0540626630787901,,
ADAMTS8,0.0540517849162747,,
TNFRSF1B,0.0539747922785831,,
CSRNP3,0.0539586587839664,,
NUP210,0.0539586587839664,,
EMG1,0.0539586587839664,,
GCNT3,0.0539422381519427,,
LINC01833,0.0539175943556681,,
CASP1,0.053849305184605,0.5,
TNFSF10,0.0538388108268411,,
TIMP1,0.0538326633512807,,
PKMYT1,0.0538078124188044,,
P2RX7,0.0537958575254765,0.5,
SEMA3A,0.0537533366424749,,
GDF15,0.0536415557189774,,
SLC25A27,0.0535890789292817,,
PTPA,0.053588573550085,,
BZW1,0.0534145551090139,,
LYPLA2,0.0534042890019394,,
ABCC2,0.0533420332458832,,
IFITM1,0.0532791097723857,,
PDZD2,0.0532721531702385,,
DDX56,0.0532603039403242,,
LZTS1,0.0532601528586123,,
SNHG17,0.0532399967528701,,
ANKRD11,0.053219499074597,,
HYCC1,0.053219499074597,,
BTG3,0.0530790587298168,,
HDAC3,0.0529786494460832,1.0,
LCN2,0.0529090830871676,,
FCN3,0.0528906490603432,,
TAP2,0.052736992042092,,
NLRP7,0.0527176771285927,,
PSMD12,0.0526651292925699,1.0,
RMRP,0.0526284439059991,,
XRCC2,0.0525534527345048,,
DLAT,0.0525086970335624,,
AMHR2,0.0524803393652276,,
BTC,0.0524803393652276,,
MRPL41,0.0524803393652276,,
SETD9,0.0524647337665505,,
KLF12,0.0524495410440039,,
ENO4,0.0523468799732581,,
TBXT,0.0523451357908547,,
CACNA1C,0.0523351672970279,1.0,
TBXAS1,0.0523053413951978,1.0,
SH2D3C,0.0522105460713078,,
SATB2,0.0521736741670607,,
CFTR,0.0521377717669756,1.0,
KCTD12,0.0520990840863318,,
OTUB1,0.0520210337347111,,
SLIT3,0.0519662576331358,,
MTLN,0.0519259695832005,,
GSDMD,0.051847776333256,,
HIC1,0.0517541149507722,,
NUAK2,0.0517411796558582,,
CYP24A1,0.0517046536644449,,
OPN1LW,0.0516664852855713,,
SP3,0.051640559235784,,
DOCK4,0.0516337573213188,,
PAG1,0.0516291096720735,,
HLA-B,0.0516210348305094,,
S100P,0.0515834990499955,,
FOSL1,0.0515628743631236,,
EIF2S3,0.0514859642339843,,
TMEM258,0.0512602553298726,,
SUMO1,0.0512412875180825,,
GAL,0.0512226032032068,,
MMP9,0.0511650310409044,0.75,
EIF2S2,0.0510546964831862,,
DARS1-AS1,0.0510020199464888,,
IFT20,0.0510020199464888,,
HOXD-AS2,0.0510020199464888,,
HPGD,0.0509875585486786,,
RGS6,0.0509814877323396,,
UBA3,0.0509506894111159,0.75,
UBASH3B,0.0509147580363549,,
CXCL10,0.0508972522811529,0.5,
TXN,0.0507378808043871,0.5,
TFF3,0.0507357105303922,,
IL2RA,0.0506632883159164,1.0,0.0607930797611621
GAPDH,0.0506498037364805,,
ELAVL1,0.0506342306550094,,
HILPDA,0.0506324400918041,,
CRBN,0.050464897224347,1.0,
RBIS,0.0504065857361634,,
SPARCL1,0.0503559806000549,,
HRH1,0.0503244568795668,1.0,
TPT1,0.0503234302688594,,
RABEP2,0.0502795696330779,,
WDR6,0.0502628602371194,,
CDK5R1,0.050217362526664,,
IL1A,0.0501820149728934,0.75,
FOSB,0.0501618434798014,,
ADAM17,0.0501495463758798,0.5,
ABRAXAS1,0.0501076366981518,,
MUC21,0.0500658214701873,,
LINC01123,0.0499973787081709,,
HS6ST2,0.0499961881270622,,
ONECUT2,0.0499846487353984,,
HCLS1,0.0498932803824347,,
PRNP,0.0498591780508321,,
DOK1,0.0498230602100446,,
SMG1,0.049755165857967,,
HSPA5,0.0496426484772357,,
TGFBR3,0.0495602901682276,,
PDHA1,0.0495402589801838,,
NRG4,0.04952370052775,,
N4BP2L1,0.0495086782043548,,
P2RY13,0.0494142512555917,,
SLC2A11,0.0494122106049201,,
ITGAM,0.0493964716017988,0.5,
NFKB1,0.049381406680755,0.75,
SUN1,0.0493389106004076,,
KLF2,0.0492836609321601,,
GABPB1,0.0492660212401782,,
TPD52,0.0492282705717724,,
RBM14,0.0492157173155127,,
CLIC5,0.0491970443048191,,
SHCBP1,0.0491694263601768,,
LINC00921,0.0491541206730653,,
PON2,0.0491541206730653,,
TRIM55,0.0490387296295471,,
SMOC1,0.0490103951740212,,
TYRP1,0.0489972886609269,0.5,
TBPL1,0.0489898970638332,,
EMX2OS,0.0489693307457229,,
MPC1,0.0489499152326086,,
SLC4A7,0.0488820688355891,,
CDC45,0.0488729193108552,,
TMSB10,0.0488719160979963,,
LAMB1,0.0488488066486674,1.0,
LINC00261,0.0488251529327096,,
SRPX,0.0487229515889342,,
FTL,0.0487215741976988,,
FARP2,0.0486977286895877,,
PRELP,0.0486736668619752,,
GNL3,0.0485997508910382,,
AK2,0.048440173917413,,
TAF15,0.0484215312722236,,
TREM2,0.0482609348217012,,
POU2F2,0.0481866427423573,,
NEDD4,0.0481339047942244,,
NUCB2,0.0480864455373095,,
TNFSF12,0.0480531833503879,0.5,
SLC15A4,0.0480453811090112,,
SEC11C,0.0480453811090112,,
USP13,0.0479903547750915,,
CEP57,0.0478975491671373,,
ANXA2,0.047882627321093,,
KDELR1,0.0478086216927487,,
HSPA1A,0.0477863721958404,0.75,
ICE1,0.0476758012543265,,
KPNA4,0.0476552690401773,,
TNFRSF6B,0.0476510631539534,,
GIMAP6,0.0476159302544226,,
CDC6,0.0476087929987322,,
KCTD5,0.0475733455057222,,
POC1A,0.0475592074211537,,
ETS1,0.0474989331108678,,
TIAM2,0.0474988135683608,,
CXCL2,0.0474926854363187,,
FOXD3,0.0474848516627394,,
CENPA,0.0474280387925716,,
BMP4,0.0474081014491691,,
MADD,0.0473770575384564,,
CBX1,0.0473658708572224,,
CXCR2,0.0473510582422874,0.75,
PDCL3,0.0473472858279401,,
LAIR2,0.0472856891854926,,
PSMD1,0.0472762317962407,1.0,
SPDL1,0.0470956713364694,,
GLRX3,0.0470855000975384,,
CX3CR1,0.0470791085489346,,
TPRG1,0.0470355850392661,,
ZNF8,0.0469366415449571,,
ERVK3-1,0.0469366415449571,,
PHKG1,0.0469366415449571,,
RRAS,0.046924031529733,,
MTHFD1,0.046922750873548,,
HNF4G,0.046898467395577,,
PSMD11,0.0468072885958174,1.0,
UBE2S,0.046683006863941,,
BAK1,0.0466668739755131,,
COL5A1,0.0466659369325296,1.0,
IGF2,0.0466223775462825,0.5,
WNT5A,0.04661336648342,,
CHMP2A,0.0465670616902724,,
RAMP2,0.0465192802224416,1.0,
MTUS1,0.0464797997801385,,
UCN3,0.0464483779806387,,
ZFHX4,0.0463599538968845,,
SOX5,0.0463503358231007,,
FGF2,0.0463199230546603,0.75,
SLC6A4,0.0462826119104385,1.0,
RUBCNL,0.0461974818355877,,
PRKAA2,0.0461793599773114,0.75,
ENSG00000223804,0.0461488204880542,,
POLI,0.0461488204880542,,
CNTN1,0.0460274707665631,,
PIK3CG,0.0460195916875777,1.0,
PACERR,0.0460126919082453,,
TKT,0.0459894582577449,,
NOD2,0.0459671040605092,1.0,
CD34,0.0459047003709321,,
SVIL,0.0458587003021267,,
ABCG2,0.045835069705447,,
LNX1,0.045827901980903,,
NOP2,0.045777761133262,,
ADGRG1,0.0457663053384555,,
SBK1,0.0457303739636945,,
MRC1,0.0457286831965832,,
TLR1,0.0456841764818589,,
CXCL12,0.0456777509602984,0.5,
UBA7,0.0456535666916663,,
CASD1,0.0456431120535606,,
TEX46,0.0455455697196722,,
TRGV9,0.0455199187686657,,
TCF4,0.0455009667402546,,
POLR3G,0.0454905577024324,,
TFAP2B,0.0454745300046527,,
MIR9-2HG,0.0454377899120691,,
CAPN8,0.0454231310603497,,
CSF1,0.0454147678151411,0.5,
TRIM63,0.0453834696349013,,
CD86,0.0453545490008536,1.0,
CDH3,0.045348227616525,0.25,
OPA1,0.0453112166047668,,
TNK2,0.0452764067088568,,
CRYL1,0.0452735321988759,,
TACSTD2,0.0451998341701592,1.0,
CAVIN1,0.0451920004525888,,
DRG1,0.0451170767270594,,
MMRN2,0.0450963891511276,,
STK26,0.0450887422715336,,
ERCC8,0.0450887422715336,,
MRPL15,0.0450374117361607,,
GJD3-AS1,0.0450349478704628,,
ABRAXAS2,0.0450074347035029,,
FUZ,0.0447191624168489,,
SREBF1,0.0447107820713418,,
LINC00628,0.04468076717639,,
SYNE3,0.0445908830232319,,
ID2,0.044575522336039,,
TMED10,0.0445703038642675,,
SLC6A17,0.0445343724895065,,
AGRN,0.0445186955919178,,
ID4,0.0444549234700672,,
EIF3A,0.044436809936422,,
HTR3A,0.0444177495131393,1.0,
APP,0.0444017681671042,1.0,
HOXB4,0.0443625178570781,,
DUSP22,0.0443495825621642,,
KRT10-AS1,0.0443495825621642,,
SH3GL2,0.0443495825621642,,
TXNRD1,0.0443405381901342,1.0,
SLC38A2,0.044329050348015,,
COL6A3,0.0443205023690827,1.0,
EIF3D,0.0443163203752425,,
KIF23,0.0443024442282554,,
ZWINT,0.0442852327184729,,
BLK,0.0442417884378811,1.0,
CENPU,0.0442156076132887,,
MED23,0.0441647926348218,,
TRAIP,0.0441583589388873,,
LSR,0.0441527049019939,,
PGF,0.0441339943135981,1.0,
GINS1,0.0440739414212125,,
IRF7,0.044050904299601,,
MMP17,0.0439800027074795,,
CMTM2,0.0439800027074795,,
KRT7,0.0439452577504301,,
MMP10,0.0439253621428158,,
KRT5,0.0438697673902,,
WDR76,0.0438670755296591,,
NFATC1,0.0438507869214567,,
PPARA,0.0438245922840098,1.0,
RGPD8,0.04378597328377,,
CFL1,0.0437828426325012,,
PGC,0.0437621395285669,,
FOS,0.0437275212197363,,
CDK7,0.0437191283559712,0.75,
LGR5,0.0436876317709227,,
EIF2B5,0.0436720194952422,,
DDR1,0.0436510157447093,,
ACAT2,0.0436169931613225,,
GPR141,0.0436104228527948,,
GTF2H4,0.0435693584244965,,
DPP4,0.0435493135572135,1.0,
SCRIB,0.0435254194862173,,
STMN3,0.0434564041220331,,
EIF2B2,0.0434256329254524,,
EIF2B1,0.0434256329254524,,
EIF2B4,0.0434256329254524,,
EIF2B3,0.0434256329254524,,
HPGDS,0.0434182918122383,,
RFC4,0.0434060856523244,,
BRD2,0.0433728077212245,0.75,
DUOX1,0.0433447973147073,,
RNF2,0.0433024396405575,,
CCR1,0.0432736819700054,0.5,
UHRF1,0.0432675757734042,,
USP24,0.0432501851555479,,
S100A10,0.0432483018719599,,
DUSP8,0.0432408429981101,,
RGPD4,0.0432316035017429,,
SOS2,0.0431428917658753,,
CHPF,0.0431405077476768,,
COX6A1,0.0431381819273643,,
CCL22,0.0431224718736459,,
DLX6,0.0431218495954185,,
ADA,0.0431002520372011,1.0,
H3P17,0.0430765852849169,,
CTSG,0.0430721119684286,,
AK1,0.0430355208566186,,
CD27,0.0430193743075655,0.5,
SLC12A5,0.0430022586696969,,
BUB3,0.043001026736848,,
TLR8,0.0429099406436309,0.5,
NQO1,0.0429078812069207,0.75,
FOSL2,0.0428872594143467,,
RGPD5,0.0428620236470582,,
RGPD2,0.0428620236470582,,
RGPD1,0.0428620236470582,,
RGPD6,0.0428620236470582,,
SMIM38,0.0428300793001223,,
PTPRG,0.0428053421652632,,
HLA-DMA,0.0427563374502029,,
PEBP1,0.0426773986053634,,
CD81,0.0426500222379779,,
SIX3,0.04252146149108,,
ITLN1,0.0425132936110898,,
RRAGA,0.0425016832887407,,
AGTR2,0.0424714555285719,0.5,
SLIT2,0.0424466561212659,,
RIOX2,0.0424025001236569,,
IRX2,0.0423227781951891,,
OGT,0.0423119420297395,,
CENPK,0.0422891090353975,,
RETNLB,0.0422860950401746,,
ABCA4,0.0422324686241535,,
CTSH,0.0422206663791111,,
TRBV20OR9-2,0.0422199500232009,,
GRHL3,0.0421731678623543,,
TSPOAP1,0.0421598093524139,,
H3P42,0.042132103434056,,
PMPCB,0.042132103434056,,
ABCB7,0.042132103434056,,
DLEU1,0.042132103434056,,
ENG,0.041995910117346,0.75,
UPK2,0.0419473135067136,,
TSKU,0.0419473135067136,,
GGH,0.041893301212758,,
LUADT1,0.0418801605957025,,
ACAA1,0.0418497854895051,,
AURKAIP1,0.0418287520666825,,
SMARCA2,0.0418197084360928,,
LINC00518,0.041806257195509,,
WWOX,0.0417908067043617,,
TEX41,0.0417419913652221,,
MVK,0.0417228964060634,,
MACF1,0.0416969646228802,,
LPGAT1,0.0416873568194703,,
CXCR1,0.041673713669325,0.75,
IL33,0.0416370196348743,0.75,
MBNL1,0.0416187980803272,,
GYS1,0.0415777336520289,,
FN1,0.0414450271932924,1.0,
TEK,0.0414397172700673,1.0,
PSMG4,0.0413929437246866,,
DLD,0.0413843083900047,,
GPRIN2,0.0413724115105374,,
RAN,0.0413611187927554,,
LAMC2,0.0413176533865094,1.0,
ZNF692,0.0412724648066396,,
ACAT1,0.0412680952919164,,
MAFK,0.0412440851721052,,
HOTTIP,0.0411458031430869,,
IMMT,0.0411428613563499,,
APOL1,0.041142517988823,,
ALDH1A1,0.0411294947067674,,
BMP2,0.0411168926766557,,
EEF1E1,0.0410900935659866,,
PRAME,0.0410775272456693,,
RPS6KB1,0.0410564374369964,0.5,
ITGA11,0.0410340710905946,,
IL36G,0.0410233638700019,,
FAIM,0.0409104366921815,,
DBH,0.040900170585107,0.5,
PCK1,0.0408385739426595,,
TRPA1,0.0408293437625603,1.0,
TDRD9,0.0408180417285104,,
LDLRAP1,0.0408180417285104,,
SLC31A1,0.0407234248900003,,
TARDBP,0.0407040879399826,,
LY6D,0.0406537840153172,,
EHBP1,0.0406537840153172,,
RMST,0.0406537840153172,,
MMACHC,0.0406537840153172,,
PKN1,0.0406537840153172,,
MRO,0.0406537840153172,,
RINT1,0.0406242176269424,,
BCL2L1,0.0405575817661514,0.75,
TNFRSF1A,0.0405553575335565,0.25,
SLC1A1,0.0405251272402926,,
BABAM1,0.040523379540548,,
ANO1,0.0405188319063938,1.0,
CLEC4M,0.0404689940879748,,
ISG20,0.0404302394868149,,
CCN2,0.0404276443756845,0.75,
NFYA,0.0403355346960053,,
MAP2K7,0.0403178228639411,,
WNT2,0.0403164397368466,,
LDB2,0.0402873363379712,,
IFNA2,0.0401097508706128,0.75,
DDX59,0.0401020834211295,,
EPHX2,0.0400944862373544,0.5,
CLDN4,0.0400862404444442,,
IFNA17,0.0400525536784106,0.5,
ATOH8,0.04000578733677,,
UBE2I,0.0399206687383784,,
NLRP12,0.0399146243059478,,
BUB1B-PAK6,0.0399072327088541,,
SOX7,0.0399018943331753,,
HK2,0.0398556726153475,,
DDX49,0.0397811649139783,,
PRKG2,0.0397788037093511,,
ORAI3,0.0397772292574139,,
ABCB1,0.0397590420145028,0.75,
CD9,0.0397190959313629,,
HLA-DMB,0.0397062097615905,,
RALGPS2,0.0397056063659094,,
MELTF,0.0396468912357401,,
EHMT2,0.0396428526191204,,
TGFB3,0.039606846415852,1.0,
IGF1,0.039595342818469,0.5,
CBLL1,0.0395861088795613,,
PGR,0.0394856037803755,1.0,
FKBP1A,0.0394815485790068,1.0,0.0607930797611621
LAP3,0.039463521415418,0.5,
ICAM1,0.0394614710361706,0.75,
LINC00467,0.0394220148188233,,
NFAT5,0.0393982740332386,,
FOXA2,0.0393104507549958,,
KRT17,0.0392685092124023,,
E2F8,0.0392636594055383,0.75,
TBX4,0.0392352133397524,,
PIK3C2G,0.0392013470223404,,
SPINK13,0.0391754645965783,,
USP29,0.0391754645965783,,
ANKRD1,0.0391298317506319,,
LRPPRC,0.0391140942085224,,
RCN1,0.0390882026864444,,
JMJD6,0.0390709076715012,,
SPINT1,0.0389541961552798,,
EPHB4,0.0389450742977099,1.0,
PDK4,0.0389044946535556,0.75,
WEE1,0.0388462421558426,0.5,
MANCR,0.0388329872645705,,
ACTB,0.0388112308174622,,
TSPY1,0.0388058847418936,,
CLN5,0.0387508584079739,,
EIF2AK3,0.0386836776905111,,
HSF1,0.0386738626049146,,
TIGD1,0.0386210948145513,,
HOTAIR,0.0385877582008821,,
RAD54B,0.0385846375636932,,
NUMB,0.038568722161402,,
EGLN1,0.0385318634879582,1.0,
UGT1A3,0.038508167636731,,
SH3BP5,0.0385043140430788,,
SMARCA1,0.0384765376819257,,
PRH2,0.0384703368143021,,
BCAT1,0.0384560927503973,,
MCAM,0.0384429033559383,0.25,
LAMP3,0.0384422818677951,,
EIF5A,0.0384175284205501,,
CPAP,0.0383952404589106,,
RNF144A,0.0383849743518361,,
ABHD8,0.0383758259504079,,
PRKAA1,0.0383692265161373,0.75,
MXI1,0.0383465791113772,,
TMEM37,0.0383462164747605,,
GRN,0.0383455306909922,,
BRF2,0.0382920535120678,,
METTL5,0.0382524263387599,,
TPPP2,0.0382515149598666,,
LAMTOR1,0.0382515149598666,,
ATRAID,0.0382515149598666,,
H3P12,0.0382515149598666,,
ZNF197,0.0382515149598666,,
PTK2,0.0382444817775536,0.75,
ADPRH,0.0382309827457174,,
GIMAP1,0.0382254749608106,,
BHLHE41,0.038218252772945,,
ACP2,0.0382104505315683,,
MT1M,0.0381640667141527,,
MIR155HG,0.0381488538891208,,
ITGA3,0.0381324377786506,,
RTN1,0.0380667250325242,,
UBE2D3,0.0380667250325242,,
ARRB1,0.0380527118891721,,
CUL9,0.0380408544426963,,
IL2RB,0.0380153944971514,1.0,0.0607930797611621
IL17RA,0.0379999953365395,1.0,
ALDH1B1,0.0379948622830022,,
ERCC1,0.0379929239001539,,
CFLAR,0.0379063298521951,,
SOX11,0.0378455805153945,,
PDK1,0.037833537984669,0.75,
S100A9,0.0378130830782065,,
CHUK,0.0377986701580285,,
CCR5,0.0377710457705607,1.0,
NBPF1,0.0376971451778395,,
ZBTB20,0.0376971451778395,,
NFE2,0.0376766129636904,,
RSPO1,0.0376616917241176,,
VANGL1,0.0376433507767688,,
LGALS9,0.0376164228534046,,
MAD1L1,0.0375567048330593,,
MMP7,0.037538543979161,1.0,
IFI6,0.037491823036348,,
EREG,0.0374570039974236,0.5,
