symbol,globalScore,maxClinicalTrialPhase,chembl
PDGFRA,0.3371065550127561,1.0,0.0759913497014526
CREBBP,0.336337098570108,0.5,
QKI,0.3358952856066843,,
AK5,0.3352187403880977,,
RHOH,0.334903168674705,,
TCF7L2,0.3348318820812311,,
FANCA,0.3338415000690779,,
CEBPA,0.3324265851479904,,
GNA11,0.3323600834858299,,
KNL1,0.332255778254871,,
AFF4,0.3315079965986402,,
ABL2,0.3313178159962761,,
CDC73,0.3311897472793284,,
SMO,0.3310440367085938,1.0,
NT5C2,0.3306582195855422,,
BRD4,0.3306257764389502,0.75,
PTPN13,0.3302271094119932,,
POU2AF1,0.3301873380709302,,
FH,0.3301522544983719,,
RASA1,0.3297494324300918,,
AXIN1,0.3294479194145671,,
MSH6,0.3292475835580378,,
CUX1,0.328410878532105,,
SMAD2,0.3280581152162845,,
PPM1D,0.327634006493833,,
FANCC,0.3276325411779881,,
MYCN,0.3276095844399119,,
MALT1,0.3274484185476056,1.0,
RAD21,0.3274131031392691,,
CHD4,0.3272764612541065,,
TNFAIP3,0.3270895896413083,,
LZTR1,0.3270704718156551,,
SETBP1,0.3267618738625318,,
KDM6A,0.3266838709577767,,
EBF1,0.3265651042568097,,
MPZL2,0.3264341215400796,,
MYB,0.3263700121872711,,
FBXO11,0.3262466167229205,,
JAK3,0.3261490887057121,1.0,
BLM,0.326114000036339,,
ELF4,0.3257249958224613,,
KDM5C,0.325704449471398,,
SDHA,0.3256467167560177,,
PALB2,0.325620743505119,,
ATRX,0.3255023239600138,,
CBL,0.3255023239600138,,
ERCC4,0.325479225219096,,
ACVR1,0.3254612595317155,1.0,
CACNA1D,0.3250464323319738,1.0,
RAP1GDS1,0.3246759023405105,,
CARS1,0.3244628806187131,,
SUFU,0.3244449149313326,,
DROSHA,0.3244397818777952,,
DAXX,0.3243063224858258,,
ARHGEF12,0.3243063224858258,,
CAMTA1,0.3243063224858258,,
PTPRK,0.3243063224858258,,
EXT1,0.3242780906913707,,
MAF,0.3240702020231106,,
MLH1,0.3240012545132786,,
AMER1,0.3237519527037987,,
TFE3,0.3237519527037987,,
H3-3B,0.3233823728491141,,
OLIG2,0.3233823728491141,,
USP6,0.3233823728491141,,
BCORL1,0.3233823728491141,,
KCNJ5,0.3233823728491141,1.0,
CLTCL1,0.3233823728491141,,
AKT1,0.3229100782806999,1.0,0.1215861595223242
FLT4,0.3198987280080881,1.0,0.162537053528107
CBLB,0.319483030831991,,
PLEKHA5,0.3188319092571677,,
CD274,0.3180519253384298,1.0,0.1654922726831635
CHRNA3,0.3163164035002424,1.0,
